@relation census1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.1143,-0.24533,1.99936,-1.24894,-0.41082,-1.19115,0.7766,-1.48234,9.0
-0.1107,-0.17326,-1.28193,1.47479,-0.41082,2.60323,1.80715,0.40215,7.0
-0.1121,-0.24533,-0.82229,-2.10574,-0.35936,-1.23406,0.84567,-1.48234,9.0
-0.10248,-0.0261,-0.30464,0.65269,-0.37307,-0.43462,-0.60498,-1.48234,5.0
-0.06681,0.03946,0.33937,-1.4518,-0.39954,-0.57502,-1.70195,-0.08912,9.0
-0.05563,-0.12973,0.51694,-0.07085,-0.41082,0.17185,-0.74925,-0.2408,7.0
-0.08372,-0.00783,-0.34791,2.03533,-0.38548,2.10644,3.56343,-0.43862,10.0
-0.045,-0.07933,0.56991,-1.55707,-0.27274,-0.18114,0.78722,0.02525,9.0
-0.11338,-0.1577,1.27398,-0.06704,-0.41082,-1.05418,0.26722,1.53284,7.0
-0.09002,-0.15457,0.13816,-0.33432,-0.40045,-1.11282,-0.28326,1.3249,10.0
-0.11038,17.97297,-0.27839,0.98628,-0.37152,-1.23406,-0.87905,-1.48234,9.0
-0.09354,-0.24533,0.2814,-0.23053,-0.39894,0.09132,-1.42644,0.45599,1.0
-0.09074,-0.24533,-0.49895,0.49044,6.40108,-0.41645,-0.24305,-0.27627,6.0
0.0681,0.03561,-1.01605,-0.33937,1.20486,-0.02321,-0.3703,0.26559,4.0
-0.11314,-0.24533,0.23731,0.10924,-0.41082,0.56467,-0.06986,0.52778,1.0
-0.11462,-0.24533,-0.02377,0.08656,-0.3167,0.20493,-0.75795,-1.48234,1.0
-0.09787,-0.22998,1.59872,2.2091,-0.28051,1.38228,1.70168,0.40215,10.0
-0.01482,0.55588,-0.30006,1.27013,-0.27981,2.02203,-0.38611,-0.55833,10.0
-0.11418,-0.24533,-1.42069,-1.0937,-0.41082,0.07411,0.11011,0.02525,1.0
-0.11026,-0.24533,1.05497,-0.15388,-0.41082,2.64013,-0.83348,1.31747,3.0
0.69183,-0.09991,0.15861,-0.89515,0.58537,-0.28006,0.29195,0.09831,5.0
-0.11318,-0.24533,-0.9015,0.18349,-0.41082,-0.51457,0.05618,1.53284,2.0
0.0061,-0.20227,-0.21489,-1.08141,0.40913,-0.42564,0.46889,0.62829,4.0
-0.10661,-0.24533,-0.37263,-0.98203,-0.41082,-1.09701,-0.63352,-1.48234,9.0
-0.0927,-0.1991,-0.18152,0.10762,-0.41082,0.3848,0.05865,0.69529,5.0
-0.09274,0.22035,0.76353,-0.35803,0.03765,-0.70391,-1.27187,-0.19012,6.0
0.0162,-0.11549,-0.68659,-1.1764,-0.40439,0.05458,-0.29696,0.36027,3.0
-0.10761,-0.21324,-0.09352,0.7876,1.75488,-0.17598,-0.00644,0.32677,5.0
-0.10633,-0.24533,0.65636,0.70194,-0.41082,0.20493,-0.47986,-0.8793,4.0
-0.10392,-0.21641,-1.90537,-2.05912,-0.41082,0.43918,-0.27361,1.23132,2.0
-0.06721,0.14797,-0.87815,-0.10566,-0.35401,0.39498,2.05628,-0.47728,10.0
-0.08741,-0.23424,-0.35476,0.71824,1.0481,0.35443,-0.2472,-0.06343,4.0
0.9857,-0.02217,0.36787,-0.33982,1.48403,0.15591,0.25149,-0.36099,7.0
-0.11462,-0.24533,-0.77626,0.5389,-0.41082,1.64391,-0.10281,1.53284,4.0
0.20586,0.70281,-0.36348,0.26461,-0.30537,-0.16397,0.86067,-0.01442,6.0
-0.07851,-0.18359,-0.9057,-0.86397,-0.22047,-0.15095,-0.69151,0.24062,3.0
-0.06152,-0.18064,1.72927,-2.70167,-0.40571,-0.94967,0.17095,-0.05013,10.0
-0.11599,-0.24533,0.94009,2.1616,-0.41082,-1.23406,-1.04947,-1.48234,7.0
-0.08541,-0.20632,-1.81376,-1.64397,-0.40193,-0.43462,0.34016,1.19782,2.0
-0.08965,-0.23095,0.2297,-0.3865,-0.40058,-0.63448,0.2173,-0.47728,6.0
-0.1129,-0.24533,0.13074,-0.31004,-0.41082,-0.54883,0.1663,0.02525,1.0
-0.11182,-0.24533,0.43749,0.58435,-0.41082,1.84948,0.08215,0.52778,2.0
-0.05939,-0.1694,-1.16851,1.36935,4.78876,-0.36195,-0.86346,0.27652,7.0
-0.10292,-0.19302,0.00929,-0.51493,-0.41082,0.20493,0.57861,0.32677,3.0
-0.11587,-0.24533,-1.74661,-0.82148,-0.41082,2.55274,0.13884,0.62829,1.0
-0.11058,-0.24533,-0.51159,0.66328,-0.41082,0.07411,0.03963,0.02525,3.0
-0.11154,-0.24533,-0.94371,-0.79152,-0.41082,1.96368,0.29014,0.77905,2.0
-0.09098,-0.24533,-0.12097,-0.63565,0.48056,0.10899,-0.9315,0.67136,3.0
-0.103,-0.24533,-1.0698,1.65617,-0.41082,-1.10558,-1.53467,1.53284,1.0
-0.11683,-0.24533,-0.62307,0.52454,-0.41082,-1.23406,0.87637,-1.48234,2.0
-0.07663,0.82342,1.17643,1.2722,0.09908,1.30532,1.27906,0.02525,10.0
0.16462,-0.15488,-0.50678,-0.81306,-0.40777,-0.59777,0.4269,-0.55459,6.0
-0.01579,0.02976,-0.1453,1.25141,-0.39112,0.20493,-0.76853,0.52778,9.0
-0.0739,-0.14823,0.40319,-0.49337,2.27464,0.65033,0.75685,0.71052,8.0
-0.10268,-0.19886,0.26484,0.74048,-0.41082,-0.41178,-0.65853,0.02525,2.0
-0.10092,-0.22039,-1.11055,-1.1334,-0.41082,-0.12715,0.05945,0.9298,3.0
-0.11695,-0.24533,0.47733,-1.8401,-0.41082,-0.20621,-0.67401,1.53284,2.0
-0.09058,-0.21637,-0.10909,-1.01888,-0.41082,0.10737,0.46039,0.71052,7.0
-0.10909,-0.24533,0.74646,-0.76317,-0.41082,-0.0349,0.24358,1.53284,8.0
-0.11519,-0.24533,0.47202,0.11088,-0.41082,-1.23406,-0.63007,-1.48234,1.0
-0.10428,-0.12551,-0.09474,0.71406,-0.36799,0.33005,-0.7296,-0.27627,7.0
0.07311,-0.20555,0.52026,-0.47615,-0.3988,-0.25555,0.30154,0.46866,8.0
-0.10436,-0.24533,0.21044,0.31909,3.07926,-1.23406,-0.67829,-1.48234,5.0
2.51573,0.12442,0.5037,-1.77812,1.07383,-0.41785,-0.1541,-0.66659,8.0
-0.03991,-0.21746,0.09466,0.30543,-0.39976,0.16197,0.19481,0.25719,6.0
-0.09959,-0.2213,0.58358,-1.67635,0.01738,-0.57997,-0.21668,1.53284,6.0
-0.1024,-0.24533,-0.12979,0.99719,-0.41082,0.07411,-1.4404,-0.35165,3.0
-0.01106,-0.16418,-1.14624,-0.38302,2.38565,0.09446,-0.39274,0.27934,5.0
-0.0618,2.49082,0.32755,1.40336,-0.39542,-0.37067,1.14991,-0.47728,10.0
-0.10789,-0.24533,-0.4835,-0.31635,-0.41082,-1.23406,0.52084,-1.48234,3.0
-0.10933,-0.12354,-2.49755,-0.43828,-0.41082,-0.84775,-2.41323,0.02525,4.0
-0.08044,-0.13557,-0.97475,-0.64495,-0.38002,0.43619,0.58615,-0.09072,4.0
-0.11434,-0.24533,-0.27416,0.62974,-0.41082,0.56467,1.61488,1.53284,5.0
-0.05567,-0.02766,-0.0944,-0.62856,-0.40157,-0.01228,0.05624,-0.8123,9.0
-0.09242,-0.18525,0.1338,0.54273,-0.39946,-1.1539,-1.27935,0.95852,7.0
-0.11442,-0.24533,0.13735,-0.42536,-0.32251,-1.23406,0.56602,-1.48234,8.0
0.44542,-0.0762,0.35492,0.22927,-0.39707,0.85268,1.01514,-0.32024,8.0
-0.11082,-0.24533,-1.09272,-0.63384,-0.41082,-1.23406,-0.36447,-1.48234,2.0
-0.10464,-0.24533,-0.4972,0.71427,6.10345,-0.51457,-0.31919,-1.48234,4.0
-0.05595,-0.23386,0.05471,-0.37832,-0.41082,1.77365,0.33915,-1.24586,8.0
-0.06553,-0.07139,0.26484,0.08204,-0.39982,0.14369,-0.44198,-1.14732,9.0
-0.10436,-0.24533,0.51435,1.11296,-0.36773,-0.51457,-0.67023,-0.47728,5.0
-0.10112,-0.24533,-0.38742,0.92225,0.99197,-0.83434,-0.56641,1.53284,4.0
-0.11543,-0.24533,0.75232,0.59275,-0.15537,2.3634,0.2711,-1.48234,8.0
0.01351,0.63126,2.29152,-0.87493,-0.36055,0.60964,1.26072,-1.11464,10.0
-0.10849,-0.24533,0.0994,-0.09978,-0.37958,-0.57997,-0.58251,-1.48234,1.0
-0.11086,-0.24533,0.01371,0.28701,-0.41082,-0.57997,0.96585,-1.48234,6.0
-0.09314,-0.21441,-0.46892,-0.30469,-0.41082,0.15851,0.10441,-0.97981,5.0
