@relation census1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.10476,0.06894,1.07946,1.9718,-0.07763,2.3634,1.54191,0.52778,8.0
-0.00613,-0.11818,-0.64201,0.04533,3.41601,-0.1494,0.387,-0.07526,5.0
-0.1121,-0.24533,-1.30732,-0.53935,-0.41082,0.09833,-0.79637,0.9298,1.0
-0.08797,-0.0488,0.06966,-3.38142,-0.40116,-1.01381,-0.16484,-0.47728,9.0
-0.11366,-0.24533,-0.37693,0.61731,-0.41082,0.36481,0.32933,0.02525,3.0
-0.05759,-0.16504,-2.77981,-0.95161,-0.40605,0.47155,-1.41604,-0.02674,8.0
-0.1044,-0.13251,-0.05011,-0.69377,-0.38921,-1.23406,0.41007,-1.48234,7.0
0.37195,7.46063,0.38763,0.21552,-0.32475,0.37096,-0.64386,-0.44262,10.0
-0.11402,-0.24533,0.03912,0.48257,-0.41082,-1.23406,-0.47659,-1.48234,3.0
-0.11434,-0.24533,0.30607,-0.47479,-0.41082,0.56467,-0.81314,-1.48234,1.0
-0.05234,0.08386,1.08579,1.27043,-0.05539,0.67851,0.50547,0.81494,10.0
0.05844,3.61574,0.05477,0.78845,-0.20734,0.10214,-0.86057,-0.78653,10.0
-0.10709,-0.24533,-0.66433,0.21449,-0.41082,0.45886,-0.92741,0.77905,1.0
-0.10537,-0.21626,-0.02932,0.22948,-0.41082,-0.6806,0.18278,0.02525,7.0
-0.1143,-0.24533,-0.83255,-0.29399,1.97335,-0.93427,-1.22154,-1.48234,1.0
-0.04372,0.52195,1.49142,-1.77799,-0.10456,-0.89604,1.27513,-0.62086,9.0
-0.09839,-0.24533,0.27204,-0.22535,-0.38108,-0.27045,0.64304,1.53284,8.0
-0.11683,-0.24533,-0.14952,1.61592,-0.41082,-1.23406,-0.82391,-1.48234,6.0
-0.10581,-0.24533,-1.19144,-0.03773,4.34946,-0.53778,-0.03513,1.53284,4.0
0.39187,0.23826,1.24126,0.0314,-0.23247,0.17185,2.1051,-0.41816,9.0
-0.05402,-0.2392,0.0529,-0.67988,-0.3973,-0.32203,0.4468,1.03031,6.0
-0.01923,-0.17385,-0.21168,-0.26044,0.03767,-0.22424,-0.29694,0.02525,4.0
-0.08016,-0.24533,-0.52754,-0.19954,0.49089,-0.09201,-0.6124,0.62829,2.0
-0.11166,-0.24533,-0.13167,0.50272,-0.41082,0.07411,0.45582,0.02525,5.0
-0.11595,0.13165,-1.18213,0.3215,-0.41082,-0.0349,-0.58888,1.53284,2.0
-0.07807,-0.23636,-0.88146,-0.41218,-0.41082,-0.79611,1.4794,0.67136,8.0
-0.0826,-0.17734,0.28179,0.35866,-0.39447,0.14958,0.69625,-0.8793,9.0
-0.08501,1.21676,1.56723,-0.48715,-0.29673,0.03563,-0.45549,0.27652,9.0
-0.10717,-0.24533,-0.15061,0.14756,-0.38352,0.05075,0.6017,-1.48234,5.0
-0.10028,-0.11233,0.63611,1.32547,-0.41082,-0.90702,-0.58118,-1.48234,8.0
-0.09242,0.62064,-0.37866,-1.23984,-0.33134,-0.43462,-0.17516,1.53284,9.0
-0.10753,-0.17304,0.58018,0.7618,-0.41082,-0.57997,-0.29904,1.53284,5.0
0.08722,0.06402,0.84872,0.36122,0.43427,0.20493,-0.27802,-0.22601,8.0
-0.11499,-0.24533,-0.27957,-1.53603,-0.41082,0.82163,-0.83977,0.02525,1.0
-0.09266,-0.20417,-0.27615,0.13102,-0.00964,-0.00064,-0.8704,1.03031,2.0
-0.10625,0.05876,-0.17021,0.23734,-0.41082,1.16425,0.19716,0.02525,4.0
0.02365,0.47145,0.35342,0.91299,-0.19174,0.26323,-0.97093,0.78572,5.0
-0.1121,-0.24533,0.63371,-0.0447,-0.35936,-1.23406,0.48688,-1.48234,4.0
-0.08857,-0.23282,0.07699,-0.0933,0.10148,0.86446,-0.12446,0.02525,3.0
-0.08232,-0.22215,0.01004,-0.65778,-0.40271,-0.88309,0.73755,0.02525,7.0
-0.10841,-0.24533,0.00222,-0.31879,-0.41082,-0.7011,0.17628,-1.48234,4.0
-0.10985,-0.20143,-1.43548,0.19713,2.96369,-1.23406,-0.50061,-1.48234,3.0
-0.11591,-0.24533,-1.02428,-1.43497,-0.41082,-0.0349,-1.09386,-1.48234,3.0
-0.10476,-0.21886,-0.87153,-0.48379,-0.41082,-1.23406,0.92084,-1.48234,8.0
-0.06444,-0.1095,-0.66175,-0.7164,2.47065,-0.17434,0.06483,0.42198,4.0
-0.1034,-0.19331,-0.05285,-0.1591,-0.41082,1.84948,0.03445,0.52778,6.0
-0.10084,-0.24533,0.31586,-0.04843,-0.22349,-0.15482,-1.10405,-1.48234,4.0
-0.11719,-0.24533,0.26484,-0.56683,3.76147,2.3634,-0.53592,1.53284,2.0
-0.09318,0.00389,-0.3081,-0.42304,2.69133,0.44476,-0.36169,0.88673,4.0
-0.11575,-0.24533,0.35395,-1.76052,-0.41082,-0.6806,-1.17283,1.53284,1.0
-0.07507,-0.23726,0.40855,0.85976,1.61449,-0.83728,-0.24154,0.9298,6.0
-0.08076,0.00509,1.00233,1.62303,-0.38752,3.451,0.85031,0.40215,10.0
-0.10953,-0.24533,-0.32144,-0.9808,2.76024,-0.14392,-1.0085,0.9298,1.0
-0.07178,-0.18018,-0.55365,-0.28993,-0.41082,0.40689,0.52118,0.14122,6.0
-0.10937,-0.24533,-2.15348,-1.50794,-0.41082,-0.20621,0.41898,1.53284,1.0
-0.10064,-0.24533,-0.13801,0.61057,-0.41082,-1.23406,0.18359,-1.48234,7.0
