@relation census1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.09579,-0.05082,0.58384,-1.59524,-0.41082,-1.1026,-0.48815,-0.67829,9.0
-0.00376,-0.08618,-0.09034,-0.505,-0.4083,0.84447,-0.36185,-0.55459,7.0
-0.09807,0.31191,0.73418,-1.45734,2.4414,0.56467,0.14767,-1.48234,9.0
-0.03959,-0.21562,-1.06674,0.09399,2.50085,-0.25516,-0.18527,0.77905,5.0
-0.09126,-0.21767,-0.01992,-0.25962,-0.39996,-0.43462,1.11657,0.9298,9.0
-0.08533,-0.09317,0.26076,-0.09823,-0.38423,-0.08287,-0.25627,0.02525,7.0
-0.05631,-0.05156,1.37041,1.0075,-0.30337,1.79538,0.5624,0.02525,10.0
0.01079,0.08305,0.97546,0.16734,-0.31262,0.51424,0.95043,-0.9025,9.0
-0.11615,-0.00544,1.52047,2.34829,-0.41082,-1.23406,0.78222,-1.48234,7.0
-0.01579,0.15727,1.92474,-0.4932,-0.36861,-0.63305,-0.88453,0.24062,10.0
-0.00561,0.00383,0.11718,-1.12832,-0.4057,-0.13918,-0.51619,-1.0516,9.0
-0.11723,-0.24533,-3.11141,2.21121,-0.41082,1.16425,-0.80981,1.53284,1.0
-0.11687,-0.24533,-0.77106,0.96109,-0.41082,-1.23406,0.32192,-1.48234,6.0
-0.11515,-0.24533,0.75232,-1.29441,-0.41082,-0.63899,-1.63732,0.98463,4.0
-0.1115,-0.24533,-0.5016,-1.50938,-0.41082,-0.09802,-1.20448,1.53284,1.0
-0.11194,-0.24533,-0.56944,-0.83395,-0.41082,-0.09802,0.0663,1.53284,1.0
-0.07274,0.54535,1.03322,0.53379,-0.30873,1.84948,-0.39246,-0.64479,10.0
-0.10028,-0.13679,0.14364,-0.25878,-0.36138,0.51606,1.66863,0.52778,10.0
-0.11402,-0.24533,-0.28203,-0.77671,-0.41082,-1.23406,-1.19362,-1.48234,1.0
-0.07266,-0.21205,-1.14055,-0.35934,2.00307,0.25822,-0.2544,0.67136,3.0
-0.09847,-0.24533,-0.82856,0.21468,4.02403,0.36481,-0.08271,-0.72854,5.0
-0.11078,-0.18381,-0.59393,-1.14424,-0.41082,-0.51457,0.24869,-0.47728,2.0
-0.10941,-0.16111,0.11791,0.74971,-0.41082,-0.87431,-0.52377,1.53284,4.0
-0.11066,-0.24533,0.04086,-1.33079,-0.36995,-0.20621,-1.1693,1.53284,9.0
0.57648,-0.14268,0.01621,-1.23842,0.08559,-0.37771,-0.37106,-0.10156,5.0
-0.05607,-0.20668,-0.04537,0.09921,2.26962,-0.73209,0.10699,-0.27627,6.0
-0.09054,-0.21962,-0.52933,0.39235,-0.41082,0.64769,-0.39302,0.64602,3.0
-0.06913,-0.24533,-0.80393,-0.72139,-0.37538,-0.27898,-0.84867,0.32677,5.0
-0.10188,-0.22115,0.6024,0.28633,-0.41082,0.20493,-0.33447,0.02525,4.0
