@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.32912,-0.405,-1.23794,-0.84169,-0.83536,-0.67939,-0.49727,0.26786,-0.60105,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.53806,-0.81974,-0.88123,-0.14498,2.65402,1.2739,5.0
0.17694,0.89971,-0.51011,-0.59041,-0.48018,-0.67939,-0.49727,-0.80426,-0.48416,-0.35525,-0.36657,-0.35595,-0.30259,-0.19752,-0.46688,-0.47522,-0.8165,-0.82605,-0.14021,-0.64641,-0.57028,4.0
-0.21666,-0.27119,0.26241,0.65594,0.31744,-0.0341,0.34686,0.21704,-0.46787,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.49571,-0.4842,0.22379,0.24442,-0.13862,-0.26971,-0.46759,2.0
-0.06672,0.06336,-1.03042,-0.40446,-0.55495,-0.67939,-0.49727,0.13238,0.27218,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.82323,-0.86448,-0.11954,-0.4776,0.98122,4.0
-0.3666,-0.43846,-1.29242,-1.00754,-0.83536,-0.67939,-0.49727,-0.80861,-0.35017,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88228,-0.14658,2.07346,1.25681,5.0
-0.27289,-0.43846,-0.50521,-0.43462,-0.00036,-0.59873,-0.49727,-0.53618,-0.4461,0.51153,1.34231,1.2199,1.60066,-0.02234,-0.00562,1.93038,-0.78478,-0.8184,-0.14021,-0.65286,-0.64739,3.0
-0.27289,-0.30464,1.06799,-0.00241,0.14296,-0.51807,-0.30542,-0.72308,-0.33255,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.43805,-0.43034,-0.38275,-0.58594,-0.14419,-0.42442,-0.79929,3.0
-0.27289,-0.43846,-0.04549,-0.06272,-0.36178,0.77251,0.38523,0.3422,-0.35907,0.3231,0.04093,-0.18291,-0.30259,0.15285,0.26826,0.02744,1.08903,1.15018,-0.14817,-0.60773,-0.70266,2.0
-0.2354,-0.43846,1.10839,0.46497,0.60408,0.93384,0.19338,-0.03365,-0.02494,0.39847,-0.09052,-0.22617,-0.30259,-0.12745,0.25384,0.03642,0.70099,0.64756,-0.12749,-0.52111,-0.66072,1.0
-0.1042,-0.00355,0.00715,-0.34415,-0.33062,-0.0341,-0.0752,-0.17468,-0.0646,0.73764,1.38175,1.47945,1.43761,0.08277,0.03762,0.13515,0.0053,0.11248,-0.14817,-0.63714,-0.6577,3.0
