@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.17918,-0.20428,-0.72497,-0.51,-0.44279,-0.0341,-0.19031,-0.54494,-0.40778,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.4085,-0.42989,-0.32909,-0.13296,-0.12749,-0.49291,-0.84634,4.0
-0.3666,-0.43846,-1.31874,-1.02764,-0.86029,-0.67939,-0.49727,-0.82093,-0.61349,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88228,-0.14817,2.33131,1.30345,5.0
0.08322,-0.17082,1.24796,0.2941,0.34859,0.36921,-0.19031,0.82007,-0.19391,0.92607,0.46158,0.02102,-0.30259,0.08277,-0.26508,-0.2957,0.52969,0.26327,2.6035,-0.67703,-3.14703,1.0
-0.31038,-0.37155,-1.02798,-0.62559,-0.58611,-0.67939,-0.49727,-0.07763,-0.53202,-0.16682,-0.30084,-0.32505,-0.30259,1.30905,-0.59661,-0.55601,-0.78128,-0.8383,-0.14021,-0.62707,-0.71953,5.0
0.40185,-0.405,0.65296,0.38456,-0.19977,2.95038,4.60589,3.63432,-0.40997,0.69995,0.86908,0.84293,1.19583,1.41416,0.38357,0.22492,1.75326,2.38577,-0.13226,-0.64641,-0.55513,1.0
0.98288,2.20442,0.69091,0.85697,1.61979,0.20788,-0.03875,0.80199,2.78067,4.7964,2.84745,2.19724,1.13947,0.57153,1.01492,0.65353,0.32439,0.84499,-0.14817,-0.63029,-0.78613,1.0
-0.02923,0.49826,-0.98145,-0.76128,-0.68581,-0.51807,-0.42053,-0.81594,-0.61945,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.51559,-0.64877,-0.14817,-0.27455,0.98479,4.0
-0.32912,-0.405,-1.24896,-0.88692,-0.8229,-0.67939,-0.49727,-0.43927,-0.65294,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.76345,-0.88003,-0.14658,2.27248,1.28309,5.0
-0.04798,-0.30464,0.89169,-0.08282,-0.44902,0.20788,0.0399,0.12021,0.4215,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.05204,-0.0713,0.83208,0.59101,-0.11954,0.29191,0.52855,2.0
-0.31038,-0.405,-0.82168,-0.65574,-0.64219,-0.59873,-0.49727,-0.06658,-0.39999,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.35157,-0.27775,-0.64494,-0.69799,-0.13703,1.76969,1.22227,5.0
