@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.3666,-0.43846,-1.30895,-0.99749,-0.84783,-0.67939,-0.49727,-0.81816,-0.60822,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.811,-0.88228,-0.14817,2.63629,1.26889,5.0
-0.34786,-0.43846,-0.59703,-0.25872,-0.46771,-0.67939,-0.49727,1.44873,-0.52857,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.51012,-0.50215,-0.75157,-0.8205,-0.13783,-0.40226,-0.49394,4.0
-0.17918,-0.405,0.60888,0.67605,0.53553,0.61119,-0.26705,0.47457,-0.37816,1.00144,0.82965,0.97271,1.33359,-0.09241,-0.07769,-0.08027,0.51395,0.61929,-0.09727,-0.64158,0.45158,2.0
-0.31038,-0.43846,-0.67477,-0.69092,-0.36801,-0.35675,-0.22868,-0.36342,-0.53107,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.43805,-0.45727,0.37237,-0.1671,-0.14817,-0.37446,-0.6617,4.0
-0.34786,-0.405,-1.11306,-0.89195,-0.67335,-0.67939,-0.49727,-0.78124,0.32536,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.83049,-0.8971,-0.14658,1.56663,1.20408,5.0
-0.27289,-0.37155,-0.41155,-0.34415,-0.34932,0.04253,0.1531,-0.72807,-0.485,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49643,-0.47567,-0.31711,-0.24123,-0.14021,-0.34183,-0.50604,3.0
-0.3666,-0.43846,-0.94656,-0.64569,-0.63596,-0.67939,-0.49727,-0.81508,-0.61391,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.84246,-0.88228,-0.14021,-0.44819,1.02447,3.0
-0.34786,-0.43846,0.43504,0.7062,0.34859,-0.59873,-0.42053,-0.44651,0.14976,0.92607,2.19676,2.19013,1.69625,-0.19752,1.11871,0.52113,-0.55055,-0.28437,-0.14339,-0.65406,-0.49473,2.0
0.13945,0.19717,0.4179,0.28907,0.33613,0.69589,1.38668,1.04861,2.08806,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,0.86213,0.60416,0.55722,1.08939,-0.1418,-0.478,-0.57795,1.0
-0.02923,0.3979,-1.14979,-0.51,-0.53626,-0.67939,-0.49727,0.36086,1.21915,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.36598,-0.26877,-0.82323,-0.88228,-0.13226,0.93531,1.17842,3.0
1.07659,2.77314,1.81724,1.25902,1.47647,0.84914,-0.34379,0.05996,-0.39769,0.3589,0.24994,0.97611,0.60925,-0.16248,1.1151,0.61762,0.68718,1.38525,0.97318,-0.68227,-3.147,1.0
0.12071,-0.07046,3.36106,2.14856,1.30822,0.61119,1.19099,0.9235,0.29765,-0.43062,-0.39286,-0.36831,-0.30259,-0.05737,0.35474,0.04539,1.31102,1.38264,-0.11635,0.42768,0.51153,1.0
