@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.43934,1.23425,-0.47399,-0.16323,-0.43656,-0.27609,-0.30542,-0.18119,-0.33961,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49571,-0.47522,-0.35303,-0.11579,-0.13385,0.66055,0.49008,4.0
-0.3666,-0.43846,-1.30589,-0.97236,-0.81044,-0.67939,-0.49727,-0.82077,-0.64708,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.84596,-0.88228,-0.14817,2.233,1.26948,5.0
-0.25415,-0.27119,-0.40665,-0.57031,-0.35555,-0.67939,-0.49727,-0.32572,-0.50683,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.42364,-0.41194,-0.77569,-0.74992,3.05681,-0.673,-3.14706,1.0
-0.34786,-0.405,-0.7519,-0.88692,-0.74812,-0.59873,-0.4589,-0.81479,-0.65911,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.69389,-0.76814,-0.14021,0.18917,0.87595,5.0
-0.21666,-0.405,1.32815,0.67605,0.99042,0.28451,0.03799,1.38432,1.65591,1.26147,1.49611,2.66597,2.32078,-0.09241,0.84195,1.17279,0.4325,1.09892,-0.14498,-0.62627,-0.75304,1.0
0.90791,0.23063,1.34406,1.69122,1.59486,1.25648,0.4236,-0.08373,0.51065,1.34061,0.64562,0.08282,-0.30259,0.53825,1.69528,1.08662,0.94395,1.49363,-0.14817,-0.59162,-0.57369,1.0
-0.32912,-0.405,-1.19386,-0.85677,-0.64219,-0.43741,-0.42053,-0.74877,-0.54839,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.49811,-0.66657,-0.14817,0.4305,1.05512,4.0
-0.32912,-0.405,-1.30589,-1.00251,-0.83536,-0.67939,-0.49727,-0.79019,-0.601,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88228,-0.14817,2.47876,1.30975,5.0
0.21442,0.93316,1.83561,0.07297,0.16788,-0.67939,-0.49727,-0.58007,-0.1434,-0.27988,-0.22197,0.24967,0.18657,-0.12745,0.18177,1.19434,-0.77429,-0.4582,-0.14021,-0.561,-0.63304,2.0
-0.25415,-0.405,-0.76782,-0.74118,-0.4054,-0.59873,-0.4589,-0.69965,-0.47167,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.56778,-0.53806,-0.68689,-0.72835,-0.14021,-0.55858,-0.63647,5.0
-0.17918,-0.43846,0.68785,0.78159,0.0121,2.14376,3.91524,0.32501,-0.48597,1.18987,2.94604,3.03676,2.56775,0.0127,2.12772,1.59826,1.74277,3.23917,-0.14498,-0.65084,-0.57622,1.0
-0.34786,-0.43846,-0.85658,-0.52508,-0.46148,-0.67939,-0.49727,-0.71939,-0.18816,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.56778,-0.52908,-0.81624,-0.79013,-0.14578,-0.50459,-0.63099,5.0
0.30814,-0.20428,1.91947,2.3345,1.45154,1.57913,0.19338,1.76276,-0.32632,-0.12913,-0.12996,-0.20145,-0.23231,-0.12745,0.68627,1.23922,1.27432,2.18473,-0.09886,-0.47962,-0.0847,1.0
0.62677,2.20442,0.22568,-0.24364,-0.24962,-0.51807,-0.38216,-0.02394,-0.35508,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.02003,-0.19696,-0.48063,-0.20898,-0.13465,-0.11339,-0.67595,2.0
-0.3666,-0.43846,-0.08161,-0.61051,-0.19353,-0.67939,-0.49727,0.80855,-0.59754,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,2.79078,3.64482,-0.82498,-0.28437,-0.1259,-0.4212,0.90115,2.0
-0.01049,-0.00355,2.61364,3.85727,0.47945,1.57913,2.76415,8.42385,-0.28086,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.29708,0.1172,1.00513,1.324,-0.13862,-0.50016,-0.54646,1.0
-0.32912,-0.43846,-0.93983,-0.2939,-0.66089,0.20788,0.11473,0.56014,-0.23455,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.53895,-0.51113,0.21444,0.26918,-0.12113,-0.24715,1.00305,3.0
0.23317,1.06698,-0.61539,0.03779,0.87826,0.04656,-0.15194,1.61028,0.39326,2.76702,1.81094,0.80956,-0.09498,3.89298,-0.33787,-0.29615,0.55459,-0.08825,-0.13067,-0.63432,1.14082,1.0
-0.16043,-0.23773,-0.00876,0.03779,0.04949,-0.27609,0.0399,-0.27304,0.45063,-0.43062,-0.39286,-0.36831,-0.30259,3.06087,-0.33715,-0.39444,-0.06462,-0.0404,-0.14817,-0.48405,-0.50872,2.0
-0.04798,-0.13737,0.17733,-0.11298,-0.10006,-0.35675,-0.38216,1.1183,0.44643,0.21004,0.65876,1.03451,1.28579,0.0127,-0.07769,-0.06232,-0.41771,-0.14825,-0.14419,-0.54972,-0.65973,3.0
-0.12295,-0.20428,0.32914,-0.15318,0.06195,-0.35675,-0.4589,-0.70768,-0.50205,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.23625,0.00051,-0.30584,-0.46762,-0.14021,0.25806,-0.83877,3.0
-0.34786,-0.43846,1.18491,0.24384,0.14919,-0.43741,0.0399,-0.35262,-0.14642,0.13467,-0.12996,-0.24471,-0.30259,0.11781,-0.35157,-0.35853,-0.6799,-0.67076,-0.14817,-0.61055,-0.49808,3.0
-0.29163,-0.43846,0.16998,-0.09287,-0.18107,-0.0341,-0.19031,0.40441,0.06603,-0.39293,-0.37972,-0.36213,-0.30259,-0.12745,-0.53895,-0.49317,0.19058,0.00044,-0.12749,-0.59283,0.48013,3.0
