@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.31038,-0.43846,0.78151,0.0579,-0.21846,-0.43741,0.03799,0.04391,-0.28395,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.59495,-0.6306,-0.13067,-0.30396,0.71425,4.0
-0.34786,-0.405,-1.31752,-1.01759,-0.86029,-0.67939,-0.49727,-0.79344,-0.60329,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82498,-0.88228,-0.14817,2.21648,1.29663,5.0
-0.01049,-0.30464,0.59174,0.54036,0.65393,0.44987,-0.30542,-0.13497,-0.28091,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.42364,-0.44829,0.40383,0.36588,3.29539,-0.67582,-3.14704,1.0
-0.16043,0.06336,-1.24222,-0.83164,-0.72943,-0.67939,-0.49727,0.23588,-0.44313,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.81974,-0.87914,-0.14498,3.00372,1.27801,5.0
-0.1042,-0.13737,3.11437,-0.12303,-0.08137,0.53053,1.15262,-0.19302,-0.53767,0.28541,0.0015,-0.19527,-0.30259,0.29299,-0.40922,-0.34058,1.24984,0.64232,-0.12749,-0.60532,0.11672,1.0
0.25191,0.26408,0.16386,-0.01246,-0.23092,1.57913,0.57708,1.83229,-0.02678,-0.43062,-0.39286,-0.36831,-0.30259,-0.12745,0.23943,0.03642,1.47358,1.52923,-0.12749,0.11907,-0.56679,1.0
-0.25415,-0.405,-0.74823,-0.65072,-0.39294,-0.43741,-0.03683,-0.66936,-0.02647,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.52454,-0.47522,-0.23242,-0.26134,-0.13385,-0.2959,0.51299,4.0
-0.3666,-0.43846,-1.31629,-0.97738,-0.80421,-0.67939,-0.49727,-0.82085,-0.62727,-0.35525,-0.36657,-0.35595,-0.30259,-0.16248,-0.59661,-0.55601,-0.82175,-0.88034,-0.14817,-0.60733,1.01467,5.0
-0.34786,-0.43846,-0.55051,0.41974,0.11803,-0.51807,-0.34379,-0.08988,-0.16231,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.02003,0.10823,-0.23417,0.05175,-0.12908,0.20448,0.94286,2.0
-0.3666,-0.43846,-0.78128,-0.69595,-0.71074,-0.67939,-0.49727,-0.39723,-0.61994,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.25066,-0.12515,-0.80226,-0.88228,-0.14658,1.60088,1.19695,5.0
1.18905,1.80297,1.29325,0.54036,-0.06268,2.70839,4.29893,0.10563,-0.31941,-0.20451,-0.31399,-0.33123,-0.30259,-0.12745,2.66105,1.52645,1.62041,2.43394,-0.11954,-0.59847,-0.56071,1.0
-0.3666,-0.43846,-1.31384,-1.01759,-0.8229,-0.59873,-0.26705,-0.81811,-0.58439,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.70262,-0.82678,-0.14817,2.28336,1.29869,5.0
1.50768,3.17458,3.8624,3.14363,2.59188,2.62773,0.15501,2.14402,2.67509,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.25066,-0.30468,2.86146,2.52818,-0.14419,-0.42442,-0.74484,1.0
-0.31038,-0.43846,1.58769,0.57553,0.45453,0.44584,0.03799,0.15412,-0.44396,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.35229,-0.37693,0.31914,0.3517,-0.13226,-0.1283,-0.66537,2.0
-0.19792,-0.43846,0.16631,0.87707,0.09311,0.04656,0.30849,0.19618,0.38701,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.5822,-0.54703,1.35647,0.63814,-0.12272,0.17064,0.50049,2.0
1.28276,1.13389,0.65847,0.6861,0.43583,2.22039,3.02506,0.68118,0.33246,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,0.52555,0.56376,2.03913,2.04782,-0.14817,-0.51023,-0.53455,1.0
-0.2354,-0.37155,-0.3987,-0.33913,-0.42409,-0.51807,-0.34379,-0.11554,-0.45175,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.33643,0.45111,-0.47093,-0.08574,-0.14021,-0.42402,-0.84553,3.0
-0.17918,-0.33809,2.38776,0.21369,0.9468,0.28855,0.15501,-0.47491,2.86629,1.30293,0.80336,0.65136,0.62514,-0.19752,0.84483,0.61089,0.0018,0.44023,-0.13703,-0.62546,-0.74841,1.0
0.1582,-0.37155,0.52808,-0.25369,-0.13745,0.20788,0.46197,0.25846,-0.12898,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.14976,-0.27775,0.48074,0.07688,-0.12908,0.00949,0.74972,2.0
-0.29163,-0.33809,0.53665,-0.15318,-0.21846,-0.43741,-0.30542,-0.76614,-0.5349,-0.05376,-0.24826,-0.30033,-0.30259,-0.05737,-0.39481,-0.43034,-0.40023,-0.20165,-0.14817,-0.61096,-0.74931,3.0
-0.2354,-0.43846,-0.49052,-0.01246,0.13673,0.61119,-0.34379,-0.49647,-0.64488,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,0.47025,0.2706,-0.13703,1.86195,0.90847,3.0
-0.1042,-0.17082,-0.10916,-0.02251,-0.19977,0.04656,-0.0752,0.10219,0.61293,0.02161,0.48787,1.02833,0.70104,-0.12745,-0.14976,-0.1072,-0.16775,-0.05191,-0.11635,-0.63271,0.63045,3.0
-0.12295,-0.13737,0.14794,-0.11298,-0.19977,-0.51807,-0.34379,-0.25371,-0.52506,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.50215,-0.50161,-0.2561,-0.1418,-0.28623,-0.84143,3.0
-0.27289,-0.405,0.17855,-0.14313,-0.5051,-0.51807,-0.30542,2.33707,-0.58343,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.5201,-0.39498,-0.5294,-0.13385,0.32454,0.88606,4.0
-0.3666,-0.43846,-0.21138,-0.34415,-0.41163,-0.67939,-0.49727,-0.29388,-0.54263,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.36598,-0.38546,-0.80925,-0.52416,-0.13226,-0.51144,-0.71229,4.0
-0.34786,-0.43846,-1.01451,-0.67082,-0.44902,-0.67939,-0.49727,-0.81059,-0.43651,-0.43062,-0.39286,-0.36831,-0.30259,-0.09241,-0.56778,-0.53806,-0.78303,-0.79223,-0.14817,-0.24997,-0.6215,5.0
-0.14169,-0.13737,-0.33014,-0.79646,-0.65465,-0.51807,-0.42053,-0.66524,-0.47045,-0.12913,-0.20883,-0.28179,-0.30259,-0.19752,-0.45247,-0.46625,-0.68165,-0.71265,2.51602,-0.67179,-3.14706,1.0
1.32025,1.90333,0.66581,0.73635,1.30199,0.44584,0.03799,1.3688,3.7853,2.46553,1.2733,0.78515,0.06499,2.70525,2.28051,1.88954,0.46562,0.83138,-0.13067,-0.56503,-0.72921,1.0
1.62013,1.20079,-0.02958,0.29913,0.41091,0.04656,-0.15194,-0.24381,0.05536,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,0.3115,0.16208,-0.19047,0.0685,-0.14817,-0.35472,-0.75323,2.0
-0.31038,-0.37155,1.46404,0.02272,0.10557,-0.59873,-0.4589,-0.64045,-0.42179,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.39481,-0.43034,-0.68165,-0.64772,-0.13703,-0.50983,0.28258,4.0
0.21442,1.00007,-0.42992,-0.51503,-0.36801,-0.43741,-0.38216,-0.80442,-0.53034,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.46688,-0.47522,-0.40722,-0.4561,-0.13624,-0.41717,-0.54911,4.0
