@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.34786,-0.43846,-0.63988,-0.80651,-0.65465,-0.67939,-0.49727,-0.81289,-0.6112,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88228,-0.14021,0.48811,0.89789,5.0
-0.32912,-0.43846,-0.76537,-0.69092,-0.38047,-0.43741,-0.0752,-0.58178,-0.3848,-0.05376,-0.1431,-0.25707,-0.30259,0.0127,0.65745,0.25184,-0.32856,-0.24563,-0.14578,-0.58275,-0.63659,4.0
-0.31038,-0.43846,0.85741,0.11318,0.01833,-0.11476,-0.19031,0.65734,0.02812,2.35813,1.85498,1.82552,2.46654,0.0127,3.67006,3.03444,-0.16425,-0.0226,-0.14021,-0.65124,-0.75477,2.0
0.32688,0.93316,-0.27443,-0.63564,-0.5051,-0.59873,-0.38216,-0.79025,-0.24967,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.6799,-0.72731,-0.14021,-0.37487,0.748,4.0
-0.3666,-0.43846,-1.31017,-1.00754,-0.84783,-0.67939,-0.49727,-0.8209,-0.61076,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88228,-0.14817,2.1911,1.29363,5.0
-0.14169,-0.405,0.02613,-0.20846,-0.27454,0.12722,-0.11357,-0.36875,-0.36776,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49571,-0.49317,-0.07511,0.02777,-0.13067,-0.06424,0.49815,3.0
-0.34786,-0.405,1.52342,-0.17831,0.1118,-0.51807,-0.38216,-0.76823,1.77733,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.61348,-0.6561,-0.14021,-0.29792,0.12032,3.0
-0.27289,-0.43846,0.20487,0.274,0.41091,0.61119,-0.34379,-0.47064,-0.54345,-0.16682,-0.30084,-0.32505,-0.30259,-0.09241,1.82501,0.97891,1.29005,0.98264,-0.14578,-0.61378,-0.62002,2.0
-0.19792,-0.43846,0.91006,0.6861,0.90941,1.25648,-0.11357,-0.20159,-0.39446,-0.39293,-0.37972,-0.36213,-0.30259,-0.09241,2.96376,1.697,1.19041,1.72714,-0.14817,-0.37205,-0.8273,1.0
-0.34786,-0.43846,1.06187,0.82179,0.77232,-0.67939,-0.49727,-0.44713,-0.5587,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.82323,-0.8739,-0.13703,1.83858,0.9575,3.0
