@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.31038,-0.405,0.87516,-0.24867,-0.03152,-0.59873,-0.4589,-0.77836,0.82238,-0.35525,-0.36657,-0.35595,-0.30259,-0.16248,-0.46688,-0.47522,-0.68392,-0.65568,-0.13862,-0.59887,0.12902,4.0
-0.34786,-0.405,-1.3114,-0.98241,-0.82913,-0.67939,-0.49727,-0.79336,-0.63516,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82297,-0.88212,-0.14817,2.71807,1.28348,5.0
-0.31038,-0.405,-0.28974,2.25409,1.04027,-0.67939,-0.49727,2.25049,2.98713,1.00144,0.54045,0.27439,0.12473,0.32803,0.19618,0.16208,-0.71836,-0.64458,1.11633,-0.67461,-3.14705,1.0
-0.34786,-0.43846,-1.2257,-0.89195,-0.81667,-0.43741,0.07827,-0.55066,-0.63408,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.59661,-0.55601,-0.61698,-0.64563,-0.14021,-0.46632,1.0253,5.0
-0.06672,-0.10392,2.89032,2.88732,1.35807,-0.0341,-0.11357,0.72143,0.8514,0.24772,0.17239,0.18787,0.01227,0.74846,-0.30832,-0.2957,0.7342,0.69573,-0.10522,-0.62183,0.6147,1.0
0.34562,1.06698,-0.39013,-0.44467,-0.3057,1.25648,1.42121,0.44893,1.24349,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,1.23402,0.73655,1.69208,1.29887,-0.1418,2.5678,1.27189,1.0
-0.25415,-0.405,-0.12691,-0.33913,-0.22469,-0.43741,-0.38216,-0.53712,-0.05141,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.4813,-0.46625,-0.01743,-0.60584,-0.13703,0.11021,0.51743,4.0
-0.34786,-0.405,-1.29426,-0.99749,-0.72943,-0.67939,-0.49727,-0.78688,-0.59594,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82498,-0.88228,-0.14817,2.22776,1.29612,5.0
-0.19792,-0.405,0.89108,0.74641,0.64147,0.28855,0.19338,1.6842,0.14257,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,0.35664,0.23081,-0.12749,0.29916,0.75471,2.0
-0.25415,-0.43846,-0.03692,-0.706,-0.53626,-0.19542,0.96078,-0.56013,-0.65936,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49571,-0.47522,-0.65193,-0.55663,-0.11954,-0.33901,0.71991,5.0
