@relation computer2-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.3666,-0.43846,-1.3169,-1.00754,-0.79174,-0.67939,-0.49727,-0.82078,-0.45533,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.53895,-0.50215,-0.82323,-0.88018,-0.14817,-0.16859,1.02764,5.0
-0.19792,-0.405,-0.53704,-0.23862,-0.5051,-0.67939,-0.49727,-0.07156,-0.548,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.8075,-0.87285,-0.13703,0.20609,0.87811,4.0
-0.17918,-0.43846,-0.15996,0.56046,0.82841,1.65979,-0.26705,-0.11987,-0.46951,-0.31756,-0.34028,-0.34359,-0.30259,-0.16248,-0.51012,-0.50215,1.37919,0.9795,-0.14498,-0.57107,0.98013,2.0
-0.27289,-0.30464,-1.19754,-0.73615,-0.62973,-0.59873,-0.42053,-0.74997,-0.12921,2.50887,1.53949,0.54012,-0.30259,0.04774,-0.33715,-0.35853,-0.63795,-0.75872,-0.14817,-0.65124,1.00785,4.0
-0.3666,-0.43846,-1.30711,-0.96231,-0.79798,-0.67939,-0.49727,-0.82077,-0.62912,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88228,-0.14658,2.24912,1.27331,5.0
0.17694,0.89971,-0.24505,-0.46477,-0.37424,-0.43741,-0.15194,-0.78853,-0.48726,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.53895,-0.5201,-0.4684,-0.55872,-0.12749,-0.64359,-0.52376,3.0
-0.29163,-0.405,0.22936,-0.32405,-0.43033,-0.59873,-0.4589,-0.62617,-0.61236,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,1.57997,0.79939,-0.69563,-0.06553,-0.11795,0.3882,0.09847,3.0
0.1582,-0.37155,0.52808,-0.25369,-0.13745,0.20788,0.46197,0.25846,-0.12898,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.14976,-0.27775,0.48074,0.07688,-0.12908,0.00949,0.74972,2.0
0.40185,0.33099,1.07472,0.23379,0.01833,0.53053,0.23175,0.80539,-0.34548,0.21004,0.02779,-0.0655,-0.15359,0.22292,0.55654,0.44034,0.93172,2.1219,-0.10045,-0.56946,-0.03851,1.0
-0.14169,-0.13737,1.19837,0.04784,0.03703,-0.59873,-0.4589,-0.67894,-0.31622,-0.43062,-0.39286,-0.36831,-0.30259,-0.02234,-0.02003,-0.01744,-0.65019,-0.69903,-0.1426,-0.54649,-0.4693,3.0
