@relation stock
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.29514,1.30035,1.29855,0.11541,0.7351,0.24903,0.71261,-0.30948,0.94513,5.0
-1.00528,0.63016,0.9323,-1.06617,0.2106,1.06263,-0.5239,-1.06702,-0.05017,1.0
1.14542,-1.71003,-1.26521,0.71735,-1.4066,0.47503,0.8418,1.54227,-0.48927,4.0
-0.35471,1.14653,1.11543,-0.06294,1.25085,0.09083,0.26968,-0.43574,0.15475,4.0
-0.9893,0.64114,0.47449,-0.9547,1.4082,0.40723,-0.50544,-0.47782,-0.40145,2.0
-1.11411,0.5093,1.11543,-1.11076,0.25431,1.06263,-0.96683,-1.27745,-0.72345,1.0
-0.77721,0.77298,1.02387,-0.08523,2.0376,0.88183,-0.41317,-0.56199,0.0962,2.0
-0.95296,0.55325,1.02387,-0.62029,0.48159,1.10783,-0.15479,-0.47782,0.00838,1.0
1.14542,-1.732,-1.08208,0.67276,-1.38912,0.47503,0.86025,1.66853,-0.69418,4.0
-1.088,0.77298,1.39012,-0.26359,0.26305,1.04003,-0.78227,-0.81451,0.41821,1.0
-1.14896,0.47634,0.9323,-1.13305,0.2106,1.04003,-1.0591,-1.23536,-0.81127,1.0
0.91307,-1.12773,-1.26521,1.56452,-1.4066,0.70103,1.52465,0.99516,-1.07473,3.0
-0.90649,0.58621,1.02387,-0.50882,0.64768,1.35643,0.10358,-0.30948,0.41821,1.0
1.02199,-0.85306,-1.86037,-0.48652,-0.89084,-1.26517,-0.96683,0.57431,1.03295,5.0
0.9363,-0.58938,-1.08208,-0.59799,-0.26145,-1.64938,-0.81918,-0.39365,1.55987,5.0
1.59412,-0.84207,-1.35677,-0.59799,-1.03945,-1.15217,-1.15138,1.07934,1.29641,5.0
-1.00528,0.56423,0.47449,-0.86552,1.01483,0.52023,-0.39471,-0.43574,-0.57709,2.0
-0.71624,0.86088,1.34434,0.04853,2.21243,0.52023,-0.48699,-0.43574,-0.02089,2.0
0.12309,1.20147,0.88652,0.94029,0.82251,-0.15777,1.19245,0.27971,0.71094,5.0
-0.30239,1.20147,1.16121,-0.08523,1.26834,0.33943,0.36196,-0.35157,0.30111,4.0
-0.7932,0.63016,1.4359,-0.39735,0.95364,1.53723,0.41732,-0.09906,0.59385,2.0
1.40825,-0.84207,-1.44833,-0.39735,-1.03945,-1.17477,-0.96683,0.82682,1.26713,5.0
-0.90212,0.60818,0.7034,-0.35276,1.9327,0.76883,-0.57927,-0.43574,0.12547,2.0
-0.0323,0.72904,0.01667,0.56129,0.54278,-0.88097,1.45082,0.06929,0.62312,4.0
0.95954,-1.63312,-0.21223,1.2524,-0.7772,0.38463,0.76798,1.50019,-0.69418,4.0
-1.6355,0.8389,0.10824,0.02624,0.1057,1.06263,-0.48699,-1.65621,0.41821,1.0
0.72719,-0.32569,-0.44114,1.76517,-0.74224,0.20383,1.377,1.28976,-0.45999,2.0
-1.09822,0.79496,1.39012,-0.26359,0.24557,1.06263,-0.81918,-0.81451,0.50603,1.0
-0.40406,1.4212,1.34434,0.18229,1.15469,0.52023,0.69415,-0.47782,0.79876,4.0
0.5718,-0.54543,-1.7688,-0.82093,-0.39257,-1.28777,-1.40976,-0.81451,1.29641,5.0
0.47161,-1.87483,-0.3038,-0.59799,-1.1968,-1.26517,-0.41317,0.99516,-2.33349,2.0
0.82013,-0.41359,-0.71583,2.47857,-0.66356,-0.24817,1.69074,1.24768,-1.01619,2.0
0.56455,-1.64411,-0.85317,-1.3114,-0.83839,-1.37817,-1.04065,0.74265,-1.2211,3.0
0.99876,-0.80911,-1.7688,-0.73176,-0.83839,-1.53638,-1.24366,0.57431,0.82803,5.0
-0.13974,0.72904,0.06246,0.67276,0.39417,-0.70017,1.45082,0.65848,0.62312,4.0
0.88983,-1.62213,-0.62427,0.78423,-1.21428,0.15863,0.74952,1.07934,-0.43072,3.0
0.77366,-0.38063,-1.0363,2.14416,-0.70727,-0.27077,1.67229,1.37393,-0.95764,2.0
0.98277,-1.5672,-1.21942,-1.82416,-1.1968,-1.62678,-1.57585,-0.14114,-1.10401,4.0
0.83175,-1.63312,-1.0363,-1.37828,-0.49747,-1.24257,-1.00374,0.70057,-1.2211,3.0
0.9363,-1.27056,-1.0363,1.23011,-1.52898,0.42983,1.34009,1.54227,-0.92837,4.0
-0.39532,1.28936,0.61183,0.49441,0.90993,0.24903,1.08172,-0.14114,1.03295,5.0
0.8666,-1.64411,-1.40255,-1.82416,-1.07442,-1.37817,-1.11447,0.23763,-1.33819,4.0
0.90145,-0.61135,-1.31099,1.72058,-0.95204,-0.20297,1.22936,1.37393,-1.19183,3.0
0.84336,-0.39162,-0.67005,1.78746,-0.84714,-0.11257,1.56156,1.12142,-0.98691,3.0
0.99002,-0.58938,-1.17364,-0.59799,-0.27019,-1.53638,-0.78227,-0.35157,1.58914,5.0
-1.09237,0.77298,1.29855,-0.39735,0.24557,1.08523,-0.74536,-0.68825,0.50603,1.0
1.87731,-0.83109,-1.0363,0.04853,-1.49402,-0.79057,-0.87455,1.41602,1.15004,5.0
-1.08223,0.86088,1.39012,-0.33047,0.3155,1.35643,-0.67154,-0.60408,1.12077,1.0
-1.67611,0.54226,-0.16645,-0.12982,0.0008,1.06263,-0.65309,-2.11915,0.91585,1.0
-0.10201,1.20147,0.61183,0.73964,0.72635,0.20383,1.45082,-0.09906,0.91585,5.0
0.76204,-1.84187,-0.76161,-1.28911,-0.78595,-1.71718,-0.13634,0.40597,-2.62622,2.0
-0.36484,1.05864,0.65761,-0.08523,1.38198,0.45243,-0.15479,-0.43574,0.12547,4.0
