@relation stock
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.15357,0.08082,-1.21942,-0.17441,0.02703,-1.19737,-0.17325,0.15346,1.20859,5.0
-1.06764,0.65213,1.25277,-0.9324,0.21934,1.06263,-0.70845,-0.77242,-0.54781,1.0
-0.31837,1.14653,1.11543,0.00394,1.29456,0.40723,0.56497,-0.30948,0.30111,4.0
0.92469,-1.54523,-1.35677,-1.93563,-1.4066,-1.44597,-1.37285,-0.09906,-1.33819,4.0
0.15794,-1.77595,-1.35677,-1.37828,-1.04819,-1.49117,-0.59772,0.36388,-1.68947,2.0
-1.90409,0.44338,0.47449,-0.70946,-0.07787,0.31683,-1.09602,-2.2875,0.76949,1.0
0.75043,-0.10596,-0.25801,1.96581,-0.57615,0.24903,1.34009,1.4581,-0.43072,2.0
-0.95296,0.54226,0.61183,-0.70946,1.04105,1.55983,-0.1917,-1.23536,-0.57709,1.0
-0.46503,1.23443,0.9323,0.42753,0.86622,0.33943,0.5096,-0.2674,0.15475,4.0
-0.94283,0.65213,1.25277,-0.77635,0.28053,1.13043,-0.28398,-1.02493,-0.10871,1.0
-1.1853,0.45437,0.88652,-1.17764,0.14941,0.97223,-1.02219,-1.19328,-0.75273,1.0
1.12218,-0.25977,-0.12067,1.40846,-0.39257,0.67843,1.69074,1.07934,-0.16726,3.0
-0.97907,0.57522,0.7034,-0.91011,1.0935,0.83663,0.01131,-0.77242,-0.54781,1.0
1.30081,-0.8201,-1.44833,-0.39735,-1.08316,-1.08437,-0.87455,0.86891,1.29641,5.0
1.00601,-0.57839,-1.26521,-0.37505,-0.34886,-1.35557,-0.76382,0.0272,1.09149,5.0
2.08642,-0.96293,-0.80739,-0.91011,-1.17932,-1.12957,-1.31748,1.4581,0.5353,5.0
-0.8194,0.64114,1.52746,-0.46423,0.81377,1.55983,0.21432,-0.51991,0.65239,2.0
0.56455,-1.88582,0.24558,-0.37505,-2.07096,-1.15217,-0.48699,0.49014,-1.89439,2.0
0.1071,1.17949,1.02387,0.96258,0.79629,-0.08997,1.19245,0.44805,0.76949,5.0
-0.3285,1.23443,1.11543,-0.08523,1.22463,0.27163,0.41732,-0.39365,0.27184,4.0
-0.7932,0.63016,1.4359,-0.39735,0.95364,1.53723,0.41732,-0.09906,0.59385,2.0
1.97025,-1.27056,-1.44833,-0.97699,-1.27548,-1.55898,-1.79732,0.99516,-0.40145,5.0
0.55293,-1.80891,-1.44833,-0.91011,-0.69853,-1.46857,-0.65309,0.40597,-1.95293,2.0
0.12309,0.12476,-0.94474,-0.9547,0.07948,-1.19737,-0.1917,-0.60408,1.17931,4.0
-0.51001,1.13555,0.9323,0.02624,1.90647,0.58803,-0.30243,-0.2674,0.21329,4.0
-1.088,0.79496,0.84074,-0.68717,0.22808,1.13043,-0.74536,-0.98285,0.24257,1.0
0.47161,-1.80891,-1.31099,-1.26681,-0.93455,-1.31037,-0.56081,0.70057,-1.60165,2.0
-1.13883,0.81693,1.25277,-0.48652,0.27179,1.24343,-0.74536,-0.73034,0.50603,1.0
0.09261,0.14674,-1.12786,-0.48652,0.00954,-1.26517,-0.56081,-0.2674,1.03295,4.0
-0.25592,1.19048,0.38293,0.539,0.76132,0.09083,1.13708,-0.2674,0.76949,5.0
-0.94283,0.58621,0.47449,-0.41964,1.92396,0.61063,-0.43162,-0.56199,0.21329,2.0
