@relation stock
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.83175,-1.39141,0.24558,1.31929,-1.65137,-0.76797,0.56497,1.58436,-1.16255,3.0
-1.31021,0.84989,0.42871,-0.62029,-0.02542,0.81403,-1.20675,-1.52996,0.18402,1.0
1.87731,-0.83109,-1.0363,0.04853,-1.49402,-0.79057,-0.87455,1.41602,1.15004,5.0
1.02924,-0.43556,-0.34958,2.07728,-0.43628,0.31683,1.81993,1.03725,-0.54781,3.0
0.03015,1.01469,0.29136,0.47212,0.61271,-0.47417,1.56156,-0.30948,0.30111,4.0
0.16231,0.0149,-0.57848,-1.04387,0.51656,-1.17477,-0.30243,-0.64617,0.38893,4.0
-1.11848,0.79496,1.02387,-0.70946,0.23682,1.15303,-0.80073,-0.94076,0.30111,1.0
-1.78504,0.46535,0.10824,-0.33047,-0.03417,0.88183,-0.70845,-2.2875,0.88658,1.0
-1.58903,0.87186,0.24558,0.29376,0.16689,1.08523,-0.13634,-1.6983,1.03295,1.0
-1.75307,0.57522,0.15402,-0.26359,0.07073,0.99483,-0.56081,-1.86664,0.74021,1.0
0.76204,-1.63312,-0.99052,-1.35599,-0.6286,-1.33297,-0.91146,0.53223,-1.2211,3.0
0.05338,0.95976,0.1998,1.07405,0.55152,-0.54197,1.48774,0.0272,0.62312,5.0
1.18027,0.42141,0.47449,1.40846,0.07948,0.06823,1.30318,1.07934,-0.43072,2.0
-1.00528,0.58621,1.16121,-0.88782,0.27179,1.17563,-0.08097,-0.64617,-0.13799,1.0
-1.21727,0.9268,0.7034,-0.30817,0.07073,0.94963,-0.87455,-1.1091,0.71094,1.0
1.95863,-0.77615,-1.08208,-0.01835,-1.58143,-0.94877,-0.87455,1.37393,1.29641,5.0
0.90145,-0.9849,-0.99052,2.23334,-1.55521,0.92703,1.8753,1.54227,-0.782,3.0
0.37867,0.19068,-0.99052,-0.01835,0.17563,-1.10697,-0.09943,0.0272,1.64769,5.0
-0.19932,1.16851,0.88652,0.13771,1.25959,0.36203,0.01131,-0.43574,0.00838,4.0
-0.01632,1.2564,0.7034,1.36387,0.61271,-0.22557,1.377,0.06929,0.68167,5.0
