@relation stock
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.83175,-1.39141,0.24558,1.31929,-1.65137,-0.76797,0.56497,1.58436,-1.16255,3.0
-1.06188,0.5093,0.97808,-1.02158,0.11444,0.99483,-0.76382,-1.06702,-0.3429,1.0
2.02834,-0.72122,-1.08208,-0.28588,-1.28422,-1.03917,-0.92992,1.54227,1.44277,5.0
0.7969,-0.01806,0.29136,2.0104,-0.49747,0.94963,1.81993,1.24768,0.06693,3.0
0.0374,0.80594,0.10824,0.80653,0.43788,-0.56457,1.76457,0.57431,0.59385,4.0
1.34291,-1.49029,-1.12786,-1.6681,-1.21428,-1.64938,-1.42821,0.86891,-0.57709,4.0
-1.31021,0.84989,0.42871,-0.62029,-0.02542,0.81403,-1.20675,-1.52996,0.18402,1.0
-1.78941,0.54226,0.1998,-0.41964,0.06199,0.70103,-0.69,-2.16124,0.71094,1.0
-1.21727,0.9268,0.7034,-0.30817,0.07073,0.94963,-0.87455,-1.1091,0.71094,1.0
-1.75892,0.55325,0.33714,-0.24129,0.08822,1.06263,-0.61618,-1.9929,0.82803,1.0
0.76204,-1.63312,-0.99052,-1.35599,-0.6286,-1.33297,-0.91146,0.53223,-1.2211,3.0
-0.13249,0.72904,-0.02911,0.47212,0.53404,-0.94877,1.50619,0.27971,0.62312,5.0
-0.75695,0.79496,1.06965,0.02624,2.12501,0.79143,-0.39471,-0.47782,0.15475,2.0
-1.00528,0.58621,1.16121,-0.88782,0.27179,1.17563,-0.08097,-0.64617,-0.13799,1.0
-1.22164,0.90483,0.88652,-0.26359,0.09696,0.97223,-0.8561,-1.02493,0.47675,1.0
1.59412,-0.74319,-1.17364,-0.48652,-1.08316,-1.12957,-1.13293,1.37393,1.38423,5.0
1.02924,-0.33668,0.06246,1.6314,-0.68979,0.70103,1.8753,1.03725,-0.31363,3.0
-0.07877,1.11357,0.79496,0.80653,0.83125,-0.13517,1.02635,0.36388,0.74021,5.0
-0.44179,1.20147,1.16121,0.16,1.23337,0.38463,0.41732,-0.35157,0.18402,4.0
0.88983,-0.55642,-1.17364,-0.53111,-0.38383,-1.40077,-1.18829,-0.35157,1.44277,5.0
-0.94283,0.75101,0.97808,-0.70946,0.29802,1.24343,-0.46853,-0.81451,0.33039,1.0
-0.9747,0.53127,0.65761,-0.68717,1.01483,1.51463,0.12204,-1.15119,-0.48927,1.0
-0.73074,0.90483,1.16121,-0.01835,2.15124,0.63323,-0.24707,-0.43574,0.21329,3.0
-1.09822,0.79496,1.39012,-0.26359,0.24557,1.06263,-0.81918,-0.81451,0.50603,1.0
0.43676,-1.87483,-1.31099,-1.44517,-0.92581,-1.37817,-0.50544,0.65848,-1.60165,2.0
0.28573,0.12476,-0.94474,-0.1967,0.06199,-1.10697,-0.13634,0.3218,1.32568,5.0
-0.66401,0.81693,0.79496,-0.06294,2.15998,0.61063,-0.43162,-0.64617,0.12547,3.0
-0.91234,0.60818,0.47449,-0.48652,1.75787,0.42983,-0.0256,-0.56199,-0.02089,2.0
0.65749,-1.44635,-1.12786,-1.77957,-1.22303,-1.37817,-1.00374,-0.56199,-1.54311,4.0
1.2035,0.48733,0.38293,1.2747,-0.09536,0.11343,1.377,1.12142,-0.51854,3.0
0.54131,0.0149,0.10824,2.43398,-0.54992,0.76883,2.00449,1.20559,0.06693,3.0
-1.1025,0.49831,0.9323,-1.08846,0.14941,0.97223,-0.91146,-1.15119,-0.48927,1.0
-0.01632,1.2564,0.7034,1.36387,0.61271,-0.22557,1.377,0.06929,0.68167,5.0
1.01326,-0.5674,-1.31099,-0.35276,-0.34012,-1.40077,-0.76382,0.11137,1.06222,5.0
-0.44179,1.38824,0.84074,0.42753,1.14595,0.38463,0.76798,-0.35157,0.50603,4.0
-1.00528,0.63016,0.9323,-1.06617,0.2106,1.06263,-0.5239,-1.06702,-0.05017,1.0
-0.77721,0.77298,1.02387,-0.08523,2.0376,0.88183,-0.41317,-0.56199,0.0962,2.0
-0.92247,0.52029,0.42871,-0.55341,1.66171,0.36203,-0.06252,-0.56199,-0.05017,2.0
0.05338,0.95976,0.1998,1.07405,0.55152,-0.54197,1.48774,0.0272,0.62312,5.0
0.91307,-0.44655,-0.34958,1.94352,-0.54992,0.38463,1.5431,1.03725,-0.60636,3.0
-0.99506,0.64114,0.47449,-0.88782,1.5131,0.38463,-0.56081,-0.51991,-0.3429,2.0
0.14632,-0.28175,-1.7688,-0.64258,-0.04291,-1.21997,-0.5239,-0.14114,0.76949,4.0
0.90582,-0.57839,-1.31099,-0.46423,-0.30516,-1.33297,-0.78227,0.27971,0.79876,5.0
0.2625,-1.732,-1.08208,-1.24452,-0.94329,-1.49117,-0.89301,0.36388,-1.54311,3.0
1.00601,-1.62213,-1.26521,-1.80187,-1.16183,-1.26517,-1.18829,0.19554,-1.30892,4.0
-0.83966,0.8389,1.20699,-0.04065,2.09879,0.52023,-0.69,-0.73034,-0.3429,2.0
-1.54693,0.762,0.42871,0.24918,0.18437,0.76883,-0.11788,-1.74039,1.00367,2.0
0.00692,0.13575,-1.31099,-0.77635,-0.05165,-1.28777,-0.63463,-0.51991,0.94513,4.0
-0.41131,1.21246,0.38293,0.36065,0.84874,0.22643,1.08172,-0.09906,1.12077,5.0
1.95863,-0.83109,-0.85317,-0.26359,-1.75626,-0.79057,-0.91146,1.41602,1.17931,5.0
-1.56719,0.75101,0.15402,0.33835,0.09696,1.04003,-0.26552,-1.74039,0.71094,1.0
2.08642,-0.96293,-0.80739,-0.91011,-1.17932,-1.12957,-1.31748,1.4581,0.5353,5.0
0.61102,-1.90779,-1.17364,-1.26681,-0.80343,-1.62678,-0.48699,0.44805,-2.68477,3.0
-0.21958,1.21246,0.97808,0.20459,1.25085,0.33943,0.10358,-0.30948,0.33039,4.0
0.49484,-0.52346,-1.81458,-1.17764,-0.44502,-1.42337,-1.42821,-0.60408,1.47205,4.0
-0.98493,0.64114,1.16121,-0.84323,0.30676,1.10783,-0.15479,-0.73034,-0.07944,1.0
-1.10835,0.57522,0.24558,-0.99929,0.97112,0.29423,-0.11788,-0.77242,-0.60636,2.0
-0.94283,0.78397,0.9323,-0.77635,0.33298,1.26603,-0.43162,-0.81451,0.47675,1.0
0.81288,-0.6553,-1.86037,-0.82093,-0.6723,-1.44597,-0.83764,0.23763,0.59385,5.0
-1.56291,0.75101,0.1998,0.27147,0.18437,0.72363,-0.00715,-1.57204,1.32568,2.0
1.91216,-0.71023,-1.0363,-0.39735,-1.0919,-1.12957,-0.94837,1.41602,1.35495,5.0
0.99002,-0.58938,-1.17364,-0.59799,-0.27019,-1.53638,-0.78227,-0.35157,1.58914,5.0
-1.56291,0.72904,0.24558,0.07082,0.17563,0.61063,-0.15479,-1.65621,1.23786,2.0
-0.84552,0.70706,1.48168,-0.28588,0.9886,1.62763,0.23277,-0.98285,-0.02089,2.0
0.72719,-0.12793,-0.3038,2.0104,-0.5237,0.22643,1.377,1.50019,-0.51854,3.0
-1.62528,0.75101,1.61902,-0.06294,0.12318,0.99483,-0.70845,-1.15119,1.00367,1.0
1.30806,-1.4024,-0.5327,1.29699,-1.07442,-0.06737,1.04481,1.92104,-0.782,4.0
1.12218,-0.28175,0.38293,1.38617,-0.15655,-0.29337,1.377,0.91099,-0.45999,3.0
-0.38807,1.41022,1.16121,0.42753,1.31204,0.42983,0.91562,-0.30948,0.88658,4.0
0.65749,-0.16089,-0.44114,1.98811,-0.49747,0.11343,1.28473,1.41602,-0.57709,3.0
0.26975,-0.02905,-0.85317,-0.97699,0.13192,-1.26517,-0.76382,-0.85659,0.74021,4.0
0.62264,-1.66608,-0.12067,-0.37505,-1.54647,-1.17477,-0.59772,0.74265,-2.04075,3.0
1.59412,-0.84207,-1.35677,-0.59799,-1.03945,-1.15217,-1.15138,1.07934,1.29641,5.0
-1.06188,0.61917,0.74918,-1.08846,0.15815,1.10783,-0.83764,-1.19328,-0.25508,1.0
-1.61951,0.84989,1.20699,-0.44194,0.23682,0.76883,-0.59772,-1.65621,0.21329,1.0
-0.41856,1.24542,0.42871,0.40523,0.84874,0.24903,1.06326,-0.18323,0.9744,5.0
0.95954,-1.64411,-1.5399,-1.93563,-1.36289,-1.33297,-1.42821,0.0272,-1.39674,4.0
-0.25592,1.23443,1.16121,0.11541,1.34701,0.31683,0.15895,-0.35157,0.47675,4.0
0.73881,-0.4905,-0.44114,1.69828,-0.95204,-0.02217,1.56156,1.28976,-0.81127,3.0
-0.96894,0.57522,0.84074,-0.64258,1.04979,1.60503,-0.17325,-1.19328,-0.48927,1.0
-0.25592,1.19048,0.38293,0.539,0.76132,0.09083,1.13708,-0.2674,0.76949,5.0
0.82013,0.02588,0.33714,2.14416,-0.72475,0.88183,2.18904,1.03725,-0.19653,3.0
0.83175,-0.84207,-0.89895,1.98811,-1.6164,0.72363,1.45082,1.28976,-1.10401,3.0
-1.48011,1.15752,2.30575,0.49441,0.20186,1.24343,-0.15479,-1.1091,2.05751,2.0
0.70396,-0.28175,-0.34958,1.87664,-0.61985,0.24903,1.377,1.50019,-0.43072,2.0
0.98277,-2.03963,-1.49411,-1.08846,-0.74224,-1.42337,-0.48699,0.57431,-2.88968,3.0
0.99439,-0.13892,0.10824,2.25563,-0.53244,1.08523,2.05985,1.16351,-0.02089,4.0
-1.06764,0.55325,0.52027,-0.84323,1.58303,0.47503,-0.46853,-0.51991,-0.13799,2.0
0.0229,0.19068,-1.12786,-0.9324,0.0008,-1.15217,-0.56081,-0.09906,1.17931,4.0
0.63425,-1.76496,-1.0363,-1.35599,-0.84714,-1.67198,-0.32089,0.53223,-2.71404,3.0
1.76114,-1.17168,-1.63146,-0.99929,-1.34541,-1.28777,-1.42821,1.20559,0.00838,5.0
0.69234,-0.27076,-0.21223,1.83205,-0.57615,0.31683,1.41391,1.28976,-0.63563,2.0
-1.67611,0.54226,-0.16645,-0.12982,0.0008,1.06263,-0.65309,-2.11915,0.91585,1.0
-1.2841,0.77298,0.74918,-0.73176,0.00954,0.88183,-1.04065,-1.36162,0.38893,1.0
-0.31837,1.19048,1.11543,0.42753,1.15469,0.54283,0.49115,-0.18323,0.44748,4.0
1.94701,-0.71023,-0.94474,-0.15212,-1.17058,-1.08437,-0.92992,1.4581,1.53059,5.0
0.3322,-0.67727,-1.95193,-1.02158,-0.51495,-1.12957,-1.5574,-0.73034,0.74021,4.0
1.19189,0.21266,0.33714,0.98488,0.26305,-0.15777,1.02635,1.07934,-0.81127,2.0
-1.84173,0.44338,0.29136,-0.62029,-0.08662,0.45243,-0.65309,-2.07707,0.82803,1.0
1.28482,-0.14991,0.15402,1.47534,-0.209,0.40723,1.58001,1.20559,-0.22581,3.0
-0.18472,1.14653,0.84074,0.09312,1.25085,0.49763,-0.08097,-0.43574,-0.05017,4.0
-0.05554,0.70706,-0.12067,0.44982,0.54278,-0.97137,1.46928,0.36388,0.68167,5.0
0.82013,-0.41359,-0.71583,2.47857,-0.66356,-0.24817,1.69074,1.24768,-1.01619,2.0
-0.38807,1.39923,1.06965,0.40523,1.25085,0.33943,0.87871,-0.39365,0.62312,4.0
-1.62964,0.75101,0.10824,-0.04065,0.05325,0.92703,-0.46853,-1.78247,0.41821,1.0
-0.38807,1.43219,1.02387,0.42753,1.28582,0.45243,0.93407,-0.39365,0.44748,4.0
0.6691,-1.69904,0.38293,0.16,-1.20554,-0.99397,-0.46853,0.70057,-1.89439,3.0
0.80851,-0.94095,-1.0363,1.74287,-1.26673,0.63323,1.67229,1.50019,-0.81127,3.0
1.34291,-0.14991,0.10824,1.54223,-0.07787,0.52023,1.56156,1.12142,-0.13799,3.0
1.01326,-0.57839,-0.94474,-0.50882,-0.34886,-1.64938,-0.91146,-0.2674,1.64769,5.0
0.68072,0.00391,0.29136,2.03269,-0.3139,0.88183,2.07831,1.24768,0.12547,3.0
-1.75307,0.57522,0.15402,-0.26359,0.07073,0.99483,-0.56081,-1.86664,0.74021,1.0
1.02199,-0.85306,-1.86037,-0.48652,-0.89084,-1.26517,-0.96683,0.57431,1.03295,5.0
0.04614,1.19048,0.7034,0.96258,0.72635,-0.31597,1.17399,0.15346,0.59385,5.0
-1.54693,0.86088,0.42871,0.04853,0.08822,1.06263,-0.46853,-1.31953,1.50132,2.0
0.64587,-1.5672,0.33714,0.44982,-1.23177,-1.01657,-0.39471,1.33185,-2.15785,4.0
0.91307,-1.12773,-1.26521,1.56452,-1.4066,0.70103,1.52465,0.99516,-1.07473,3.0
-0.89636,0.60818,0.9323,-0.62029,1.1984,1.35643,0.01131,-0.77242,-0.3429,2.0
-0.74236,0.84989,1.20699,-0.06294,2.11627,0.54283,-0.54235,-0.81451,-0.05017,2.0
-1.56719,0.93779,1.89371,0.02624,0.33298,1.19823,-0.48699,-1.1091,1.00367,2.0
0.9363,-1.6551,-0.34958,0.76194,-1.11813,0.15863,0.65724,1.37393,-0.43072,3.0
0.03015,1.23443,0.7034,1.07405,0.68265,-0.20297,1.22936,0.15346,0.59385,5.0
0.5994,-1.69904,-1.31099,-1.08846,-0.68979,-1.40077,-0.72691,0.6164,-1.74802,3.0
0.80851,-0.78714,-0.99052,1.72058,-0.75098,0.56543,1.11863,1.4581,-1.10401,2.0
0.7969,0.05884,0.38293,2.12187,-0.27019,1.06263,2.11522,1.12142,0.24257,3.0
0.23926,-0.01806,-0.85317,-1.11076,0.05325,-1.24257,-0.81918,-1.06702,0.91585,4.0
-1.56719,1.01469,1.80215,0.07082,0.28053,1.19823,-0.67154,-1.02493,1.03295,2.0
1.22674,-1.53424,-0.76161,0.8957,-1.45031,0.18123,0.78643,2.00521,-1.36747,4.0
0.22328,0.06983,-0.94474,-1.11076,0.03577,-1.31037,-0.65309,-1.02493,0.94513,4.0
0.84336,-0.43556,-0.89895,1.89893,-0.75098,-0.24817,1.61692,1.16351,-1.07473,3.0
0.8666,-1.64411,-1.40255,-1.82416,-1.07442,-1.37817,-1.11447,0.23763,-1.33819,4.0
1.06409,-1.63312,-0.34958,0.82882,-1.10064,0.15863,0.87871,1.4581,-0.40145,3.0
1.18027,0.42141,0.47449,1.40846,0.07948,0.06823,1.30318,1.07934,-0.43072,2.0
-0.71624,0.86088,1.34434,0.04853,2.21243,0.52023,-0.48699,-0.43574,-0.02089,2.0
1.21512,-0.85306,-1.63146,-0.26359,-1.11813,-1.19737,-0.92992,0.70057,1.35495,5.0
1.01763,-0.4905,-0.34958,2.52316,-0.55866,0.09083,2.07831,1.58436,-0.51854,3.0
0.90145,-1.64411,-1.17364,-1.46746,-0.69853,-1.24257,-0.98528,0.74265,-1.10401,4.0
-0.76271,0.79496,1.11543,0.07082,2.09005,0.88183,-0.39471,-0.39365,0.21329,2.0
0.99002,-0.47951,-0.85317,-0.39735,-0.34012,-1.64938,-1.04065,-0.2674,1.58914,5.0
-0.7366,0.68509,1.29855,-0.35276,1.15469,1.62763,0.47269,-0.35157,0.35966,2.0
-0.71048,0.8389,1.11543,0.09312,2.19495,0.70103,-0.30243,-0.43574,0.15475,2.0
-0.79905,0.82792,1.06965,-0.04065,2.06382,0.56543,-0.67154,-0.60408,-0.10871,2.0
-0.83966,0.88285,1.61902,-0.30817,1.26834,1.98923,0.21432,-0.56199,-0.05017,2.0
-1.20705,0.9268,1.34434,-0.1967,0.14067,0.92703,-0.89301,-0.68825,0.94513,1.0
0.5297,-0.05102,0.15402,2.14416,-0.47999,1.01743,1.89375,0.95308,0.21329,3.0
0.47161,-1.87483,-0.3038,-0.59799,-1.1968,-1.26517,-0.41317,0.99516,-2.33349,2.0
0.09261,0.1797,-0.89895,-0.9547,0.05325,-1.06177,-0.17325,-0.39365,1.12077,4.0
0.69234,-1.83088,-0.76161,-1.19993,-0.66356,-1.69458,-0.09943,0.6164,-2.91895,2.0
1.04523,-0.87503,-1.7688,-0.30817,-0.90833,-1.24257,-0.92992,0.6164,1.09149,5.0
1.24997,-1.53424,-0.25801,1.29699,-0.96952,0.06823,0.91562,1.58436,-0.54781,4.0
-0.75695,0.88285,1.11543,0.00394,2.05508,0.47503,-0.56081,-0.77242,-0.10871,2.0
-0.90212,0.60818,0.7034,-0.35276,1.9327,0.76883,-0.57927,-0.43574,0.12547,2.0
-1.14896,0.82792,0.9323,-0.73176,0.20186,1.08523,-0.80073,-1.02493,0.18402,1.0
-0.35471,1.14653,1.11543,-0.06294,1.25085,0.09083,0.26968,-0.43574,0.15475,4.0
-0.33436,1.22344,1.02387,0.49441,1.03231,0.52023,0.58342,-0.30948,0.24257,4.0
0.61102,-1.60016,0.24558,0.20459,-1.18806,-0.92617,-0.39471,1.20559,-2.04075,4.0
0.34819,-0.58938,-2.13505,-0.91011,-0.4188,-1.17477,-1.46512,-0.77242,0.82803,4.0
-1.48011,0.80594,0.38293,-0.53111,0.07948,0.74623,-1.00374,-1.6983,0.06693,1.0
-0.0468,0.58621,-0.16645,0.09312,0.57775,-0.99397,0.89716,-0.01488,0.68167,5.0
-1.26811,0.88285,1.02387,-0.1967,0.1057,0.90443,-0.76382,-0.98285,0.79876,1.0
-0.86587,0.5972,1.34434,-0.48652,0.86622,1.58243,0.32505,-0.47782,0.38893,2.0
0.9363,-1.54523,0.06246,0.94029,-0.96078,0.13603,0.93407,1.4581,-0.69418,3.0
0.58778,-1.9847,0.42871,0.00394,-2.2458,-1.08437,-0.13634,0.3218,-1.92366,2.0
-0.9747,0.55325,1.11543,-0.68717,0.42914,1.10783,-0.1917,-0.51991,0.00838,1.0
0.04614,0.84989,0.10824,0.80653,0.46411,-0.54197,1.65383,1.28976,0.62312,5.0
0.19279,-0.20484,-1.17364,-0.46423,0.04451,-1.17477,-0.59772,-0.39365,0.9744,4.0
1.14542,-1.732,-1.08208,0.67276,-1.38912,0.47503,0.86025,1.66853,-0.69418,4.0
1.14542,0.14674,0.38293,1.2747,-0.12158,-0.02217,1.22936,1.16351,-0.45999,3.0
-0.30239,1.20147,1.16121,-0.08523,1.26834,0.33943,0.36196,-0.35157,0.30111,4.0
0.71557,-0.01806,-0.25801,2.07728,-0.16529,0.54283,1.96757,1.20559,-0.05017,3.0
0.99002,-0.54543,-1.17364,-0.50882,-0.30516,-1.42337,-0.78227,-0.35157,1.4135,5.0
0.84336,-1.61115,-1.44833,-1.64581,-0.92581,-1.33297,-1.09602,0.44805,-1.2211,4.0
0.83175,-0.20484,-0.44114,2.05499,-0.68979,0.29423,1.45082,1.28976,-0.40145,3.0
-1.09822,0.49831,1.02387,-1.11076,0.09696,1.01743,-0.87455,-1.15119,-0.57709,1.0
-1.81115,0.46535,-0.12067,-0.35276,-0.03417,0.88183,-0.83764,-2.2875,0.76949,1.0
0.08387,-0.34767,-2.04349,-0.82093,-0.66356,-1.03917,-0.78227,-0.30948,0.5353,4.0
-1.08223,0.82792,1.4359,-0.30817,0.28927,1.46943,-0.69,-0.73034,1.06222,1.0
0.6691,-0.17188,-0.34958,1.96581,-0.36635,0.36203,1.377,1.20559,-0.48927,2.0
-1.52658,0.84989,0.52027,-0.48652,0.19312,0.74623,-0.74536,-1.74039,-0.28435,1.0
-1.03577,0.5972,1.06965,-0.86552,0.35047,1.13043,-0.1917,-0.64617,-0.07944,1.0
0.98277,-2.05062,-1.35677,-0.97699,-0.57615,-1.44597,-0.48699,0.70057,-2.80186,3.0
0.8666,-1.8199,-0.3038,-0.66488,-0.65482,-1.35557,-0.17325,1.28976,-2.07003,3.0
1.401,-1.34747,-1.35677,-1.51205,-1.24925,-1.60418,-1.3913,0.91099,-0.92837,4.0
0.09985,0.91581,0.24558,0.87341,0.55152,-0.49677,1.46928,-0.01488,0.62312,4.0
0.15357,0.08082,-1.21942,-0.17441,0.02703,-1.19737,-0.17325,0.15346,1.20859,5.0
1.74227,-0.73221,-0.94474,-0.39735,-1.04819,-1.10697,-1.11447,1.4581,1.32568,5.0
