@relation census1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
0.03868,-0.11089,1.18002,1.00574,-0.39065,0.25185,1.66101,0.1046,5.0
-0.11595,0.13165,-1.18213,0.3215,-0.41082,-0.0349,-0.58888,1.53284,1.0
0.03836,-0.06867,1.31279,0.55076,-0.19218,1.09235,1.02119,0.07517,5.0
-0.1044,-0.13251,-0.05011,-0.69377,-0.38921,-1.23406,0.41007,-1.48234,4.0
-0.1133,-0.24533,0.13161,-0.00612,-0.41082,-1.23406,-0.36786,-1.48234,3.0
-0.09675,0.01216,-0.29539,0.53082,-0.41082,-0.65069,-0.72257,-0.47728,2.0
-0.08016,-0.24533,-0.52754,-0.19954,0.49089,-0.09201,-0.6124,0.62829,1.0
-0.07507,-0.21368,-0.05825,0.19138,-0.34353,-0.89144,0.53076,0.02525,4.0
0.13924,-0.08794,0.64552,0.97361,-0.40077,-0.42287,0.40339,-0.17139,5.0
-0.10761,-0.17433,1.63984,1.42678,-0.38232,1.16425,1.70552,0.02525,5.0
-0.10749,-0.24533,-0.28407,-0.17583,-0.41082,-0.83434,0.38849,1.53284,1.0
-0.08204,-0.20672,-0.25395,0.00464,-0.37059,-0.29559,0.80779,-1.48234,5.0
-0.06268,-0.15514,-1.23862,-0.71439,-0.19708,0.45602,-0.74411,1.01595,3.0
0.00433,-0.18798,0.08473,-0.40997,0.6113,0.04246,0.15832,0.09378,3.0
-0.11234,-0.24533,-0.45003,0.3235,-0.41082,-0.87787,0.38744,1.53284,2.0
0.12566,-0.01814,-0.02459,-0.0899,-0.34838,0.65087,-0.34029,-0.26891,3.0
-0.0432,-0.24022,0.34519,0.3357,-0.39157,0.87354,-0.54475,0.80504,2.0
-0.05154,-0.18993,-1.71951,-0.21263,4.46588,-0.70992,-0.63451,0.71052,1.0
-0.06452,-0.04296,1.01201,0.80726,-0.35688,-0.18864,0.06385,-0.2408,5.0
0.11019,0.16923,-2.12912,-1.94156,-0.38943,-0.39795,0.96593,0.18394,4.0
-0.0422,0.10484,0.78165,-0.09417,-0.06896,0.56467,2.46359,-0.78653,5.0
-0.08857,-0.23282,0.07699,-0.0933,0.10148,0.86446,-0.12446,0.02525,2.0
0.24365,0.26626,0.49304,0.34967,-0.38305,1.41733,0.38007,-0.76966,5.0
-0.11719,-0.24533,0.26484,-0.56683,3.76147,2.3634,-0.53592,1.53284,1.0
-0.10929,-0.24533,-0.54107,0.12768,-0.37659,0.03563,-1.04476,0.52778,1.0
-0.05883,-0.21785,-0.33943,-0.85305,-0.41082,-0.39309,0.40561,1.03031,2.0
-0.10809,2.08182,-0.93422,3.20503,-0.11155,-1.23406,-0.23463,-1.48234,4.0
-0.11527,-0.24533,1.06682,1.15208,-0.41082,-0.0349,-0.32588,1.53284,2.0
-0.00597,-0.09146,1.01165,1.27523,-0.37489,0.00296,0.22548,0.36369,5.0
-0.09879,-0.16448,0.49759,0.01709,-0.38045,-0.33469,0.44863,-1.48234,4.0
-0.07078,-0.21301,-0.11018,-0.16526,1.25199,0.09833,-0.13556,0.52778,3.0
-0.10565,-0.14853,-0.45578,-0.41404,-0.38698,0.36481,-0.88356,0.02525,1.0
-0.11462,-0.24533,1.35306,1.4436,-0.41082,2.3634,0.44641,-0.47728,2.0
-0.01234,17.18985,0.75987,1.50005,-0.33189,-0.08287,0.07269,0.02525,5.0
-0.08008,-0.21563,-0.14624,-0.2044,-0.10581,0.05734,-0.20685,0.02525,3.0
-0.11623,-0.24533,-0.69878,1.34307,-0.41082,-1.23406,-0.57937,-1.48234,3.0
-0.09799,0.01158,1.45014,2.73952,-0.38168,3.99861,3.03478,0.40215,5.0
-0.10857,-0.24533,1.7974,-0.48269,-0.3478,0.56467,-0.55995,1.53284,4.0
-0.09823,-0.21126,-0.81713,0.60668,-0.41082,0.23763,0.96501,1.03031,4.0
-0.07314,-0.12342,0.08671,0.05548,-0.37863,0.86446,0.58609,-1.0516,5.0
-0.11382,-0.24533,0.29839,-0.44746,2.12236,-0.0349,-0.82693,-1.48234,1.0
-0.10476,0.06894,1.07946,1.9718,-0.07763,2.3634,1.54191,0.52778,4.0
-0.11326,-0.24533,-0.48854,0.23186,-0.41082,2.3634,0.55625,0.52778,4.0
-0.11434,0.18648,-0.33786,-0.33672,-0.41082,-1.23406,0.68807,-1.48234,3.0
-0.08645,-0.0829,0.14744,0.29618,-0.41082,-0.46317,0.20886,-0.47728,4.0
-0.1147,-0.24533,0.50716,-0.46359,-0.41082,0.20493,0.38849,1.53284,1.0
-0.11563,-0.24533,0.39234,0.10725,-0.41082,-1.23406,0.0933,-1.48234,1.0
-0.11254,-0.17465,-0.37643,0.38812,-0.41082,1.64391,-0.66404,0.02525,2.0
-0.07787,-0.19556,-0.41592,-0.98228,0.115,-0.07626,0.29088,0.45599,3.0
-0.09278,-0.24533,-0.88894,-0.23467,6.55739,-1.23406,-0.96178,-1.48234,2.0
-0.11422,-0.24533,0.33628,0.18825,-0.41082,-0.0349,-0.66884,1.53284,2.0
16.1588,2.55504,0.59083,-1.16316,0.1986,-0.0686,-0.22709,-0.88381,5.0
-0.11599,-0.24533,-0.63594,0.79739,-0.41082,-0.60292,-0.26392,-1.48234,2.0
-0.09551,-0.20938,0.44677,0.10319,-0.39788,0.94622,0.27726,-0.8793,3.0
-0.11402,-0.24533,0.03912,0.48257,-0.41082,-1.23406,-0.47659,-1.48234,2.0
0.05299,-0.19895,0.52764,-0.47443,-0.37554,0.08501,-0.32449,0.29936,2.0
-0.11539,-0.24533,-0.94371,-2.57725,-0.41082,-1.23406,-0.50332,-1.48234,1.0
-0.05222,-0.11306,-0.97299,-0.74694,-0.40206,-0.22001,-0.55125,0.24062,2.0
-0.07731,-0.204,0.01389,0.69253,-0.41082,0.15851,-0.14214,-0.47728,4.0
0.03824,0.22127,0.9753,0.0302,-0.22879,0.4328,0.31535,-0.90984,5.0
0.9744,-0.12505,-0.40943,-0.663,0.7933,-0.33897,0.05093,-0.1632,3.0
-0.08781,-0.1919,-0.94701,-0.9001,-0.39162,-0.17046,0.01292,1.17811,1.0
-0.10985,-0.20143,-1.43548,0.19713,2.96369,-1.23406,-0.50061,-1.48234,2.0
-0.10937,-0.24533,-2.15348,-1.50794,-0.41082,-0.20621,0.41898,1.53284,1.0
-0.0834,-0.22222,-0.23118,-0.31218,0.59304,-0.00064,-0.26857,0.77905,3.0
0.05183,-0.02165,1.96053,-0.15043,-0.3161,1.19991,0.62655,0.04182,4.0
-0.06761,-0.20884,-0.66759,2.17952,-0.38218,-1.07988,-0.63254,-0.47728,2.0
-0.11499,-0.24533,-0.27957,-1.53603,-0.41082,0.82163,-0.83977,0.02525,1.0
-0.03795,-0.21092,-0.51567,-0.75696,-0.37845,-0.34057,0.13445,0.1046,3.0
-0.08797,-0.0488,0.06966,-3.38142,-0.40116,-1.01381,-0.16484,-0.47728,5.0
-0.05799,-0.13325,1.20759,0.79024,-0.40121,0.34197,-0.42369,0.35299,3.0
-0.10172,-0.24533,-0.02492,-0.6628,-0.41082,-0.12715,0.79914,-0.72854,3.0
-0.00613,-0.11818,-0.64201,0.04533,3.41601,-0.1494,0.387,-0.07526,3.0
-0.11062,-0.19048,-0.32847,-0.06765,-0.41082,0.29214,-0.84976,0.24062,2.0
-0.10717,-0.24533,-0.15061,0.14756,-0.38352,0.05075,0.6017,-1.48234,3.0
-0.10476,-0.21886,-0.87153,-0.48379,-0.41082,-1.23406,0.92084,-1.48234,4.0
-0.05615,-0.19205,0.56048,0.78939,-0.41082,-0.23476,0.44368,-1.48234,4.0
-0.02813,-0.03526,0.04629,0.08804,-0.40762,-0.72915,0.83778,0.40215,5.0
-0.11434,-0.24533,1.1089,1.45813,-0.41082,0.20493,-0.00569,1.53284,4.0
-0.11382,-0.24533,-0.42576,0.14938,-0.41082,2.81308,-0.88114,1.53284,1.0
0.41428,-0.03921,0.01719,-0.98905,-0.01687,-0.24047,0.25418,0.26439,2.0
-0.11535,-0.24533,0.56729,0.68449,-0.2875,-0.57997,-1.15463,1.53284,1.0
-0.10448,-0.16577,0.41753,2.03389,-0.41082,2.72315,1.48146,0.71052,4.0
-0.10064,-0.24533,-0.13801,0.61057,-0.41082,-1.23406,0.18359,-1.48234,4.0
-0.06801,0.50785,1.1416,2.07836,-0.40504,0.25455,3.44571,0.02525,5.0
-0.11146,-0.24533,-0.39722,-0.8872,-0.41082,-0.37067,-0.88051,-1.48234,1.0
-0.05402,-0.2392,0.0529,-0.67988,-0.3973,-0.32203,0.4468,1.03031,3.0
