@relation census1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.1006,-0.18343,1.75523,1.82727,-0.24292,3.74704,2.06307,1.19782,5.0
-0.11026,-0.24533,-0.04572,0.71332,-0.41082,-0.60841,-1.08635,-1.48234,1.0
0.02401,-0.01307,0.37518,-0.07949,-0.33595,-0.31378,1.38469,-0.1118,5.0
0.3186,0.31524,0.28116,0.21994,1.87325,0.01996,0.00061,-0.99237,4.0
-0.06913,-0.24533,-0.80393,-0.72139,-0.37538,-0.27898,-0.84867,0.32677,3.0
-0.11527,-0.24533,1.06682,1.15208,-0.41082,-0.0349,-0.32588,1.53284,2.0
-0.10945,0.33502,-0.63865,0.4021,-0.37593,0.82163,0.49035,0.77905,1.0
-0.10276,-0.24533,1.30467,1.31227,-0.257,0.20493,0.0986,1.53284,4.0
-0.05022,0.06933,1.41349,1.90481,-0.35982,1.16425,3.10983,1.08615,5.0
0.00983,-0.01532,-0.74087,2.09659,-0.39733,2.30029,2.07616,0.24062,5.0
-0.10669,-0.20951,-0.17264,0.36721,-0.41082,0.56467,0.44784,0.32677,1.0
-0.09651,0.46812,1.28276,1.34307,-0.39727,-0.15482,1.75171,0.52778,5.0
-0.11094,-0.19123,0.73677,0.45633,-0.41082,-1.23406,-0.74404,-1.48234,3.0
-0.10292,-0.24533,0.7053,1.63371,-0.39138,-0.78438,-0.46702,-1.48234,3.0
0.00125,0.07578,-0.23217,-0.52821,-0.40841,0.29678,-0.26413,0.44738,2.0
0.09043,-0.13256,0.14451,0.27777,1.0026,-0.3876,-0.25032,0.6997,3.0
-0.11206,-0.24533,0.58605,0.79739,-0.41082,1.16425,0.76761,1.53284,2.0
-0.07446,-0.17892,-0.94364,-1.10543,3.41756,0.03171,-0.26116,1.53284,1.0
-0.07274,0.54535,1.03322,0.53379,-0.30873,1.84948,-0.39246,-0.64479,5.0
-0.05462,-0.14822,0.18224,0.07669,-0.39718,0.17185,0.56771,-0.95025,4.0
-0.07859,0.20688,1.58397,1.70155,-0.30811,0.41049,2.83508,-1.48234,5.0
-0.07727,-0.24533,-1.01809,-0.20304,2.60487,-0.73786,-0.37226,0.52778,2.0
-0.07755,-0.20457,-1.30915,-1.33766,-0.41082,-0.53074,-1.86472,-0.0049,5.0
-0.11687,-0.24533,0.26484,-3.0497,-0.41082,-1.23406,-1.67682,-1.48234,1.0
-0.10344,-0.21856,-0.23033,-0.45923,-0.41082,0.34882,-0.3674,1.39579,1.0
-0.09531,-0.24533,-0.30331,-0.71058,-0.41082,0.01925,-0.53039,0.97447,2.0
-0.11234,-0.24533,-0.40891,0.75431,-0.41082,-0.96758,-2.47832,-1.48234,4.0
-0.0947,-0.17243,-0.89905,-1.1668,-0.41082,-0.31834,-0.04718,-0.62086,2.0
-0.09567,-0.14025,1.63992,2.3763,0.08426,1.64391,2.64555,-1.48234,5.0
0.19135,-0.10201,0.42994,1.23755,0.99742,1.04701,0.06248,0.37724,4.0
-0.11098,-0.19793,-0.97575,0.23373,3.2725,0.56467,-0.66602,0.32677,3.0
-0.11599,-0.24533,-0.82969,-0.83967,-0.24052,-1.23406,-0.5913,-1.48234,1.0
-0.10705,-0.11799,-0.64608,-0.20647,1.85639,-0.71269,-1.15662,0.32677,2.0
1.30149,0.39809,0.96478,-0.55723,-0.31628,0.22724,-0.06916,-0.89158,5.0
-0.03959,-0.21562,-1.06674,0.09399,2.50085,-0.25516,-0.18527,0.77905,3.0
-0.10925,-0.20417,1.14095,0.79739,0.81533,0.20493,-0.0091,0.52778,3.0
-0.01086,-0.01722,1.34558,0.4838,-0.39203,0.37422,1.11157,-0.37148,5.0
-0.09098,-0.17336,0.42556,0.79247,-0.29268,-0.27777,-0.38783,1.24568,4.0
-0.11038,-0.19437,0.90505,-0.90264,-0.33222,0.01723,0.97994,1.53284,4.0
0.03319,0.64352,0.54994,-0.36082,-0.22459,-0.03246,0.10948,0.28264,5.0
-0.10268,-0.19459,-0.21327,-0.0868,-0.39169,-0.30568,-0.71297,0.77905,1.0
-0.08068,-0.18963,-0.3507,0.34777,-0.38757,-0.0349,0.53168,-0.35165,4.0
-0.07406,-0.20967,0.24618,-0.43342,-0.40424,0.00644,0.47899,0.32677,4.0
-0.10957,-0.20111,-0.73826,-0.03735,-0.41082,-0.33469,0.40294,-1.48234,3.0
-0.041,0.08374,-0.74563,-0.33521,-0.3996,-0.40096,-0.67385,-0.38591,4.0
-0.11639,-0.24533,-0.59245,-2.47673,-0.41082,-0.63448,-0.67714,1.53284,1.0
-0.1117,-0.24533,-1.03605,-0.51556,-0.41082,-0.51457,-0.87068,1.53284,1.0
-0.09667,-0.20959,-1.01347,-0.55225,0.29897,-0.05938,-0.76054,0.02525,2.0
0.52005,0.00644,-1.22037,-1.58978,2.00227,-0.30818,0.43582,0.27098,3.0
-0.11571,-0.24533,0.06908,-0.25501,-0.11888,-1.23406,-0.64614,-1.48234,2.0
-0.07675,-0.01194,-0.69278,0.28992,-0.39681,-0.40841,-0.87068,1.1021,2.0
0.05383,0.54242,0.82463,-0.67306,-0.3239,-0.13803,0.052,-0.41244,5.0
-0.11515,-0.24533,0.75232,-1.29441,-0.41082,-0.63899,-1.63732,0.98463,2.0
-0.09775,-0.20311,-0.70015,-0.80509,-0.41082,0.25923,0.38462,-0.38591,3.0
-0.09996,-0.24533,0.05154,-0.55819,0.12319,0.40115,-0.92964,0.9298,2.0
-0.11158,-0.24533,-0.06086,0.68969,-0.41082,-1.23406,1.22425,-1.48234,2.0
-0.11683,-0.24533,0.08068,-1.11252,-0.41082,-1.23406,-1.37152,-1.48234,1.0
-0.09847,-0.22526,-0.23253,-0.14418,-0.36602,0.11499,0.1195,1.53284,2.0
-0.1034,-0.22265,0.58936,1.12848,-0.41082,0.76453,0.4608,-1.48234,4.0
-0.10945,-0.20143,0.6478,0.2903,-0.30615,-1.23406,2.25432,-1.48234,5.0
-0.0428,-0.17861,-0.47556,0.2961,6.66127,-0.93652,-0.24536,0.71052,3.0
-0.11583,-0.24533,1.86145,-0.48379,-0.41082,-0.15482,-0.88356,1.53284,1.0
-0.06761,-0.20884,-0.66759,2.17952,-0.38218,-1.07988,-0.63254,-0.47728,2.0
-0.11214,-0.24533,-0.35078,0.7618,-0.41082,-0.4767,-0.67981,1.53284,1.0
-0.03422,-0.217,0.03323,0.57801,2.04206,-0.57476,-0.47591,0.48408,3.0
-0.00849,-0.05839,0.74774,1.16218,-0.17713,-0.62085,0.19978,-0.27627,4.0
-0.11106,-0.08229,-0.81609,-0.15012,-0.36747,1.64391,-0.85753,-0.27627,2.0
-0.11667,-0.24533,-1.39259,-0.87241,-0.41082,0.20493,-1.51838,1.53284,1.0
-0.11234,-0.17899,-0.10554,1.18511,-0.41082,0.56467,0.92888,1.53284,3.0
-0.09579,-0.05082,0.58384,-1.59524,-0.41082,-1.1026,-0.48815,-0.67829,5.0
