@relation census1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.11038,17.97297,-0.27839,0.98628,-0.37152,-1.23406,-0.87905,-1.48234,5.0
-0.09234,-0.21284,-1.10691,-1.62453,-0.41082,0.45225,-0.47298,1.13082,1.0
-0.05567,-0.02766,-0.0944,-0.62856,-0.40157,-0.01228,0.05624,-0.8123,5.0
-0.10529,-0.24533,0.00587,-1.1602,-0.41082,-0.43462,0.68807,-0.47728,4.0
-0.11434,-0.24533,-0.27416,0.62974,-0.41082,0.56467,1.61488,1.53284,3.0
-0.11298,-0.24533,-0.07573,0.21672,-0.41082,-0.37067,-0.43623,-0.47728,2.0
-0.08541,-0.20632,-1.81376,-1.64397,-0.40193,-0.43462,0.34016,1.19782,1.0
0.05263,-0.12513,0.23711,0.12989,-0.40745,0.07411,0.36731,-0.06897,4.0
0.42101,0.57715,0.23618,0.83831,-0.31928,0.98692,-0.15933,-1.24763,5.0
-0.10328,-0.06334,1.02688,1.36967,-0.41082,1.16425,0.41229,0.52778,5.0
-0.11206,-0.24533,0.05895,-0.59411,-0.41082,-0.15482,-0.27261,1.53284,1.0
-0.1121,-0.24533,-0.82229,-2.10574,-0.35936,-1.23406,0.84567,-1.48234,5.0
-0.11398,-0.24533,0.33448,1.26003,-0.41082,-1.23406,-0.63801,-1.48234,3.0
-0.10813,-0.20715,0.10496,0.26775,-0.41082,2.3634,-0.63686,-0.8793,3.0
-0.10929,-0.24533,0.4871,-0.36579,-0.41082,3.56255,-0.06687,1.23132,2.0
-0.11394,-0.24533,0.43536,1.28146,-0.10318,-0.43462,0.13629,1.53284,3.0
-0.08044,-0.13557,-0.97475,-0.64495,-0.38002,0.43619,0.58615,-0.09072,2.0
-0.11182,-0.24533,0.43749,0.58435,-0.41082,1.84948,0.08215,0.52778,1.0
-0.09787,-0.22998,1.59872,2.2091,-0.28051,1.38228,1.70168,0.40215,5.0
