@relation census1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.0333,0.3892,-2.44621,3.10599,2.79676,-1.23406,-1.61389,-1.48234,2.0
-0.03955,0.12067,0.02339,-1.92111,-0.40348,-0.64781,-0.38566,0.1623,5.0
0.29243,4.80115,1.62065,-1.6838,-0.17734,0.0956,0.60233,-0.8123,5.0
-0.10104,-0.11314,0.01884,-0.00536,-0.39358,0.11499,-1.09674,-1.48234,5.0
-0.09791,-0.24533,-0.69111,-0.79152,-0.41082,-0.40841,0.18449,1.1021,1.0
-0.04529,-0.10845,1.0086,0.93064,-0.34349,1.02234,-0.31322,-0.79966,4.0
0.17043,1.02094,1.35194,0.8648,-0.32226,0.41049,0.99341,-0.79136,5.0
0.38963,0.16573,0.85747,0.3467,-0.35487,-0.30075,1.34805,-0.1118,5.0
-0.05755,-0.16838,0.5375,0.3652,0.61437,-0.49988,-0.35979,-1.08032,3.0
0.24939,-0.1694,-0.46126,-0.41209,1.86739,-0.08132,-0.3554,0.71976,3.0
0.07564,0.1772,1.53923,-1.37308,-0.21506,-0.43181,0.3589,0.26687,5.0
-0.08637,-0.10731,0.78719,1.05206,-0.3925,2.07171,0.11954,-0.2408,4.0
-0.11074,-0.02543,0.76361,0.33844,-0.41082,-1.2236,0.05519,-1.48234,4.0
0.19183,1.19108,-0.09667,-0.62767,-0.21816,-0.35223,0.21812,-0.66002,4.0
-0.11362,-0.24533,0.54211,0.64341,-0.26918,0.82163,-0.22128,1.53284,3.0
-0.1002,-0.15834,2.3594,-0.32152,-0.41082,0.15444,-0.88649,-1.20823,5.0
-0.05915,-0.21349,0.91155,-0.42817,-0.40592,-1.11699,0.15519,-0.35165,5.0
0.11997,-0.17839,0.32674,-0.38644,0.59287,-0.56558,0.01279,-0.21279,3.0
0.00622,-0.0572,0.46178,-1.29223,-0.309,0.91917,-1.15577,0.06202,4.0
-0.09539,-0.24533,-1.50128,-1.09583,-0.41082,-0.78438,-0.77058,1.1021,2.0
0.0285,-0.13176,-0.69166,0.70155,-0.39317,-0.81019,-2.15973,-1.003,4.0
-0.11414,-0.24533,-0.22264,0.12768,-0.41082,-0.57997,0.65427,1.53284,1.0
-0.10573,-0.21358,0.39779,0.4458,-0.33881,0.49272,-0.74208,0.52778,1.0
-0.1117,-0.24533,-0.13215,-0.28483,-0.41082,-0.33469,-0.97957,1.03031,1.0
-0.02589,0.22983,0.97092,-0.23489,-0.40145,0.18716,0.41959,0.02525,5.0
-0.11454,-0.24533,-0.60508,-1.00758,-0.41082,-1.23406,0.15656,-1.48234,1.0
-0.10312,-0.22001,-0.58331,-0.12487,-0.41082,-0.24166,-0.99069,0.77905,2.0
-0.11222,-0.24533,-0.70647,0.6409,3.16543,0.42631,0.43566,0.52778,2.0
-0.1141,-0.13589,-0.84266,-0.86726,-0.41082,-0.7544,0.21465,1.53284,1.0
-0.09679,-0.21298,0.72775,0.08569,-0.41082,0.75075,0.2134,0.40215,3.0
