@relation bank1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-1.20507,-0.28477,1.00042,0.99007,-0.31248,0.52792,1.21234,0.43676,7.0
0.34577,-0.53967,1.27315,-0.40258,1.2289,0.63229,0.84907,1.32459,9.0
-1.05577,0.8499,1.41687,1.47944,1.49765,0.26362,-0.25254,1.32459,9.0
0.37521,1.01064,0.79884,1.5538,0.6093,-0.37373,0.9985,1.32459,6.0
-0.98104,-1.62615,-0.21728,1.43541,-0.43662,0.05482,1.05795,-0.45107,5.0
1.63675,-0.62485,0.44037,1.28098,-0.57702,1.25104,0.93007,-0.45107,8.0
-1.21742,0.20182,1.46305,1.02222,-0.74834,-0.83261,1.36532,-1.3389,1.0
0.81276,0.6947,1.55579,0.07093,-0.33659,0.31037,-1.62947,-0.45107,8.0
-0.12219,-1.22923,-1.27578,-0.88814,0.55138,-0.54488,-0.62803,-1.3389,7.0
1.68772,-1.57499,-0.21088,-1.07244,3.70451,-0.83253,-0.51676,-0.45107,10.0
0.76849,1.02978,1.65925,-0.78299,0.75378,-0.63272,-0.98421,0.43676,6.0
1.55115,0.72326,0.24861,-0.40089,1.51046,1.57134,0.7814,-0.45107,10.0
-1.70502,-1.0494,0.20626,-1.50627,1.26951,-0.98582,-0.32178,-0.45107,6.0
0.20781,0.94293,0.44967,-0.02445,3.28432,-0.82139,0.69682,1.32459,9.0
-0.54635,-0.53856,0.60957,0.70705,-0.4793,0.20657,-1.35782,1.32459,5.0
1.22389,1.7404,0.65479,-0.54408,-0.50666,-0.9328,1.32249,-1.3389,2.0
0.04152,-0.31852,1.26943,-0.25093,-0.88781,-0.96073,-1.46612,-1.3389,1.0
-0.40083,1.51024,-1.09536,-1.32985,-0.5388,-0.47845,-0.51725,-0.45107,4.0
-0.42915,-1.12407,-0.9928,-1.53235,-0.50792,-0.38038,0.96014,-0.45107,3.0
1.28651,-1.05264,-1.24458,1.40261,0.68377,-0.79332,-1.60041,-1.3389,8.0
0.9509,-0.88848,1.56096,0.46319,-0.02806,-0.86122,0.67762,0.43676,3.0
-0.5411,1.17858,1.44364,-1.66095,-0.31999,-0.84939,0.31138,-1.3389,2.0
-0.82118,-0.74012,-0.79845,-0.99675,-0.29165,-0.6937,0.81688,-0.45107,4.0
-0.57003,1.73867,1.4847,1.32233,-0.47304,-0.65589,0.19584,0.43676,2.0
-0.78941,0.97783,-0.68303,-1.25467,0.83818,-0.93247,0.27692,-0.45107,4.0
