@relation bank1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.22976,-0.69979,-1.38572,-1.02563,0.20285,-0.05747,-0.57396,1.32459,7.0
0.29577,1.05501,-0.02949,1.26424,2.35011,-0.33524,-1.31097,-1.3389,10.0
-0.52497,0.74063,-0.21467,0.29583,2.50344,-0.54612,-0.52954,1.32459,10.0
0.76861,-0.77751,0.76387,-0.57235,-0.49553,1.69227,-0.02188,-1.3389,9.0
-0.23985,-0.70159,-0.22546,-0.4686,0.10475,-0.8844,-0.05983,0.43676,3.0
-0.08439,-1.03339,1.37947,-0.86055,-0.0536,-0.04943,-0.14378,-0.45107,6.0
-1.25925,0.81264,0.03625,0.00997,-0.93988,-0.99002,1.44448,1.32459,1.0
-0.96228,-0.44405,1.6168,1.22412,0.54462,-0.28404,0.35132,-1.3389,6.0
-0.04681,0.43988,-0.0234,-0.22551,-0.77876,0.69406,0.95881,0.43676,7.0
-0.79249,0.75399,-1.59713,1.13555,-0.92142,-0.60071,0.03301,0.43676,1.0
0.03945,1.32832,-0.22993,0.2034,0.01133,-0.94927,0.29479,-1.3389,4.0
0.08349,0.89069,-0.77157,-1.63207,-0.93058,0.9199,-0.2126,-1.3389,8.0
-0.10434,-0.19474,0.38374,-0.27907,-0.73772,-0.91602,1.47571,0.43676,1.0
-1.22572,1.18626,0.50705,1.7657,-0.5817,1.92136,1.19561,-1.3389,8.0
0.50236,-1.35592,0.43127,1.08041,-0.92216,-0.18326,-0.37678,-1.3389,5.0
0.52104,0.67808,0.15416,-0.95023,-0.5988,-0.16301,1.64179,0.43676,5.0
-1.69276,-0.01687,1.28036,0.83213,-0.16186,0.1467,-0.32236,-0.45107,5.0
-0.46933,-1.11753,1.40166,-0.64686,-0.96167,1.84269,0.51135,-0.45107,9.0
0.04787,-1.07251,1.72325,-1.52249,-0.94165,-0.48129,0.99573,0.43676,2.0
0.51016,-0.7909,0.19151,0.85765,0.11495,2.42055,0.30038,0.43676,10.0
-1.0763,-0.90769,-1.07777,-1.37757,0.02348,0.7219,0.31816,-1.3389,7.0
0.89347,0.26596,0.31681,-0.79449,-0.06472,-0.9515,0.75856,-0.45107,3.0
-1.6127,0.17584,0.03206,1.46355,-0.16431,-0.8464,0.91059,1.32459,2.0
-1.34054,0.8221,-1.03054,0.22267,-0.3532,-0.37012,0.14968,1.32459,3.0
0.38559,0.94746,1.68007,0.24977,0.23578,-0.43462,0.71681,0.43676,4.0
