@relation bank1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.35776,0.70966,0.72878,-1.31887,1.77406,-0.87255,-1.05491,-1.3389,7.0
-0.81,0.88375,0.10382,0.02975,-0.53439,2.61949,-0.50396,-0.45107,10.0
-0.55641,-1.32495,-1.46297,-1.71343,2.32364,0.11994,0.04183,-0.45107,10.0
-0.60442,-0.42724,1.02328,-0.38861,-0.57704,2.90476,0.36533,0.43676,9.0
0.88691,-0.60841,-1.39173,0.72592,-0.86652,-0.30754,1.59875,1.32459,3.0
-0.57545,-0.19131,-0.64878,-1.6355,-0.92118,1.04702,1.37416,-0.45107,6.0
-0.06723,-0.30003,0.96748,0.28447,-0.91729,-0.98915,-0.90631,1.32459,1.0
-0.32394,0.61339,0.61065,1.00255,-0.6287,0.29751,-1.6731,-1.3389,6.0
0.51348,-0.60795,-0.75584,0.87409,-0.09708,0.03944,0.76665,-0.45107,7.0
-1.68575,-0.04942,-0.77042,0.26189,-0.92681,-0.98051,-0.16428,-0.45107,1.0
-0.44396,0.09581,-1.31567,0.44823,0.31129,-0.91446,1.29441,1.32459,4.0
0.25122,0.19193,1.04582,-1.72022,-0.46047,0.79347,-1.343,-1.3389,8.0
-1.26429,1.17336,0.21706,0.83522,-0.78366,-0.54638,0.17982,1.32459,1.0
-0.0974,0.1536,-1.28809,-0.02704,-0.0734,0.54492,-1.79564,0.43676,8.0
-1.30705,1.27237,0.38366,0.53994,-0.93722,0.38483,-1.27957,0.43676,5.0
1.19543,0.86409,1.02733,1.59888,-0.33466,-0.11788,-0.23686,1.32459,5.0
0.79474,-0.33779,-0.98502,1.03714,-0.65602,-0.07371,0.40725,-1.3389,5.0
1.39103,-0.83342,-0.52637,1.48876,0.58422,1.40813,-0.0003,1.32459,9.0
1.56047,-0.24686,0.3033,0.52342,-0.41104,-0.99153,0.74528,-1.3389,2.0
0.68205,0.17909,-0.62304,-1.29731,1.02627,0.99475,-0.93793,-0.45107,10.0
-1.49034,1.68255,1.41964,1.19565,1.25847,-0.64114,0.99724,1.32459,7.0
-0.55356,-0.0953,0.36038,1.75478,-0.45389,-0.41042,1.17395,1.32459,3.0
-0.98476,-0.65875,-1.40366,0.68372,-0.95901,-0.54533,-0.01941,0.43676,2.0
1.05134,1.6813,-0.15377,0.41313,-0.79427,-0.25153,0.6959,1.32459,3.0
0.0193,1.17421,-0.78136,-1.25372,-0.17235,-0.68641,1.12563,0.43676,4.0
