@relation bank1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
1.12413,-0.05146,0.38654,-0.37342,0.15009,0.56478,0.19641,-0.45107,7.0
-1.64874,-0.03901,-0.98914,0.85445,-0.29426,1.77427,0.81163,1.32459,9.0
-0.78154,0.63866,1.17122,0.89215,1.04423,0.03036,-1.36953,0.43676,9.0
1.3644,0.01752,0.54224,-0.6813,-0.96543,0.71622,1.60769,0.43676,6.0
1.24058,0.21162,-0.92039,-0.1967,0.23197,-0.56482,-0.17501,-0.45107,5.0
1.17063,-1.15593,-1.36,-1.63859,-0.39213,0.41405,-1.14434,0.43676,8.0
-1.61062,0.61285,1.71637,1.15818,-0.68047,-0.94606,0.92395,-0.45107,1.0
-0.18836,0.14022,0.68078,0.57722,-0.37034,0.73682,0.6822,-1.3389,8.0
1.52245,-1.45675,0.50292,0.31616,-0.98579,0.85252,-1.98159,-1.3389,7.0
0.64946,1.03974,-0.03739,-0.98402,1.88082,4.84044,1.40257,0.43676,10.0
-1.03333,-1.29139,1.71285,-1.4254,-0.2133,0.21097,0.79675,1.32459,6.0
-0.78981,-0.74603,0.03789,-0.53368,0.79932,1.6339,1.36017,0.43676,10.0
-0.92741,0.29779,1.11674,-0.04861,-0.95956,0.75375,-0.2104,-0.45107,6.0
-1.26913,-0.44877,1.04111,1.24275,-0.57814,1.24813,-0.51023,1.32459,9.0
-1.46569,-0.13617,-1.48792,1.66625,-0.35119,-0.13582,0.80755,1.32459,5.0
0.68983,1.59763,0.07061,-0.86242,-0.79901,-0.37386,0.81085,-0.45107,2.0
1.37973,0.55709,-1.2742,-1.26535,-0.96175,-0.71813,0.92401,0.43676,1.0
1.45053,1.30456,0.69474,1.20819,-0.00358,-0.44895,0.80487,0.43676,4.0
-0.00631,0.51075,1.16486,-0.1163,-0.11721,-0.74453,-0.43114,-1.3389,3.0
0.72065,-0.77792,1.70622,1.42132,1.0042,-0.40794,0.49971,1.32459,8.0
-1.24854,-0.20586,1.20463,-1.68933,-0.9531,-0.23877,-0.28614,0.43676,3.0
1.43348,-0.06244,-1.17629,-1.1551,-0.68365,-0.80347,0.25572,1.32459,2.0
-0.83571,0.41023,-1.17364,1.01983,-0.92094,0.10001,-0.09899,-1.3389,4.0
-1.46929,-0.31725,0.00535,0.5409,-0.93152,-0.07307,-1.25309,-0.45107,2.0
0.75119,-0.05166,1.62716,-0.60627,0.52716,-0.96414,-1.00568,-1.3389,4.0
