@relation census2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.05565,-0.26621,-0.42074,0.02988,0.24315,-0.04559,-0.11669,-0.32765,-0.46299,0.07922,-0.46667,-0.41082,0.26215,0.05952,-0.74897,-0.62086,8.0
3.35085,0.1207,1.54364,-0.66185,-0.27728,-0.31216,-0.04849,-0.75527,-0.22056,1.00863,-0.17537,1.46506,-1.69211,1.98361,0.22657,-0.28912,9.0
-0.11004,0.83546,-0.24646,-0.30592,-0.54032,0.88545,-0.35527,0.85847,-0.7037,-0.78845,0.71473,-0.26848,-0.91466,0.56399,1.27514,1.53284,1.0
-0.11522,0.77023,2.14779,-0.05074,-0.18394,0.26519,-0.35527,-0.29399,-0.7037,-0.31971,1.05448,1.97335,0.0915,1.8008,0.2882,-1.48234,1.0
-0.11379,-0.19634,-0.42394,1.09986,0.22242,0.42676,-0.35527,0.3235,-0.7037,-0.61639,3.03137,-0.41082,0.32971,-0.6177,-0.60784,1.53284,4.0
-0.08212,-1.28192,-0.09251,0.37717,1.43679,-0.56518,0.83744,-0.2044,-0.49467,-0.51201,-0.31867,-0.10581,0.27638,0.19191,-0.6044,0.02525,5.0
1.03057,-0.27704,2.11275,-0.71331,-0.28549,-0.36466,0.21609,-0.30714,-0.02896,0.48626,-0.42631,2.08637,0.05561,0.28194,-0.37,-0.35598,7.0
-0.04261,0.5679,-0.41335,-1.19222,-1.29693,0.96348,0.12662,1.80844,0.04982,-0.13712,-0.79612,-0.40532,0.13746,-1.10306,1.60902,-0.09072,7.0
-0.0549,-0.57466,-0.4192,0.51566,0.54095,-0.32638,0.13287,-0.55304,-0.34978,-0.14819,-0.48748,-0.41082,0.31767,-0.14206,-0.70947,-0.14226,6.0
0.40315,0.87715,-0.35453,-1.23232,-1.00152,0.79392,-0.20035,0.78513,0.60152,0.31973,-0.65381,-0.34416,-7.2263,3.50617,2.50527,-0.99991,10.0
