@relation census2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.10128,0.32084,-0.28408,-0.6488,-0.40135,0.21394,-0.35527,-0.04843,1.6304,0.3245,-0.61432,-0.22349,0.28207,1.18393,0.4559,-1.48234,4.0
0.08212,0.79507,-0.34324,-1.31395,-1.49077,0.83837,-0.35527,1.27196,0.68683,0.54659,-0.88302,-0.33314,0.21219,-1.48267,0.0441,-1.18082,9.0
0.01648,0.24497,-0.3636,-1.13011,-1.0743,1.07905,-0.35527,1.41212,-0.23561,-0.27138,-0.92579,-0.34495,0.09767,-1.57733,0.29794,-1.14732,9.0
0.89041,-0.04268,-0.35426,-0.24069,-0.40951,-0.49448,0.09769,-0.44011,0.81345,1.10213,-0.65075,-0.34999,0.03575,0.62485,-0.11902,-0.62294,9.0
-0.09908,-0.57028,1.9794,-0.36956,0.47513,0.39192,-0.35527,-0.23572,-0.7037,-0.62445,0.43744,1.85742,0.22395,1.72801,0.77019,0.9298,2.0
-0.11713,0.72402,-0.42394,1.57122,2.45793,-0.96762,-0.35527,-1.76052,-0.7037,-1.12498,0.9685,-0.41082,0.32971,0.66008,-0.39913,1.53284,1.0
-0.05858,-0.96951,-0.42059,1.13773,1.5844,-0.59503,0.35155,-0.74694,-0.10339,-0.35867,-0.25407,-0.40206,0.28682,0.39577,-0.24184,0.24062,3.0
-0.11373,-0.58271,-0.42394,1.64837,0.96906,-0.34903,-0.35527,-0.74628,0.61217,-0.671,0.02425,-0.41082,0.32971,-0.18829,-0.22673,1.53284,2.0
-0.02586,0.00296,-0.41418,-0.75651,-0.62558,0.24983,-0.3297,0.08804,0.96381,0.6009,-0.58508,-0.40762,0.21327,0.57489,-0.49061,0.40215,9.0
-0.10839,0.29745,-0.39423,-0.56939,-0.79503,1.08419,-0.35527,1.42678,-0.7037,-0.85549,-0.82304,-0.38232,0.32971,-1.69534,-0.86565,0.02525,9.0
-0.11737,-0.46318,3.70655,0.86832,2.15861,0.56671,-0.35527,-0.41404,-0.7037,-1.12498,0.25871,2.73628,0.32971,-0.2174,7.13508,-1.48234,8.0
0.27199,0.18769,0.18598,-0.86012,-0.68468,0.56462,-0.3492,0.6193,-0.05212,0.15706,-0.43443,0.23765,0.21334,-0.64549,-0.18239,-0.39113,8.0
-0.06529,0.23342,-0.40317,-1.16547,-1.12894,1.53708,-0.35527,2.24309,-0.46371,-0.50402,-0.87324,-0.38455,-0.91936,1.16827,2.2708,-1.48234,10.0
-0.11557,-1.20526,-0.42394,2.65533,1.74019,-0.75841,-0.35527,-1.49284,-0.7037,-1.12498,0.67304,-0.41082,0.32971,-0.11744,-0.02347,1.53284,2.0
-0.11334,0.50963,-0.42394,1.87629,1.54824,-0.36396,-0.35527,-1.0443,-0.7037,-0.9136,0.23232,-0.41082,0.32971,-0.5415,-0.76517,-0.47728,2.0
-0.1137,0.70287,-0.42394,-0.43964,-1.13917,0.49344,-0.35527,0.23186,1.0787,0.41235,-0.55514,-0.41082,0.23875,-1.24675,-0.30396,0.52778,7.0
-0.11692,-1.64355,-0.42394,1.33142,2.19388,-0.83103,-0.35527,-2.01836,-0.7037,-1.12498,-0.1852,-0.41082,0.12961,-0.91923,-1.19221,-1.48234,1.0
-0.11674,0.68717,-0.42394,0.88731,0.54694,0.28789,-0.35527,-0.05262,-0.7037,-1.12498,0.72668,-0.41082,0.32971,-0.52701,-1.19221,-1.48234,1.0
-0.11033,-0.9813,2.78495,-0.15323,0.52882,0.61808,-0.35527,0.19713,-0.7037,-0.7781,-0.32757,2.96369,0.32971,0.62414,0.27928,-1.48234,3.0
0.14948,-0.071,-0.41456,0.17975,0.04282,0.7708,-0.20793,0.97361,-0.39782,-0.59735,-0.75226,-0.40077,0.23918,-0.97175,-0.64856,-0.17139,10.0
-0.08554,-0.07957,-0.39346,-0.67641,-1.099,0.78016,-0.35527,1.04253,0.29154,-0.13781,-0.58737,-0.37451,0.27892,-1.57308,0.12106,-0.97981,10.0
0.03557,-0.12756,-0.4011,-0.28147,-0.35564,0.58748,-0.35527,0.44571,-0.59861,-0.20942,-0.67857,-0.39548,0.01597,-0.01861,-0.71862,-0.54659,10.0
0.01863,-0.08345,1.34182,-0.81563,-0.68834,0.88819,-0.12114,1.21445,0.02988,-0.53829,-0.44213,1.36271,0.29227,-0.51973,0.41013,0.05875,8.0
-0.09849,0.09228,-0.4089,0.68199,-0.12052,0.2356,-0.35527,0.10319,0.35995,-0.20759,-0.5118,-0.39788,0.27543,-0.92617,-0.15454,-0.8793,6.0
0.04699,-0.63573,0.90988,0.10467,0.48435,-0.62574,0.45422,-0.6606,0.05131,0.2588,-0.65145,0.84238,0.20209,0.19428,-0.43441,-0.05698,9.0
-0.11708,0.22858,-0.42394,3.52986,2.53619,-2.05873,-0.35527,-2.57725,-0.7037,-0.53162,1.8348,-0.41082,0.32971,-0.18288,-1.19221,-1.48234,1.0
-0.11074,0.31123,-0.42394,-0.34443,0.62713,0.38069,-0.35527,-0.24,-0.7037,-0.58239,0.29903,-0.41082,0.27621,-0.25635,1.30598,0.52778,2.0
-0.11429,-0.67708,-0.42394,0.93692,-0.50846,-0.01354,-0.35527,0.16392,1.00122,0.93371,-0.96206,-0.41082,0.32971,-2.0831,-1.19221,1.53284,9.0
-0.11623,0.55536,-0.42394,-0.4017,-0.2871,0.54951,-0.35527,0.63942,-0.7037,0.65509,-0.57141,-0.41082,0.32971,-1.28106,-1.19221,1.53284,4.0
16.74055,0.87144,0.19812,-0.76687,-0.86118,-1.23943,0.40779,-1.16316,0.22812,3.02506,-0.48307,0.1986,-1.10507,1.51184,0.11027,-0.88381,10.0
-0.03342,-0.39299,1.67009,-0.79573,-0.22745,0.03371,0.20143,0.16229,0.26837,0.09909,-0.37781,1.69202,0.27018,0.34792,-0.06973,-0.47728,8.0
-0.10365,-0.45197,0.35956,-0.83345,-0.69086,0.6042,-0.35527,0.64705,0.43953,0.55129,-0.12422,0.38159,0.30054,1.16072,0.16483,-0.27627,2.0
-0.08882,-0.91866,-0.42056,1.18116,0.93611,-1.30747,0.44183,-1.56102,-0.47987,0.1105,1.7706,-0.41082,0.23834,1.37756,-0.55369,0.42198,6.0
-0.11203,-0.06621,-0.42394,-0.35672,-0.40368,0.40745,-0.35527,0.15964,0.49916,-0.29501,-0.49774,-0.41082,0.32971,-0.85256,-0.59204,-1.48234,3.0
