@relation census2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
0.29269,-0.30914,0.55128,0.32029,0.24577,0.27143,-0.21379,0.08266,-0.40638,-0.30117,-0.83348,0.49011,0.27376,-0.93928,-0.56876,-0.15005,8.0
0.20352,0.7439,-0.3621,-1.20982,-1.24179,0.61783,-0.1828,0.90154,-0.0428,0.36183,-0.68992,-0.34853,-0.61316,-0.6427,0.09612,0.15088,9.0
-0.11742,2.2511,-0.42394,2.49766,0.52882,-0.33669,-0.35527,-0.79152,-0.7037,-0.13024,0.1669,-0.41082,0.03545,0.40285,-1.19221,-1.48234,1.0
-0.1169,2.2982,-0.42394,-1.23147,-0.30644,1.17512,-0.35527,1.03502,-0.7037,-1.12498,1.89365,-0.41082,0.32971,4.02582,-1.19221,-1.48234,1.0
-0.06477,-0.66689,-0.41833,0.21918,0.29556,-0.2612,0.1588,-0.37813,-0.42697,-0.21799,0.01538,-0.40577,0.32265,0.46868,-0.27784,0.8628,4.0
-0.1166,-0.91516,-0.42394,-0.19218,-1.13598,1.48102,-0.35527,2.13498,-0.7037,-1.12498,0.49789,-0.41082,0.08569,-1.05769,-1.19221,-1.48234,5.0
-0.11306,0.77261,-0.38723,-0.38449,-0.26102,0.51465,-0.35527,0.47238,-0.7037,0.11845,0.52035,-0.35823,-0.25881,-0.62788,-0.30396,0.02525,7.0
-0.11126,0.22858,-0.42394,-0.48347,-0.05593,0.43221,-0.35527,0.10982,1.53704,-0.54519,-0.83248,-0.41082,0.32971,-1.15043,-0.49827,1.53284,7.0
-0.09887,0.16806,-0.00982,-0.40675,-0.57655,1.21396,-0.35527,1.71221,-0.7037,-0.91182,-0.83021,-0.08024,0.32971,-1.38731,-0.58659,-1.48234,6.0
0.28074,0.22617,-0.24206,-1.04093,-1.22304,0.57087,-0.05396,1.01804,-0.47948,0.02478,-0.31188,-0.24277,0.19553,-1.37573,-0.74524,-0.48274,10.0
