@relation census2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.10848,-0.69854,-0.30402,1.03727,1.45312,-0.47957,1.42332,0.44021,-0.7037,-0.81751,-0.36627,-0.24826,0.28423,-0.44976,0.73876,1.53284,4.0
0.05299,3.80519,1.08258,-2.01611,-2.05738,-0.86694,3.38954,3.1627,-0.61284,-1.07796,-0.96535,1.30936,-1.19094,-0.46184,2.53809,-1.48234,9.0
-0.00124,-0.98538,-0.37421,0.85495,0.45865,-0.87184,-0.02088,-1.0945,-0.4198,0.64787,-0.42992,-0.37353,0.26596,0.49643,-0.98865,-0.53018,9.0
-0.08281,0.3288,-0.41831,-0.3,-0.45973,0.90126,-0.35527,1.15253,-0.24879,-0.3795,-0.6549,-0.41082,0.30649,-1.5871,-0.4681,-0.14226,9.0
-0.06512,-0.69717,-0.2413,1.09215,1.45841,-0.37888,0.28043,-0.50343,-0.29692,-0.6338,0.78361,-0.24759,-0.49364,0.62911,-0.22673,0.82339,2.0
-0.10025,-0.55109,-0.41844,1.04687,1.63029,-0.7055,0.39307,-0.79152,2.08017,-0.23314,-0.00395,-0.41082,0.28912,-0.5249,-0.35948,1.1021,1.0
-0.09465,0.47564,-0.41552,-0.62362,-0.6275,-0.40454,-0.35527,-0.75009,1.64789,0.85258,0.94524,-0.40009,-0.00028,1.28308,-0.55775,1.19782,3.0
-0.11528,0.19058,-0.42394,-0.36063,-1.02143,0.23525,-0.35527,0.35186,-0.7037,1.44372,-0.69805,-0.41082,0.20306,-0.00086,0.11403,1.53284,2.0
-0.02738,-0.68015,-0.41291,1.83534,1.67933,-0.71618,-0.18489,-1.12832,-0.35308,0.03627,-0.89064,-0.4057,0.12217,0.37606,-1.08899,-1.0516,9.0
-0.09536,0.17529,-0.41526,-0.42548,-0.31678,0.76988,-0.35527,0.83824,0.02113,-0.31227,-0.43911,-0.3976,0.25573,-1.16572,0.16389,-0.72854,9.0
-0.08677,0.02327,-0.41128,0.23133,0.54611,-0.42875,0.40698,-0.2807,0.03062,0.22618,-0.68078,-0.40189,0.30473,-0.24242,-0.55165,1.53284,8.0
-0.0936,-1.72635,0.52378,1.193,2.09277,-1.38127,0.85851,-1.44749,-0.42638,-0.21606,0.20759,0.40863,0.28725,0.22371,-0.24353,0.64199,8.0
0.3173,0.19805,-0.0796,-0.32665,-0.13027,-0.73839,0.1074,-1.12425,0.20667,1.51585,-0.21064,-0.06448,-1.93613,1.75771,0.35004,0.37809,10.0
-0.10863,-0.57361,-0.4138,1.92179,2.64419,-1.69132,1.663,-1.58646,-0.7037,-0.85549,-0.3791,-0.41082,0.32971,-0.28602,0.08191,1.53284,2.0
-0.11402,0.13427,-0.42394,0.96581,1.54555,-0.95536,-0.35527,-1.97117,-0.7037,-0.13024,0.1138,-0.41082,0.32971,-0.78354,0.51595,1.53284,2.0
-0.11346,0.97676,-0.40416,-0.62723,-0.30419,-2.0329,-0.25174,-2.68383,0.47741,1.93116,2.82017,-0.41082,0.1489,0.45937,-0.36362,0.62829,7.0
-0.11813,-2.34937,-0.42394,3.0264,1.16362,1.40819,-0.35527,2.21121,-0.7037,-1.12498,0.97955,-0.41082,0.32971,-0.67693,-1.19221,1.53284,1.0
-0.11564,0.14474,-0.42394,2.51789,1.99616,-0.43197,-0.35527,-1.10658,-0.7037,-1.12498,1.33591,-0.41082,0.32971,0.57554,-1.19221,1.53284,1.0
-0.10776,0.1577,-0.42394,0.9738,0.71533,-0.05785,-0.35527,-0.67918,-0.06296,-0.90393,0.25963,-0.41082,0.23162,-0.3631,1.18702,0.52778,3.0
-0.11359,-0.02202,-0.42394,2.3091,-0.05636,-0.67371,-0.35527,-0.86962,-0.7037,0.11238,7.64781,-0.41082,0.2687,-1.5067,-0.33813,0.35299,10.0
-0.0497,0.28212,-0.33336,-1.2724,-1.21114,0.78088,-0.28262,1.0075,0.06468,0.28884,-0.92772,-0.30337,0.21208,-0.81724,-0.31742,0.02525,10.0
1.87912,0.18143,0.83246,-0.39949,-0.38267,-1.06852,0.23498,-1.40462,-0.04753,1.81389,-0.53912,0.8872,-1.42076,1.67722,0.16171,-0.36131,10.0
-0.1162,-1.27802,-0.29487,0.62621,-1.1184,1.4657,-0.35527,2.1719,-0.7037,-1.12498,0.05797,-0.27586,-2.69059,-0.28602,3.24901,1.53284,8.0
0.04773,0.22741,-0.40761,-0.65154,-0.57273,0.70687,-0.35527,0.85116,0.31554,-0.33379,-0.58702,-0.39561,0.30607,-0.2623,-0.41921,0.29584,6.0
0.03076,-0.3585,1.13099,0.25911,0.41531,-0.06824,-0.22479,-0.4594,-0.14205,0.2402,-0.54069,1.05321,0.17859,-0.2816,-0.17263,-0.44856,9.0
-0.11555,-0.16124,-0.42394,1.11739,1.28137,-0.17006,-0.35527,-0.77671,-0.7037,-1.12498,-0.02534,-0.41082,0.32971,0.72365,-0.18284,-1.48234,1.0
-0.10943,-1.48376,-0.42394,2.25077,2.07104,-1.14626,1.03203,-0.82049,-0.7037,-0.46441,0.34118,-0.41082,0.21246,-0.48503,-0.79567,1.53284,2.0
