@relation census2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.10291,-0.17562,-0.39178,-0.25119,-0.47486,0.44468,-0.35527,0.29189,0.30956,0.18592,-0.44912,-0.39233,-0.21319,-0.14387,0.20818,0.32677,4.0
-0.04863,0.14321,-0.1707,-0.1397,0.22251,-0.70842,-0.03895,-1.06738,-0.17721,1.18184,-0.14433,-0.16113,0.03956,1.11081,-0.37098,0.71052,9.0
-0.09881,-1.95433,2.07355,2.94389,2.69901,-1.05912,-0.35527,-1.75374,-0.39444,-0.00472,-0.15333,1.45064,0.26659,1.19943,-0.05568,0.64602,9.0
-0.08106,0.54901,0.11279,-1.1561,-1.30127,1.07911,-0.35527,1.51484,0.34899,0.32774,-0.678,0.23243,-1.51009,-1.07242,2.33724,-0.47728,9.0
-0.11034,-0.37415,-0.42394,0.12644,0.56994,0.14961,-0.35527,-0.42665,0.19569,-0.65955,-0.21393,-0.41082,0.32971,-0.5275,-0.99034,0.02525,2.0
-0.11464,-0.23807,0.91672,-0.77967,-0.44528,0.55209,-0.35527,0.0698,-0.7037,-0.3734,0.67304,1.09915,-0.11495,-0.44432,1.58355,-1.48234,1.0
-0.10802,-1.09694,-0.42394,2.10578,1.49468,-0.94067,1.54651,-0.14077,-0.7037,-0.86482,-0.21532,-0.41082,0.32971,-0.83591,-0.92785,0.9298,3.0
-0.11658,0.19058,-0.42394,0.56427,-0.27303,0.60599,-0.35527,1.09082,2.99561,0.15129,0.57917,-0.41082,0.32971,-0.87683,-1.19221,0.9298,2.0
-0.10196,0.84264,-0.42394,-1.66143,-1.58453,-0.30398,-0.35527,-0.32152,-0.7037,2.52089,0.04807,-0.41082,0.30676,0.84223,-0.83691,-1.20823,9.0
-0.08905,0.45041,-0.29436,-0.67456,-0.61083,1.01282,-0.35527,1.26078,0.46161,-0.57218,-0.79752,-0.26203,0.04725,-1.5525,0.17132,1.53284,9.0
-0.02471,-1.20834,-0.38857,1.21435,1.56578,-0.85622,0.29843,-1.12958,-0.33433,-0.16922,-0.77727,-0.40273,0.30332,-0.26762,-0.7439,0.1623,8.0
-0.00739,0.06693,-0.25653,0.27654,0.58504,-0.8209,-0.35527,-1.29223,0.94549,1.7199,-0.27473,-0.309,-0.45358,0.31869,0.03219,0.06202,8.0
0.05382,0.43932,-0.21152,-0.33706,-0.25317,-1.14076,-0.35527,-1.37308,0.35324,3.00538,3.22074,-0.21506,-0.00012,0.01382,-0.43065,0.26687,10.0
-0.11347,-0.38389,-0.42394,0.93984,0.34761,-0.00977,-0.35527,-0.28483,0.61217,-0.44402,1.25682,-0.41082,0.32971,0.64083,-1.19221,1.03031,2.0
-0.11715,-1.49058,-0.42394,0.52971,0.2307,-0.58811,-0.35527,-1.38536,-0.7037,-0.31971,-0.22252,-0.41082,0.32971,-0.65375,1.0284,0.02525,2.0
-0.10568,0.38869,-0.41612,0.17867,0.08168,0.23981,-0.35527,0.10082,0.41989,0.03793,-0.83189,-0.41082,0.32971,-1.33541,0.29722,-1.48234,7.0
-0.11525,0.48308,-0.42394,0.82667,0.60729,-0.03964,-0.35527,-0.86726,-0.7037,-0.74496,1.33655,-0.41082,0.32971,-1.08456,0.04146,1.53284,1.0
-0.11507,-0.74606,-0.42394,0.07961,-0.43685,0.06066,-0.35527,-0.44361,1.40452,-0.76131,0.03549,-0.41082,0.22213,-0.64139,-0.74809,1.53284,1.0
-0.10817,-0.84554,-0.29783,0.31037,0.51158,0.17903,-0.35527,-0.22729,-0.7037,-0.12287,-0.1564,-0.30485,0.32971,0.15307,0.12958,0.77905,3.0
-0.11359,-0.02202,-0.42394,2.3091,-0.05636,-0.67371,-0.35527,-0.86962,-0.7037,0.11238,7.64781,-0.41082,0.2687,-1.5067,-0.33813,0.35299,10.0
