@relation census2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
0.14384,0.17057,-0.41321,-0.23431,-0.10579,0.18569,-0.35527,-0.20059,-0.21654,-0.04737,-0.74934,-0.39932,0.27414,-0.5948,-0.52306,-0.94115,8.0
0.01305,0.23325,-0.36508,-0.39529,-0.55265,0.28296,-0.23323,0.28068,-0.02398,0.783,1.28703,-0.35897,0.17836,-0.18942,-0.10473,0.32677,9.0
-0.11329,-0.44199,-0.40479,0.54924,2.07443,-0.59918,-0.35527,-1.50938,0.56944,-0.68574,0.82502,-0.41082,0.26474,1.14435,-0.94547,1.53284,1.0
-0.11139,-0.27721,-0.42394,0.99751,0.48787,-0.31683,-0.35527,-1.03725,0.26213,-0.45855,-0.31394,-0.41082,0.23114,-1.1906,0.39394,-0.47728,1.0
-0.10782,-0.06673,-0.03915,0.44514,0.49969,0.14512,-0.35527,-0.32081,-0.7037,-0.55174,-0.04216,-0.02288,0.26188,-0.35386,0.49739,-0.72854,4.0
-0.08036,-0.67329,0.68785,0.12745,0.52291,0.29798,-0.35527,-0.0179,-0.31506,-0.38755,-0.60621,0.63122,0.29996,0.10099,-0.15556,0.1623,5.0
-0.11704,1.03068,-0.42394,-0.02839,-1.77651,1.23868,-0.35527,2.34829,-0.7037,0.65509,0.92336,-0.41082,0.32971,-0.56588,-1.19221,-1.48234,7.0
-0.08943,1.5858,-0.20976,-0.76696,-1.31712,-3.4802,6.00077,0.91526,-0.7037,-0.38091,-0.5768,-0.38221,0.32971,-0.68706,-0.56961,0.02525,7.0
-0.08241,0.21265,-0.38497,-0.40253,-0.6788,0.547,-0.33341,0.49867,0.16096,-0.23004,-0.23452,-0.33196,-0.13358,0.28924,0.13832,0.12576,6.0
0.24115,-0.13577,0.20778,0.48339,-0.77487,-0.37203,-0.32746,-0.19681,-0.22983,1.69019,3.85706,0.12852,0.22428,0.81151,-0.69401,-0.56887,10.0
