@relation census2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.11558,-0.32946,-0.35598,0.19372,0.25375,-0.12649,-0.35527,-0.42536,-0.7037,0.5452,-0.59918,-0.32251,0.08268,-0.08116,-0.36976,-1.48234,8.0
-0.08229,1.73769,-0.33793,-0.60057,-1.34508,-1.26157,-0.13741,-1.16917,0.64052,3.67823,0.72903,-0.32675,-0.80697,2.56255,-0.60784,-0.8123,9.0
-0.11784,-0.12662,-0.42394,1.47535,0.06107,-0.0409,-0.35527,0.52454,8.63266,0.48555,1.31672,-0.41082,0.32971,-0.94346,-1.19221,-1.48234,1.0
-0.11771,0.27017,-0.42394,2.93433,2.26618,-1.10049,-0.35527,-1.8401,-0.7037,0.12766,2.18019,-0.41082,0.32971,-0.45591,-1.19221,1.53284,1.0
-0.08241,-1.44817,-0.3794,0.7202,1.10283,-0.85964,0.94168,-0.64495,-0.28159,-0.39686,-0.50672,-0.38002,0.28663,-0.10924,-0.70367,-0.09072,4.0
-0.10374,-0.42599,-0.38996,-0.07397,-0.44125,0.75129,-0.35527,0.65269,-0.7037,-1.03574,0.13391,-0.37307,0.25051,-0.03554,0.2882,-1.48234,5.0
-0.08121,-0.17821,-0.41586,0.16158,0.43287,-0.01942,0.357,0.14827,-0.01975,-0.22046,-0.89222,-0.41082,0.28317,-0.26097,-0.83569,-0.27627,7.0
0.93647,-0.59573,1.57636,-0.2846,0.0619,-0.3025,0.10786,-0.33982,-0.04847,0.34439,-0.44024,1.48403,0.26574,0.48768,-0.32451,-0.36099,7.0
-0.11812,-5.04662,1.94248,1.51395,2.49829,-2.62059,-0.35527,-2.47673,13.30086,1.29082,1.44094,2.14365,0.32971,-1.09777,2.50881,-1.48234,6.0
-0.07396,1.40453,-0.41266,-0.58979,-1.0518,-3.1437,-0.33756,-2.70167,0.13599,6.02069,2.91592,-0.40571,0.30114,0.47335,-0.96562,-0.05013,10.0
-0.11669,1.06964,-0.42394,0.61166,-1.24704,-0.29208,-0.35527,-0.71374,3.06677,0.17584,2.553,-0.41082,0.32971,0.03381,-0.0819,1.28158,2.0
-0.10421,-0.80716,-0.42394,2.20232,2.12003,-0.9388,0.85715,-0.75926,-0.7037,-0.61383,-0.61226,-0.41082,0.32971,-0.48216,-0.37581,1.53284,2.0
-0.11154,-0.49942,-0.42394,1.68341,1.36979,-2.05702,3.48162,0.32717,0.68683,-0.16551,-0.59693,-0.41082,0.32971,-0.86422,-0.82211,-1.48234,5.0
2.38164,0.65336,1.35847,-0.62169,-0.43044,-2.07954,1.13749,-1.77812,0.29299,2.57048,-0.05059,1.07383,-0.4178,1.6443,-0.46979,-0.66659,8.0
-0.11452,0.25941,-0.37394,-1.23972,-1.36,0.82947,-0.35527,1.36276,-0.7037,0.26971,-0.16114,-0.33708,0.02028,-1.22992,-1.19221,0.02525,9.0
-0.1105,0.14103,-0.42394,0.70661,0.12593,0.82947,-0.35527,0.86096,-0.7037,-0.9608,-0.17008,-0.41082,0.32971,-0.79669,-0.05924,1.53284,5.0
-0.11397,-0.22631,-0.42394,-0.75702,-0.58092,0.49449,-0.35527,0.10924,-0.7037,-0.52637,-0.13714,-0.41082,0.24117,-0.66414,0.49007,0.52778,1.0
-0.11412,-0.68439,0.98778,-0.79845,-0.34624,0.49033,-0.35527,0.21065,-0.7037,-0.52637,0.3762,0.9817,0.32971,0.64169,0.46144,1.53284,6.0
-0.11271,0.71875,-0.42394,-0.22454,-0.19426,0.62886,-0.35527,0.58435,0.6392,-0.43002,-0.21739,-0.41082,0.32971,-1.11004,-1.19221,0.52778,2.0
-0.11481,0.55536,-0.42394,-0.36979,-0.70982,0.74877,-0.35527,0.62974,1.65852,-0.71749,-0.2135,-0.41082,0.32971,-1.86606,-0.60784,1.53284,5.0
0.44849,0.01952,-0.40425,-0.42291,-0.62236,0.20373,-0.13335,0.22927,0.25925,0.39167,-0.61861,-0.39707,-0.17804,-0.24895,-0.18761,-0.32024,8.0
-0.10467,-0.68026,3.24428,-0.2965,0.28919,0.55241,-0.35527,0.31909,0.47741,-0.10627,-0.50704,3.07926,0.29957,0.16203,-0.03026,-1.48234,5.0
-0.11218,-0.00618,-0.40813,-0.52425,-0.43685,0.40248,-0.35527,0.55235,-0.7037,-0.04787,-0.12108,-0.41082,0.32971,-0.56051,0.72947,1.53284,6.0
-0.10731,0.38579,2.02051,-0.55904,-0.30448,0.85386,-0.35527,0.7876,0.07744,-0.58599,0.08281,1.75488,0.24999,-0.36458,2.0533,0.32677,5.0
-0.07399,-1.85492,2.10229,0.52065,0.16918,-1.06735,1.36408,-0.49337,-0.7037,-0.2268,-0.69379,2.27464,0.26557,-0.59138,-0.6122,0.71052,8.0
-0.113,0.85618,-0.42394,0.61891,0.22122,0.59851,-0.35527,0.47238,0.73794,-0.37892,0.27108,-0.41082,0.32971,-1.33144,-0.49827,0.77905,3.0
-0.11552,0.94947,-0.42394,0.64851,-0.50725,0.54618,-0.35527,0.5389,1.87609,-0.23495,-0.46069,-0.41082,0.32971,-0.98623,-1.19221,1.53284,4.0
-0.11631,2.36933,-0.42394,-1.78337,-1.87263,-1.46475,-0.35527,-2.06154,-0.7037,2.30616,0.90979,-0.41082,0.32971,2.44176,-1.19221,-1.48234,8.0
0.00624,-1.07044,-0.29175,2.86025,1.74115,-1.05623,0.41686,-0.87532,0.33121,0.18717,1.53013,-0.29944,0.16336,2.17522,-0.52752,-0.31084,7.0
