@relation bank2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
1.21147,1.01873,-0.84912,-0.87188,1.73666,-0.79799,0.47579,0.19914,0.25306,-0.27213,1.45596,-0.39808,0.48995,1.70881,-0.44993,-0.53365,-1.12234,1.81284,0.3865,1.67908,1.30555,-1.21938,-1.05864,-0.26746,1.63048,0.6157,0.20492,-0.93795,1.11731,0.60415,1.133,-0.00206,3.0
-0.23777,0.80091,6.46708,-0.63553,0.43724,0.74981,1.20173,0.48427,1.29896,-0.2725,1.45828,-0.97143,-0.17532,-0.01118,1.3247,-0.9316,1.72865,-0.47862,0.60524,-1.55069,0.16195,1.26024,-0.01523,1.01139,-0.82954,1.22812,-0.07719,-0.19282,-0.69505,0.60415,-1.08095,1.40521,1.0
-0.11289,-1.40356,-0.94698,-0.56264,0.87173,1.45419,-0.07041,1.53595,1.65727,-0.4707,-1.03252,-0.48563,0.80512,0.22749,2.07751,-0.59486,-0.94408,-0.91717,0.44564,-1.44807,-0.37297,-1.21938,-1.69316,-0.36592,-0.25579,0.00329,-1.14404,-0.26938,0.50681,-1.22821,-0.90289,-0.7057,4.0
0.41446,-1.10905,-0.95882,0.16452,-0.39897,-0.91355,-1.18562,1.31527,-0.70221,-0.6607,1.10912,-0.36188,0.36405,-1.26095,0.76877,0.9825,0.92438,-0.92922,1.61829,0.87063,-1.66084,-0.59947,0.48292,-1.49272,0.57565,1.22812,0.04452,0.14522,-1.40976,-0.61743,-0.68189,1.40521,2.0
0.89323,1.17764,1.73011,-0.93861,-0.53294,-0.58565,-1.48328,1.20286,0.67739,0.6614,-0.03221,0.21346,0.83245,1.23494,-0.22867,-0.51348,-1.63646,-0.85529,-0.07754,1.18167,1.37278,-0.59947,0.97751,-0.05094,-1.35953,1.84053,1.48257,-1.59142,-0.87785,1.21494,-1.07642,0.70158,5.0
-0.92704,-0.66727,-0.61411,-0.64016,-1.07598,0.63648,0.33461,1.58627,-0.3989,-0.72637,1.38866,-0.77846,0.21707,0.05772,1.54309,-0.16055,-1.61741,3.91929,1.10896,-0.38028,-1.08191,-1.21938,-0.34396,-0.69242,-1.12504,1.84053,-0.31194,-0.55561,1.57194,-0.61743,0.47266,1.40521,10.0
-1.69776,-0.6771,-0.77494,-0.24562,-0.15274,-0.59269,-0.7088,0.3622,0.72378,1.26368,-1.39176,0.45623,-1.3771,0.42665,-0.93539,-0.65146,1.64116,-0.31367,0.17542,-0.55725,1.49556,-0.59947,1.72488,1.46744,-0.0386,0.00329,0.98032,0.66896,-1.43335,-0.00664,0.76434,-0.7057,5.0
-0.91149,-1.57792,-0.84357,-0.86897,1.52811,-0.99995,0.75319,-0.72966,0.37393,0.90365,1.26826,0.09034,0.3666,-0.86799,-0.90474,-0.95859,0.60104,-0.93604,-0.92357,-0.395,0.4926,2.50005,-0.30736,-1.35875,0.62274,0.6157,1.31067,-1.50504,0.1514,1.21494,-0.69966,1.40521,4.0
-1.07808,0.85969,-0.48706,-0.54455,1.29099,2.57539,-0.73818,0.5714,-0.45789,-0.91551,-0.36092,-0.67745,1.06724,-0.35107,-0.42622,-0.45781,-1.27366,-0.84354,-1.01364,1.05391,-0.06107,-1.21938,-1.04981,0.2854,0.53998,0.00329,-1.37854,1.55668,-1.51188,-0.61743,-0.91992,-1.40934,7.0
0.14044,-1.01806,1.91186,-0.74651,0.85103,0.1312,1.68016,0.20956,-0.32659,0.23286,-0.0121,0.12021,-1.62102,0.54916,1.15915,4.84171,-0.40644,-0.7311,0.47818,-0.98246,-1.2333,1.88014,-0.34927,0.18249,-0.95768,1.84053,0.97411,-1.4083,-0.08826,-0.00664,1.25916,0.70158,7.0
