@relation bank2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.62117,1.4442,0.72107,-0.22769,-0.58918,1.15897,1.18391,-1.63492,0.35643,-0.94543,1.08424,0.32105,-0.82563,1.26923,0.27256,0.06473,1.52203,-0.1777,1.0297,0.76606,-1.30435,-1.21938,0.03668,-1.47832,0.87179,-0.60912,-1.13785,-1.3168,-0.76129,-0.61743,-0.11761,-1.40934,5.0
1.44991,-0.65569,0.62645,0.2343,1.73523,0.40701,1.21352,-0.24945,-0.2196,-0.64521,0.00666,0.1984,-0.54305,-1.6917,-0.8137,0.0041,1.31652,0.28721,-1.00919,0.89759,-0.97663,-0.59947,-0.43501,0.56341,-1.04585,0.00329,-0.21127,-1.52916,1.27463,0.60415,-0.65526,0.70158,9.0
0.46506,1.17862,-0.73997,-0.89758,-1.03726,-0.59554,1.0455,1.53685,0.64339,0.12227,1.04645,-0.86369,0.5315,-1.66354,-0.65475,-0.48196,-0.94051,2.04395,-0.66921,0.31152,0.85998,1.88014,-1.16367,-1.0158,-1.6903,-1.22154,-0.59045,0.24371,-1.67714,-0.00664,1.41483,0.70158,7.0
-0.30159,-1.49552,1.11869,-0.91294,-1.19301,0.26429,-1.58975,-0.20053,-0.06424,-0.77785,0.64408,-0.458,0.16902,0.30288,1.86253,0.40035,-0.63929,-0.38421,-0.36643,-0.48131,-0.81773,-1.21938,1.59402,0.28947,1.66691,-1.22154,0.76554,-0.99712,0.30557,-0.00664,-1.26903,-0.7057,4.0
-0.89419,1.27887,-0.51974,-0.83829,-0.14643,-0.24639,-1.5945,-0.96031,-0.68413,-0.53215,-0.92665,-0.9504,-1.33805,-0.86515,0.90396,2.68707,1.15995,0.1578,-1.14277,0.79725,-1.05609,0.64034,-0.92318,-0.8267,-0.9933,0.00329,-1.03969,-0.96283,-0.99733,-0.00664,-0.34423,-0.7057,3.0
1.54643,0.70835,-0.62948,1.31839,1.28589,-0.29136,1.48414,1.5768,-0.82391,0.31024,1.73816,1.41356,-1.30642,0.73567,0.75982,-0.47195,-0.40108,0.21484,0.75694,-1.21702,-0.61738,1.26024,0.3639,1.27755,0.09052,-1.22154,1.55461,1.66471,0.2013,-0.00664,0.7715,-0.00206,6.0
0.5963,-0.0169,0.53571,0.19062,1.41825,-0.75001,1.04937,-1.64951,-0.93055,-0.19173,-1.20606,0.1765,0.853,0.42334,-0.74025,0.96305,-1.63951,-0.6753,0.38214,-0.30467,-0.94056,-0.59947,1.41343,-0.52728,-0.08562,-0.60912,-0.9038,-0.96359,0.5712,0.60415,-0.37051,1.40521,1.0
-0.0179,0.27259,1.63948,-0.08259,0.95214,-0.65574,-0.59285,0.58541,0.05676,-0.34643,0.31419,-0.43412,1.1858,1.11993,0.47274,2.05458,-1.26014,-0.53076,1.21754,0.85093,0.24064,-0.59947,1.2161,1.07757,-0.72946,0.00329,-0.47257,0.93867,1.60233,-1.22821,-0.37815,-1.40934,4.0
1.25565,-0.32719,-0.84689,2.29523,-1.00482,-0.13159,1.6857,0.22478,-0.45479,-0.2322,-0.11967,-0.72914,-0.67754,-0.28349,1.3876,0.98639,0.69671,0.6912,-0.81911,0.78254,-0.68601,-1.21938,1.12887,-0.17125,0.31225,2.45294,0.01593,1.3739,0.77327,-0.61743,-0.13821,1.40521,6.0
-0.14598,-1.2084,0.35529,-0.94952,1.04827,2.09195,-0.59742,-1.40156,0.82216,-0.69672,-0.77935,-0.47855,1.50141,1.01003,-0.32059,-0.04774,1.10152,1.20262,-1.43087,-0.02512,-1.6435,-0.59947,0.09304,1.50798,-0.87594,-0.60912,-0.03446,-0.20533,-0.82907,-0.61743,-1.71572,-1.40934,8.0
1.27458,0.12559,0.45874,3.31006,-1.01399,-0.80105,0.06302,-1.54502,-0.80026,0.80829,1.09739,-0.53405,0.3629,-1.13981,-0.68577,-0.7567,0.79507,-0.45944,1.057,0.88834,-1.32414,0.64034,0.45457,-0.78912,0.64134,1.22812,0.51198,-0.54343,-0.24006,0.60415,-0.17642,-0.00206,5.0
-0.33956,-0.52236,1.23059,-1.00206,-1.1358,1.48315,-0.62969,1.19229,-0.10255,0.14637,-0.36276,-0.64964,-0.01598,0.24635,-0.25151,-0.31563,0.21976,0.37439,-0.81972,0.95459,-1.60126,0.64034,1.63875,-0.07485,0.48275,0.6157,0.00637,-1.19061,0.93328,-1.22821,-1.39764,-0.00206,8.0
-0.88959,1.16407,3.36811,-0.12061,0.19977,-0.63026,1.37871,-0.69777,-0.01102,-0.25445,-0.02763,-0.2994,-1.40656,1.02589,-0.04465,0.39899,0.02018,-0.59037,0.2657,-1.23146,-0.93032,0.02043,-0.11854,-0.5427,-1.09037,0.00329,-0.49641,1.65456,-0.92354,-0.61743,0.34876,-0.7057,4.0
