@relation bank2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-1.32385,-1.71141,0.3728,-0.46401,1.38311,2.27885,-1.06274,0.6064,-0.65424,-0.3069,0.77072,0.70914,1.29728,-1.26376,0.09284,-0.44519,1.02112,-0.7912,-0.03333,0.51002,1.19013,-0.59947,-0.11062,-0.23729,-0.9862,-0.60912,-0.33168,-1.47929,1.71939,1.21494,-0.88948,-0.00206,5.0
1.65224,-1.56564,0.39671,-0.46183,-0.04334,0.12091,-0.65119,1.12465,-0.69828,0.20889,0.38813,0.38434,-1.07729,1.60695,-0.74812,-0.76661,1.05547,-0.42219,-0.29009,1.21206,1.63608,-0.59947,-1.20375,1.58161,-0.79958,1.84053,0.148,-0.16421,-1.61734,0.60415,1.73924,1.40521,9.0
1.11627,1.60853,0.25096,-0.90821,-0.94356,1.07921,-0.62701,0.6789,-0.97577,-0.7626,-1.01754,1.97727,1.4414,0.95714,-0.60793,-0.59184,1.4108,-0.91778,0.99927,-1.10057,-0.8501,0.64034,1.15117,0.98964,-0.65448,0.00329,-1.0145,-0.36252,-0.76356,-0.00664,-1.00775,-0.7057,7.0
-0.43755,-1.39723,1.12332,0.29701,0.36877,-0.81857,-1.36848,0.45813,-0.43932,-0.61682,1.12142,-0.80558,-0.36762,-0.30053,0.3623,0.52914,1.02702,-0.28477,0.43832,0.61396,1.41226,-0.59947,1.15404,1.41654,-0.78336,0.6157,1.5081,0.45888,0.64742,-0.00664,-0.18465,-0.7057,4.0
-0.98553,-0.23425,0.42094,1.1297,-0.79725,0.15055,0.29206,-0.66968,-0.1517,-0.46873,1.40701,-0.64899,-0.21547,0.48458,-0.20536,-0.06351,-1.29709,-0.93386,1.45917,-0.73251,0.10319,-1.21938,-0.57791,1.55621,-0.11564,-1.22154,-0.33457,0.96336,1.09486,-0.61743,-1.21216,-0.7057,3.0
0.80721,-0.87389,-0.36945,0.31939,1.55166,2.72794,-1.44098,-0.51147,-0.35761,-0.58227,0.03407,-0.80115,-1.48889,-0.07422,1.2719,-0.98468,-0.02957,-0.6062,-0.63033,-0.8507,-1.30838,1.88014,-1.68352,-1.22679,1.67678,-1.22154,-1.42793,-0.27528,1.61535,-0.00664,0.58132,1.40521,6.0
-1.20472,-0.2005,-0.50486,3.25549,1.08696,0.98557,0.66428,-0.569,-0.83932,0.05082,-1.67178,-0.51669,-1.26242,-1.17027,-0.695,0.58319,-0.19354,0.27076,0.57287,0.92115,0.26581,-0.59947,1.2868,1.26622,-1.70387,-1.22154,-1.61946,-0.34183,-1.63732,1.21494,-1.20807,-0.00206,1.0
1.54136,-0.31807,2.51736,1.45749,0.52318,-0.50148,-1.09201,1.56835,1.90461,2.40854,-0.95483,-0.85152,-0.37031,0.07545,-0.56812,0.54315,1.4436,0.76367,-1.98379,-0.85857,-0.81624,-0.59947,-1.34634,1.55376,0.04973,0.00329,-0.42846,-0.58425,-1.30692,1.21494,-1.07148,1.40521,4.0
-0.37705,1.00503,0.60155,2.24526,-0.63123,-0.69501,1.6527,0.92897,0.81825,0.58069,1.66104,-0.13583,-0.22031,-1.04501,0.14111,0.03291,1.37665,0.1657,0.74899,0.34262,-0.17234,-0.59947,0.25391,0.211,-0.30588,-0.60912,-1.07805,-1.25092,0.21263,-0.00664,1.31041,-0.7057,6.0
-0.3815,0.62624,-0.50478,-0.36466,0.44089,-0.41542,0.35257,-0.63419,-0.08487,-0.85547,0.14517,0.08223,0.44523,-0.45503,0.08003,-0.9034,1.64945,-0.83416,-0.66362,0.23972,-1.10388,-0.59947,-0.54569,-0.12969,1.11455,-0.60912,-0.23995,-1.48594,-0.51397,-1.22821,1.52294,-1.40934,8.0
-1.48283,-1.185,1.82241,-0.15411,0.82222,0.49262,1.15629,-1.63431,0.79151,0.60808,0.93295,-0.86465,0.61001,-0.48212,-0.77199,1.70186,-0.05176,-0.2981,-1.23147,-0.19671,1.56293,0.02043,0.53705,0.6773,0.36232,-1.22154,1.59811,-1.23305,1.20771,-0.61743,-0.79339,-1.40934,5.0
