@relation bank2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.81072,-1.26799,0.42573,-0.45648,1.40081,-0.67546,-1.35044,-0.8354,0.04178,4.29712,-0.29551,0.22215,-0.54864,0.65917,-0.91536,-0.70213,0.54649,-0.64971,-0.31991,0.81789,1.20172,1.88014,-0.8502,0.34597,0.33312,1.22812,1.64087,-0.5671,0.94952,-1.22821,0.24953,0.70158,3.0
1.18262,-0.01324,2.00679,0.19483,0.03026,-0.68369,-0.47366,-0.97,0.22874,-0.62394,-0.36615,-0.79734,1.63314,-0.85621,-0.49389,-0.56925,1.67949,-0.86292,-0.70921,-0.22869,-0.49965,-0.59947,0.50299,1.10231,1.31226,-0.60912,1.29893,0.96584,0.90663,-1.22821,0.42952,-1.40934,1.0
-0.0622,1.54822,-0.08509,1.42186,-1.27559,0.57465,-0.68195,0.05931,0.13982,0.44131,-0.76795,-0.85595,-0.70999,0.48901,0.12181,-0.04408,1.43349,0.16554,0.54579,0.40584,-0.35734,0.02043,-1.17395,-1.45116,1.33312,0.00329,1.00481,0.74607,-0.79827,-1.22821,0.12585,0.70158,4.0
0.11455,0.22904,-0.9001,-0.99668,1.73265,-0.938,-1.1714,1.28582,1.20974,-0.6155,1.2662,-0.96519,0.38963,1.28579,-0.50838,1.1951,-0.88968,-0.75803,0.2558,-1.23283,0.07307,-1.21938,0.76063,-0.3131,0.22959,0.6157,1.68816,-1.02335,0.12103,-0.00664,1.37528,1.40521,2.0
1.01519,0.76801,1.0504,-0.74721,-0.77373,1.1235,0.89039,0.84175,-0.84414,0.38785,0.56635,-0.01966,-0.82717,1.4838,0.33589,1.3286,1.11087,-0.67177,1.45085,1.5945,1.00485,0.02043,-0.67943,-0.79734,0.91403,0.00329,0.52235,1.13206,-0.35646,-1.22821,0.77454,-1.40934,5.0
-0.35678,-0.15845,2.80896,-0.92213,0.75204,3.90486,-0.80112,1.38607,-0.57308,1.24255,-1.45736,-0.37322,-1.16474,0.9677,-0.14238,-0.76374,0.94198,0.42969,1.05845,1.58733,-1.16756,1.88014,-1.60332,-1.5285,0.37856,1.84053,-1.73177,0.50378,-0.54845,1.21494,1.46157,0.70158,10.0
-0.26412,-0.44193,-0.55169,1.53154,0.11665,-0.71544,-0.01419,-0.02816,-0.63281,-0.91957,0.06089,-0.43554,1.26447,-0.35052,-0.66215,-0.55673,-0.30899,-0.39938,-1.47418,1.27365,0.23017,-1.21938,1.18722,1.65488,-0.99159,-0.60912,-1.30912,1.36426,1.13641,-1.22821,-0.03862,-1.40934,5.0
1.28158,-0.02069,-0.30554,-0.41393,-1.24715,1.61206,0.94976,-0.88482,0.0128,-0.95649,0.63906,-0.29399,-0.95104,-0.42797,-0.82244,-0.83418,-1.20628,-0.59015,-0.80584,-0.22076,0.94301,-0.59947,0.88777,-1.31073,0.5693,0.00329,-1.14732,1.28659,-0.84162,1.21494,-0.38475,0.70158,4.0
1.25823,1.07616,-0.59709,-0.17894,-1.191,1.01342,-0.34299,1.15569,0.60041,-0.86038,0.86231,-0.93201,-0.57274,-1.28668,-0.97442,-0.00214,-0.96377,-0.41092,-0.52111,-1.21531,-0.2322,0.02043,-1.209,-0.87518,-1.54574,-0.60912,-1.26045,-0.60536,-0.47547,-0.61743,0.89426,-1.40934,7.0
-0.31825,-1.35165,-0.42894,0.06159,-0.59139,0.79882,1.43112,0.00311,-0.45277,-0.82526,0.04536,0.49263,0.57413,-1.65063,-0.17555,-0.24819,0.58808,0.02999,1.07094,-1.48777,0.97356,0.64034,0.18789,0.63201,-0.78225,-1.22154,1.49688,-1.37601,0.38059,-0.00664,-1.66847,0.70158,7.0
1.69061,-0.99538,0.49831,0.35873,-0.16736,-0.83876,0.13534,-0.9449,-0.25789,1.61578,-1.20965,-0.68498,0.82644,-0.33591,0.61311,0.79717,0.97276,-0.85605,0.12626,0.18906,-0.80631,2.50005,1.49569,-0.0969,-0.77308,-0.60912,-0.12909,-0.8523,-1.42272,1.21494,-0.38468,1.40521,1.0
0.04689,0.64749,-0.39229,-0.64115,-1.43442,-0.28425,-1.65284,1.00638,-0.2492,1.8725,0.32303,-0.24435,0.69343,1.72406,-0.14912,-0.65352,-0.87048,-0.0386,-1.25408,-1.42625,0.18193,1.26024,-0.08773,-0.66804,0.26185,0.00329,0.79333,0.76347,-0.06731,-1.22821,0.88459,-0.00206,5.0
-1.54802,0.94308,0.15052,1.7215,-1.62975,-0.66784,-0.28044,-1.71162,0.30807,0.87609,0.09238,-0.26664,-0.10942,0.87931,-0.7699,-0.21373,-0.4254,-0.91728,0.70394,1.33483,1.48733,-0.59947,-0.53362,-0.77277,-1.01631,-1.22154,-0.70094,1.27871,-0.33609,-0.61743,-1.15556,-1.40934,3.0
0.71999,0.28557,-0.32739,0.51914,1.01687,-0.59487,-0.61985,-1.72899,0.40063,-0.1378,1.13837,-0.87631,0.53212,0.85257,-0.68051,1.63653,0.76021,-0.67721,-0.09393,-1.02304,-0.53027,0.64034,1.13078,-0.15919,-1.47386,0.6157,0.42628,-1.41634,-1.21161,0.60415,-1.46579,-0.00206,1.0
1.67617,0.48426,-0.29006,-0.27399,1.68084,2.68688,1.31268,1.22802,-0.60596,-0.1631,-1.34847,-0.55582,0.74267,0.98186,0.9297,4.50341,1.28529,-0.44317,1.89152,-0.60261,-0.47646,0.02043,-1.38412,-1.32597,0.09077,-1.22154,1.44682,-0.50305,-0.73495,-0.61743,0.74803,-0.7057,9.0
1.22305,-1.61204,-0.77211,-0.52711,1.0055,-0.16589,-0.18778,-1.64662,-0.97414,1.23386,0.61314,0.48372,-0.53456,1.14947,-0.4796,-0.91468,-1.26885,0.27179,0.04728,1.31632,-1.61486,-1.21938,1.40838,-0.37235,0.98387,-1.22154,1.24343,0.29445,-0.25199,-0.00664,-0.15449,-1.40934,7.0
-0.88871,0.32611,2.78018,2.24172,1.24253,-0.79829,-1.72191,0.05476,-0.26344,-0.96301,-0.35759,0.18117,0.3891,0.41791,-0.60988,-0.97142,0.45545,-0.79314,1.59017,0.43984,0.62095,-1.21938,-0.24903,0.24939,1.55091,-0.60912,-1.59831,-1.38506,-0.93052,-1.22821,0.611,-1.40934,5.0
0.75706,0.25408,0.54347,-0.88255,-0.74551,1.81902,0.15308,0.17726,-0.61914,-0.15342,0.59241,2.86899,-0.32972,1.62769,0.16008,0.33819,-0.02299,-0.78849,-2.04358,-1.67578,0.93012,0.64034,1.35473,-0.73966,1.62778,0.6157,-1.72169,-1.30301,1.25107,-0.61743,0.80559,-0.7057,9.0
-1.55226,-0.66256,0.43827,0.50441,1.57356,1.35334,1.31886,-1.63888,-0.19536,-0.62791,-1.57546,-0.71147,1.64201,-1.60499,0.24656,0.53818,1.63758,0.83038,0.68803,1.32214,0.18489,0.64034,-0.38126,-0.27839,1.11511,-1.22154,1.51017,1.60651,-0.43325,-0.00664,-0.54388,-0.7057,9.0
0.305,-0.37289,2.31013,0.24818,-1.41014,-0.18062,1.481,1.46094,-0.50607,-0.83566,-1.68975,-0.62641,1.21134,-1.27555,1.90641,3.32747,-0.36766,-0.82945,0.92219,1.447,1.33386,-0.59947,0.54151,-1.435,-1.4269,-1.22154,0.0995,1.00075,0.52892,-0.61743,1.05423,-1.40934,6.0
1.6968,-0.6405,-0.74171,0.20671,0.29751,-0.70696,-0.20247,0.75699,0.07063,-0.44627,0.436,1.58495,0.12624,0.58182,-0.09677,0.32268,1.49919,0.44229,0.62042,-0.99447,1.21119,2.50005,1.21047,0.444,0.41556,1.22812,0.1792,0.29399,1.42834,2.43652,0.30662,1.40521,8.0
1.4086,-0.25528,-0.88571,0.23667,-0.25255,-0.8523,1.33305,1.12629,0.76973,0.83107,0.48614,-0.41349,-0.80067,0.78779,0.71663,1.59546,-0.60965,-0.78389,0.243,0.24221,1.68382,0.64034,-1.6167,0.79697,-1.27553,-0.60912,0.00807,-1.48887,-1.18765,0.60415,1.57472,-0.7057,2.0
1.395,0.20192,-0.68102,0.33893,0.99825,-0.61925,-1.54498,-1.36084,1.35668,-0.5208,1.42854,1.02601,-0.47927,-1.07625,-0.21544,1.98712,-1.22103,-0.92009,-1.53132,-0.07702,-0.03499,-1.21938,1.58917,-0.71549,0.71329,-1.22154,-0.74004,0.9652,-0.21849,-0.00664,-0.42159,-1.40934,6.0
0.77637,1.0134,0.34285,-0.36998,1.38611,-0.80208,0.8853,-1.41996,-0.5339,0.40634,-1.6899,-0.20749,-0.95899,0.54022,-0.89621,2.25953,1.24303,1.30156,0.52979,-0.7458,1.532,0.02043,1.69952,-1.35701,-1.20219,-1.22154,-1.25304,1.12388,0.0738,-1.22821,1.42162,-1.40934,7.0
-1.71863,-0.35403,1.52662,-0.89873,0.37512,3.85982,1.28131,0.52538,-0.55431,0.24052,0.82927,-0.93464,-0.85486,1.06868,0.04487,2.56834,-1.43026,-0.05215,0.344,-0.08997,-0.4598,1.88014,-1.15711,0.56665,0.87213,-0.60912,0.84927,0.21215,-1.18521,-0.61743,-0.21905,0.70158,9.0
-0.98838,0.81906,1.12294,-0.02571,-1.11816,-0.10644,-0.81505,-1.32418,-0.8816,0.85766,1.59298,-0.77269,-0.05628,-1.03372,0.0155,-0.38059,0.63078,-0.01241,-1.16912,0.40114,-1.52461,-0.59947,0.18582,-0.94284,1.52536,-0.60912,-1.55925,-0.70024,1.10473,-1.22821,-0.85256,-1.40934,8.0
-1.59371,-0.04978,-0.87892,1.10003,-0.80275,0.09632,-1.01163,-0.89509,-0.17687,-0.92936,-0.09096,-0.28671,-1.60441,0.59313,-0.24099,-0.82369,0.0838,-0.68786,0.87496,-0.60111,1.15775,1.88014,-0.35941,-0.15733,0.48569,-1.22154,-1.56496,-0.59497,1.15915,-0.00664,-1.01277,0.70158,3.0
1.6563,0.72461,-0.87706,-0.57092,0.5998,1.51664,-0.37431,-0.33642,-0.81273,-0.71748,-0.09278,-0.65545,-0.13678,1.15826,-0.67736,-0.15499,-1.71117,0.52429,1.21101,0.164,1.45515,-0.59947,-1.35082,-0.97415,-1.04741,-0.60912,-0.84941,-0.60514,-0.66116,-1.22821,0.22094,-0.00206,10.0
0.76314,-1.36586,-0.72496,-0.91471,1.00953,1.1203,0.78829,1.11669,0.21104,-0.94807,-0.71551,0.4262,-0.57799,1.32003,1.00276,-0.68388,-0.21099,-0.74315,1.94258,0.9567,1.09859,2.50005,-0.51978,-0.87503,1.02916,-1.22154,1.12009,0.71227,0.84201,-0.61743,-0.64932,1.40521,2.0
-1.02444,0.2851,-0.80401,-0.37222,-0.54443,-0.65211,0.82262,1.04973,1.85959,0.86727,0.55992,-0.82959,1.64471,-1.61793,-0.547,-0.28029,-0.24744,-0.27597,-1.41405,1.10448,-0.00957,-1.21938,1.05506,1.1351,1.45582,-0.60912,-1.06048,0.65924,0.39891,-0.61743,-0.67055,-1.40934,3.0
0.99352,-0.50561,-0.35339,0.00545,-0.65794,0.84664,0.77585,0.56018,-0.56495,0.88652,1.31366,-0.40393,0.84335,0.69287,0.15691,0.43953,0.49306,-0.82499,-1.82573,0.58806,-0.98833,-1.21938,-0.70901,-1.12617,-1.28455,-1.22154,-1.21494,-0.60394,-0.47442,-0.00664,0.91505,-0.7057,10.0
-0.25805,1.28169,-0.4946,-0.71749,-1.07151,1.03686,0.41035,-1.4502,-0.94306,4.59495,-1.08094,0.13237,1.54529,1.11737,-0.80206,0.0412,-1.1663,-0.88802,-1.12948,0.73646,0.63338,0.02043,-1.00847,-0.70965,0.92779,1.22812,1.09982,-0.45615,-1.68838,-0.00664,-1.50782,-0.00206,8.0
0.92338,0.42707,-0.74514,-0.92942,0.72892,-0.05884,0.21988,-0.48374,-0.68874,-0.96266,-0.12003,-0.73994,-0.36555,0.07617,-0.53156,-0.77553,-0.62916,-0.8413,-1.91361,-1.0614,0.18438,-1.21938,1.5355,-0.70704,1.33828,-0.60912,-1.53016,-1.04238,0.93431,-1.22821,1.5584,-0.00206,4.0
-1.53672,-0.85234,-0.97374,-0.24039,0.66161,-0.75887,0.41505,0.52856,2.23111,2.76882,0.65358,-0.87775,1.27011,-0.23714,0.16459,0.63834,1.12098,-0.89749,-1.08278,-0.46197,0.88195,-1.21938,-1.41423,1.27715,0.26483,-1.22154,-0.81555,-0.39466,-0.45205,0.60415,0.34966,-0.00206,1.0
0.75474,1.45675,-0.39769,0.75551,-1.42498,-0.14089,-0.12453,0.76125,-0.50227,-0.41527,0.48732,4.04767,-0.71445,0.27069,-0.83856,-0.77567,-0.67851,-0.42667,-1.71812,-1.205,1.35357,-0.59947,-0.81284,-1.41704,0.25397,-0.60912,1.55759,0.44817,0.19431,-0.61743,-0.04941,-0.7057,10.0
1.10063,-0.49048,1.14162,0.59108,1.42837,-0.39485,0.65266,-1.01847,6.11782,-0.35791,-1.53224,0.15161,-0.2793,0.89307,-0.183,0.18312,0.14932,-0.5477,1.19773,-1.09214,1.5383,-0.59947,-1.26637,-0.58984,-0.00536,0.00329,-0.89611,-1.24653,0.67408,0.60415,-0.792,-0.7057,6.0
-0.80993,-1.14416,-0.44269,-0.98179,-0.89819,0.05784,1.29999,-0.09735,-0.07537,0.05863,1.65316,-0.47993,1.54398,-0.7916,-0.11071,0.45448,1.34903,-0.4974,-0.85068,0.18528,-0.28645,0.64034,-0.85133,0.13461,-0.68242,1.84053,1.29186,-0.40298,-0.90329,1.21494,-0.34822,0.70158,2.0
-0.2708,0.46242,-0.52371,-0.43171,-1.29255,0.01588,0.43723,0.1759,1.27502,0.1099,0.57912,-0.46203,-1.03788,0.24801,-0.92541,-0.05868,-1.41598,-0.25824,0.09865,-0.76477,0.59975,-0.59947,-0.87552,0.08788,0.02566,-0.60912,0.61991,1.5978,0.14082,0.60415,-0.09813,-0.7057,4.0
