@relation bank2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
1.15054,1.26867,0.19012,0.7476,0.73222,-0.07429,0.35777,-1.1778,0.33533,-0.11653,-1.64517,-0.55026,0.83696,-0.17987,-0.82057,2.29106,-1.45095,-0.61625,0.88951,0.29469,0.52809,-1.21938,-1.47008,0.36274,-0.75653,0.00329,0.97364,1.28519,1.18333,-0.61743,-1.70266,-1.40934,5.0
0.37479,-0.78229,-0.74313,-0.4515,1.63448,-0.16355,-1.46628,0.57251,-0.55659,-0.97204,1.60925,0.68284,1.30492,-1.55375,-0.87809,-0.8846,-1.04839,1.06931,1.40389,0.41146,-1.3505,-0.59947,-1.57908,-1.16385,0.06178,0.00329,0.63668,-1.43102,-0.73389,-1.22821,0.5162,-1.40934,9.0
-1.1838,-0.26035,-0.7145,-0.70564,0.90192,0.14925,-1.68425,-0.1254,-0.79782,-0.60058,1.72015,0.10115,0.09247,0.74808,-0.55692,-0.79776,0.52464,-0.6461,1.00551,-0.68326,-0.83106,1.26024,-1.50294,-1.28621,-1.52829,0.00329,-0.18021,-0.95677,0.28092,1.82573,1.30303,0.70158,7.0
0.72841,0.27828,-0.04117,-0.73821,1.53506,-0.75866,1.17709,-0.94583,0.00647,0.27716,0.68597,-0.56817,0.53962,1.50538,-0.73729,-0.93086,-0.82414,-0.29363,1.28665,-0.8505,1.31876,-0.59947,-0.97092,0.39359,0.56131,0.6157,1.73976,-0.26504,0.39232,1.21494,0.44885,-0.00206,4.0
-0.58393,-0.79126,-0.70234,-0.07947,-0.60948,-0.82924,-0.47654,-1.20182,-0.99664,-0.55472,0.81995,-0.70445,-1.50229,0.77771,0.04834,-0.57455,0.63026,-0.81982,-1.30437,-1.35313,-0.25107,-0.59947,0.88356,1.07069,0.92819,0.00329,0.35338,0.32929,0.37496,-0.00664,-1.13101,-0.7057,3.0
-0.40518,1.44501,0.56627,-0.91431,0.36619,-0.94941,1.65915,-1.66894,0.32397,1.43294,-0.54246,0.13319,-0.91404,0.61086,2.30264,-0.85483,-1.12284,1.2055,0.36915,-1.70269,-0.09479,1.88014,-0.09495,0.128,0.96495,0.00329,1.24769,0.13759,-1.29401,-0.61743,-0.32472,1.40521,6.0
0.02961,1.56352,-0.88502,0.75609,-0.74756,-0.67324,-1.71921,-0.14422,-0.34189,-0.41525,0.86562,-0.91595,-0.00192,-0.80443,3.50301,0.0241,-1.34307,-0.74248,-0.99299,0.54266,-1.66761,1.26024,0.45011,1.47504,-0.63333,0.6157,-1.2078,-0.35766,-1.41492,-0.61743,0.42067,-0.00206,1.0
-0.81184,1.58215,-0.87561,-0.26992,-0.42721,-0.71259,-0.36651,0.02606,2.91875,1.0264,-0.66187,-0.73715,-1.40577,1.52083,1.10572,0.66277,1.28874,0.06141,0.04478,-0.61965,-0.54918,0.02043,0.32883,-0.28578,-1.40769,-0.60912,-0.36114,-0.00842,-0.10948,1.21494,0.06919,-0.00206,4.0
0.53696,0.61311,-0.7764,-0.8493,0.75054,-0.75999,1.03363,-1.28624,0.57908,1.41698,-0.37971,0.03847,1.35784,-0.20219,-0.07535,0.00497,-1.06,2.17465,-0.58616,-1.07887,1.501,-1.21938,1.08304,-1.5103,0.46886,-0.60912,1.31682,-1.37289,1.22115,-1.22821,-0.45513,-1.40934,6.0
-1.65449,-1.41113,1.33038,0.23947,0.54706,-0.99425,0.97916,-1.23487,-0.28724,-0.2296,-1.36514,0.4382,1.36993,-0.27257,-0.38401,-0.94346,-0.45137,-0.45257,-0.49218,-0.63594,-0.84501,-1.21938,1.04382,-0.90316,-0.48401,0.6157,-0.79604,1.37437,0.93072,0.60415,-0.44058,-0.7057,8.0
-0.10726,-0.58222,-0.54168,-0.92042,0.48925,-0.60554,1.2752,-1.3439,-0.02332,-0.9034,-1.11662,-0.11028,0.93621,-0.0342,-0.93299,-0.51737,0.4506,-0.56215,-1.99338,1.01295,-0.24357,-0.59947,0.21962,1.11572,-0.0672,-0.60912,-1.13881,-0.6444,-0.9453,-1.22821,-1.66974,-1.40934,5.0
-0.44114,0.21916,0.33068,-0.71015,1.1836,-0.67819,0.3537,1.26365,-0.80039,0.03247,-1.51345,1.68609,0.79779,0.75461,-0.46609,0.8296,1.70631,-0.72502,0.47947,0.07801,-1.06567,2.50005,0.46547,0.77811,1.10976,1.22812,0.32717,-1.71669,0.5477,-0.61743,0.17877,1.40521,8.0
0.30006,-1.07541,0.37206,-0.93722,0.21995,1.59525,1.29621,-1.69465,2.64501,-0.85212,0.28472,0.37342,-1.05691,-0.462,-0.81177,-0.89323,1.01686,-0.83235,1.40244,0.63511,-1.679,-1.21938,-0.01429,-0.55491,0.82773,0.6157,1.71133,-1.23248,-1.35446,-0.00664,1.62786,-0.7057,4.0
0.43428,-1.01175,0.646,-0.80731,1.62403,0.1745,0.48962,0.29381,-0.60338,-0.45762,1.20392,0.44529,0.67828,0.36977,-0.76924,-0.56234,-0.9957,-0.03015,-1.85127,-0.18921,0.8286,-0.59947,0.22473,1.10069,1.04966,-0.60912,-0.0988,-0.12255,0.23022,-0.61743,1.67119,-1.40934,8.0
1.2655,1.66018,-0.22692,-0.83067,-1.48286,0.45536,0.62091,1.18768,-0.43998,-0.74813,-0.39439,0.01444,-0.92836,-1.05623,-0.24433,0.09055,0.05989,0.05286,-0.90742,-0.23689,0.31821,0.02043,-0.51893,0.09224,1.54501,-0.60912,1.14211,-0.99284,-1.54136,-0.61743,-1.69598,-0.7057,9.0
-1.71709,0.57304,-0.69548,0.54882,-0.71234,-0.11568,-1.11961,-0.06084,0.31215,-0.2331,0.56583,-0.94927,1.30999,-0.71627,0.06817,-0.48647,0.64284,-0.76884,0.11352,-0.75172,1.08321,-1.21938,1.58193,1.16057,-0.98786,0.6157,-0.77295,0.1588,0.3974,-0.00664,1.41455,-0.7057,5.0
-1.41529,1.27783,0.07006,-0.62624,0.60419,-0.95762,1.01846,0.03288,-0.07639,0.27684,0.60712,-0.5699,-1.33648,-0.83384,-0.48804,4.88918,-0.06957,1.06208,-0.836,-1.65914,0.01988,-0.59947,-0.33345,-0.4581,0.44323,0.00329,-0.1948,0.77373,-1.34614,-0.61743,1.70059,-1.40934,4.0
-0.31967,1.31513,-0.46012,-0.51236,-0.60742,-0.63485,-0.79861,1.20337,2.5122,-0.91268,0.49692,-0.62159,-0.1788,-1.62505,-0.5342,-0.54158,1.62708,-0.88034,-0.80975,-1.47171,-0.44318,1.26024,-1.23726,-0.73212,0.69077,1.84053,0.24437,-0.07972,0.8951,0.60415,1.13049,0.70158,3.0
-0.98479,-1.69507,-0.17172,-0.99745,-1.52534,-0.96531,0.27715,-1.72637,-0.50037,-0.90034,0.07197,-0.62645,-1.71306,-0.19512,0.51706,-0.98571,0.60219,-0.0782,0.8954,-1.58034,-0.88439,-0.59947,0.06136,1.12026,-0.90079,-0.60912,-1.24244,-0.02212,0.89174,-0.61743,-0.86678,1.40521,1.0
-1.43435,-0.28235,-0.05617,0.48208,1.60439,-0.97831,-0.45735,0.90872,-0.07561,-0.71901,-1.24881,-0.87443,0.42583,-0.36058,-0.06369,0.1771,0.76587,-0.30238,1.64098,-0.57628,0.9959,-1.21938,0.03615,0.08605,0.32156,-0.60912,-0.80757,-0.60844,0.79826,-1.22821,0.24195,-1.40934,1.0
1.13842,-0.75636,0.76146,-0.76623,-0.43822,3.23009,0.76359,-1.03394,-0.87458,-0.39639,0.60396,0.10495,1.21611,-0.70539,2.01021,0.21428,0.14037,0.9447,-0.29592,-1.45327,-0.07835,-1.21938,1.18579,0.91379,1.10647,-0.60912,1.46459,-1.51331,1.41359,-1.22821,-0.47082,0.70158,8.0
-1.44848,0.30015,0.19198,0.44885,0.69189,-0.52351,-0.4195,1.06099,-0.05146,-0.66518,0.7966,-0.51315,1.08738,0.06718,-0.98319,-0.79731,-0.79466,-0.39343,0.34085,-0.84922,0.30748,-0.59947,-0.24464,1.63232,-0.38073,1.84053,0.57977,1.02574,0.39726,-1.22821,-1.03274,0.70158,2.0
-1.12574,0.42712,0.44828,-0.14055,-0.37219,0.36015,-0.06193,-0.04546,0.85641,4.3528,1.66908,-0.90572,-1.42397,-0.79031,0.33287,-0.06145,0.60601,1.57803,1.32661,-0.83352,1.71984,0.02043,0.40427,1.59305,-0.39668,-0.60912,0.04188,0.35139,1.34126,-1.22821,-0.51041,-0.7057,5.0
0.27688,-1.54063,0.47867,-0.95821,0.72791,-0.34787,-0.28052,0.31281,-0.96351,-0.32675,1.49482,-0.7532,-0.70091,1.03269,-0.82346,-0.44417,0.81795,-0.12266,1.33957,-0.98407,0.97976,-0.59947,-1.5176,0.77462,0.54938,0.00329,-0.02113,0.33827,0.38694,-0.61743,-0.32288,-0.00206,2.0
-0.8891,-1.60758,-0.29798,0.36248,0.98858,-0.81609,-1.10492,0.64533,1.1853,-0.07079,0.78831,-0.81357,-0.93995,0.41016,-0.53651,-0.90971,1.36708,0.07942,-0.73225,-0.09148,-0.23462,0.02043,1.44454,1.40396,-0.21612,0.6157,1.34397,-0.19749,-0.92652,-1.22821,-1.27392,-0.00206,2.0
0.82903,0.77197,-0.57403,0.92257,0.19132,1.68813,1.41514,-0.3549,1.2164,-0.00421,0.8334,1.66202,-1.15365,1.03274,-0.91887,-0.87083,1.32617,-0.51066,0.31618,0.439,-0.79536,0.64034,-1.48478,-1.24027,-1.46193,0.00329,0.94306,-1.49342,0.89407,-1.22821,-0.26272,-0.00206,10.0
-0.98356,-1.71593,-0.03748,-0.73465,1.26919,0.14546,-1.71144,-0.58651,0.70537,-0.71269,1.18738,-0.91628,1.18841,0.52502,0.17115,-0.81086,-0.46018,0.81073,-1.66699,1.13707,1.43874,-0.59947,-0.7797,-0.52068,-0.88658,0.00329,1.03825,-0.45123,-1.35374,-1.22821,0.01236,-1.40934,9.0
-1.67529,0.73618,-0.58003,-0.35981,0.05645,0.25521,-0.50191,-0.95629,0.06083,1.20636,-1.53095,-0.33504,0.26592,1.41338,-0.91376,2.31052,-1.36203,-0.95905,-0.8029,-0.59644,1.70082,-0.59947,0.4042,-0.10205,0.48148,1.22812,0.61827,-0.79359,0.78941,0.60415,0.67619,1.40521,1.0
1.3778,-0.03827,-0.83196,0.63445,0.50663,-0.83701,-0.74441,-0.4194,-0.92891,-0.42174,0.05596,-0.30394,0.92099,-1.45434,-0.27376,-0.91567,0.22406,-0.05929,0.64635,0.18387,-1.01284,-0.59947,0.21186,0.61576,0.67737,-1.22154,1.55432,-0.9987,-0.61902,-0.00664,0.82991,-0.7057,3.0
0.96387,0.81827,-0.08431,0.31665,1.3751,-0.8161,0.9667,1.34917,-0.3321,-0.86528,-0.91199,-0.95163,-0.23165,-0.55525,1.50776,-0.70982,0.67342,0.07483,-0.4406,-1.17927,-1.47056,-1.21938,-1.44866,-0.77764,-0.97651,0.00329,-1.03555,1.41043,-1.06017,0.60415,-1.43971,-0.7057,6.0
1.02167,0.20215,-0.57838,-0.92945,0.98611,-0.15788,-0.46859,-1.42928,1.39496,-0.15424,1.50102,-0.78497,1.41739,1.16321,1.23008,1.05889,1.30524,1.55349,-1.32511,-1.56082,-1.03017,-1.21938,-1.71777,1.14527,1.62456,-0.60912,-0.63385,1.379,-0.99101,1.21494,0.21565,-0.00206,3.0
1.27553,-0.8073,0.20509,-0.93729,-0.70375,0.72783,-1.43165,-1.47091,-0.54561,-0.96564,-0.55283,0.78842,0.87913,1.37465,-0.30438,-0.93593,0.23109,-0.81243,0.20041,-1.08458,-1.0569,0.02043,-0.49162,1.39094,0.40946,-1.22154,0.31298,0.71379,-1.64067,-0.61743,0.26235,-1.40934,10.0
-1.25078,-0.48487,-0.11675,-0.95888,-1.48618,0.01369,-0.86639,1.26168,2.72758,-0.33413,-0.77602,0.60669,-0.38571,-0.07938,-0.2717,1.82166,0.69222,-0.1664,-1.30817,-1.16147,0.64795,1.26024,1.35751,-1.05386,-0.45824,1.22812,-1.70142,-1.5296,1.66492,-0.61743,0.51361,-0.00206,7.0
0.64092,0.70063,-0.24028,-0.41002,0.62685,0.89504,0.66829,-1.51853,-0.63388,0.10847,-0.71709,-0.43839,-0.47496,0.09868,-0.51084,0.27548,-0.15574,-0.82991,-0.59676,-1.43384,-0.02719,0.02043,-1.44923,0.85882,1.52751,0.00329,1.24545,-1.29449,0.38391,-1.22821,-1.12767,-0.7057,2.0
1.21721,0.27575,0.44023,0.06816,0.45844,-0.15564,0.01828,1.56373,0.56169,-0.22989,-0.26967,-0.51891,-1.2906,-1.49112,2.29991,1.59044,0.14855,0.34354,-0.43931,0.48102,-1.49962,-0.59947,-0.44331,-0.51025,0.49396,-1.22154,0.78797,-0.39971,0.02172,-0.61743,-0.99853,-1.40934,6.0
-1.65781,1.45099,-0.08521,0.19655,-1.17366,0.13992,-0.15774,0.4276,-0.36449,-0.33438,-0.94887,2.64528,0.59493,0.50894,-0.47894,-0.63689,-1.54819,-0.93677,-0.91499,0.27932,1.20098,-0.59947,-1.24638,1.26618,0.89103,-1.22154,-1.67441,0.67508,-0.92987,-0.61743,-0.59157,-0.00206,10.0
1.05176,0.54384,-0.76282,0.22177,1.58457,-0.39519,-1.27238,-0.72262,-1.01303,0.07331,-1.4416,-0.44731,0.73712,0.92969,0.71741,-0.30602,0.96943,2.02677,0.69766,-0.96081,1.5928,1.88014,-0.32959,0.17162,-0.77065,-0.60912,-0.09787,1.568,0.58456,0.60415,1.68309,1.40521,7.0
