@relation bank2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute att21 real
@attribute att22 real
@attribute att23 real
@attribute att24 real
@attribute att25 real
@attribute att26 real
@attribute att27 real
@attribute att28 real
@attribute att29 real
@attribute att30 real
@attribute att31 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.27679,1.26036,-0.41008,-0.97244,-0.71658,1.0052,0.07008,0.08999,-0.24134,0.23717,1.08168,-0.67429,0.39828,-1.53232,0.16414,2.45064,-0.88742,0.12721,1.49831,0.05372,0.36206,-1.21938,1.72926,-0.59615,1.24103,-1.22154,-1.44199,1.32592,1.1437,-1.22821,-1.29952,-1.40934,3.0
-0.67319,0.22206,0.63724,-0.88883,-0.13057,-0.22367,0.9727,-0.02322,-0.51963,0.09824,-0.97416,-0.72031,-1.51873,0.29013,-1.0081,-0.97641,-0.3797,-0.45511,-0.27649,0.10401,0.8683,0.64034,0.16996,0.0494,0.24873,-1.22154,-0.51518,-0.05658,1.1045,-0.00664,1.2353,-0.00206,1.0
-0.88919,-0.76635,0.25542,-0.95213,-0.19911,-0.92582,1.71617,0.55395,0.05452,-0.70814,0.90091,-0.46931,1.59857,-0.44434,-0.93816,-0.69961,-0.52541,-0.01046,0.43496,0.55351,1.29527,2.50005,-1.10987,1.08597,0.61848,2.45294,-1.62423,-1.65523,0.29619,2.43652,0.59523,1.40521,4.0
-0.1387,-0.80904,1.61348,0.53156,0.59138,-0.99071,-1.514,1.34224,-0.8662,-0.53131,-0.91227,-0.78878,0.15611,0.82849,0.22126,-0.87122,0.18647,-0.01347,-0.30069,1.21086,-1.30536,-0.59947,-0.58846,-0.3317,-0.40295,0.6157,-1.10452,-1.07564,-0.48048,-1.22821,1.19642,-0.7057,2.0
0.29358,1.5441,-0.86337,0.35054,1.70274,2.44474,1.70018,-1.39399,-0.30203,0.03495,-1.27005,-0.82296,-1.40307,-0.37322,-0.8852,0.07841,-0.71133,-0.45998,-0.82437,1.27707,-0.654,0.02043,-0.82399,1.57298,1.67428,-1.22154,-0.53023,-1.67121,1.47924,-1.22821,0.14824,-1.40934,5.0
-1.34388,1.5918,-0.4676,0.03092,-1.43316,-0.41679,-0.92909,1.21858,0.238,-0.58987,1.51238,2.28024,-0.12872,-0.40267,-0.05868,0.67496,-1.62841,0.11251,0.04084,-0.08196,0.7577,1.26024,-0.19181,-0.39255,-0.2825,1.84053,-0.44369,0.30654,0.15683,1.82573,-1.67449,0.70158,10.0
1.0435,-1.33145,-0.81701,-0.42054,0.58713,-0.87078,0.43315,1.0158,1.08939,0.32615,0.73484,-0.53534,1.70353,0.08184,0.19506,-0.96901,-1.33658,-0.68395,-0.85946,0.11874,-0.62897,-1.21938,0.17772,1.39222,-1.06276,0.00329,-0.38542,0.79441,1.54572,-0.00664,-0.78863,-1.40934,5.0
1.10408,-1.69943,-0.92414,-0.73481,1.25493,-0.51506,-0.11372,1.41316,-0.0685,-0.40572,-0.26745,-0.4843,-1.51634,-0.1509,-0.76644,0.91848,-0.84895,-0.84913,-1.01981,0.2184,1.47639,2.50005,-0.83712,0.636,-1.23335,0.00329,-0.14349,1.04766,-0.11842,-1.22821,0.68017,1.40521,4.0
1.36554,0.84748,-0.35172,0.96945,1.41766,-0.96057,-1.14105,0.42239,3.21151,0.31575,-0.36397,-0.8563,0.88197,0.34279,0.08197,-0.66941,0.48439,0.85307,1.40844,-0.41256,0.33888,1.26024,0.12787,-0.27499,0.99295,1.22812,-1.47015,-0.47078,-1.30642,-0.61743,-1.26357,-0.00206,7.0
0.06376,0.32366,0.0149,0.43137,-0.7907,-0.63905,-0.14119,-0.58257,-0.6879,-0.21052,-0.26709,1.72011,1.61782,-0.29512,-0.03216,-0.86415,1.4552,-0.37916,1.87187,-0.8941,-1.65648,1.26024,-0.39879,0.90184,-0.28322,0.6157,-1.05447,-1.54988,-1.66455,1.21494,1.48167,-0.00206,7.0
-1.49926,-0.68156,-0.23374,0.30343,0.46194,-0.85375,-1.31477,1.16993,-0.95319,-0.27945,-1.72332,-0.97162,-0.16677,-0.99508,-0.7994,-0.1539,-0.86682,-0.78997,0.82496,-0.29576,0.15794,-0.59947,1.29053,1.49839,0.34575,0.6157,-0.97294,-0.69752,-0.93627,0.60415,-0.99573,-0.7057,1.0
0.06369,0.12767,-0.97636,0.20654,-1.33941,-0.99523,1.33068,-0.59278,-1.01402,0.69328,-1.14241,-0.06377,-0.67634,-1.52729,0.9378,0.24717,1.52857,0.00146,0.8892,-1.69585,-1.7281,-1.21938,1.51389,0.70383,0.45141,-0.60912,0.08279,-0.29372,0.09595,-0.61743,0.79242,-1.40934,5.0
1.32706,-1.3477,0.5867,-0.78517,-1.07618,-0.70295,-1.54104,-0.39988,0.63058,0.33405,0.5835,-0.95572,1.68832,1.53748,-0.54769,-0.62475,0.0695,-0.2315,-0.63494,-0.25834,-0.1575,0.64034,-1.35744,-1.67755,1.54459,-0.60912,-0.15581,-0.54789,0.484,1.21494,-0.65738,-0.00206,3.0
-1.5774,-1.11913,-0.00294,1.38644,-1.40774,-0.27358,0.0934,-0.15591,0.46942,-0.80072,1.51373,-0.43703,0.2069,-1.54741,-0.73466,2.95916,-0.84891,0.20408,-2.25332,0.09776,1.44979,0.64034,1.08141,-1.04786,1.34846,0.6157,-1.46835,1.08899,1.671,-1.22821,1.38596,1.40521,1.0
-0.95542,-0.32705,-0.58035,2.11309,1.08524,1.4921,1.72133,1.27148,2.29309,-0.29291,0.23681,2.34129,-1.56533,-0.68318,-0.84192,-0.76187,-0.58859,1.13129,0.72952,0.01373,-0.49339,-1.21938,-0.96073,1.73036,-0.12076,0.00329,0.92492,-1.20042,1.32747,0.60415,-1.40133,-0.7057,9.0
0.83297,0.90752,0.78781,-0.2949,-0.0554,-0.79928,0.82257,-0.74072,-0.32305,-0.89607,-1.43139,0.24336,1.0461,-0.97343,-0.04175,-0.86629,1.35372,0.33088,-0.66135,0.2028,-0.67416,0.02043,0.22702,0.99578,1.67511,0.00329,1.59803,0.39767,-1.20148,0.60415,0.34978,-0.7057,7.0
0.8065,1.02345,-0.34455,1.49253,0.413,-0.97707,-0.63719,0.60815,-0.41929,1.12969,0.89676,0.06886,-1.55456,1.15415,-0.30216,-0.58972,0.89646,-0.70359,-0.1858,1.62196,-0.94142,-0.59947,0.77306,-0.90694,0.94677,0.6157,1.29779,-0.00897,1.5191,-0.00664,-1.59756,-0.7057,5.0
1.45232,-0.45541,-0.73378,-0.71835,0.39818,0.38046,-0.09301,-1.20035,-1.01423,0.23466,0.54025,2.72825,-1.0897,-1.24304,-0.29294,1.09862,-0.53594,-0.36547,0.04978,0.5392,1.57571,-0.59947,-0.35895,-0.77175,-0.52121,0.6157,-0.79819,-0.11081,1.27367,0.60415,0.4582,-0.00206,9.0
0.18126,-0.57426,0.34559,0.09292,1.14625,0.34378,-1.16895,0.00094,-0.01387,-0.91654,0.18988,-0.41352,-1.6886,-1.26635,-0.42689,-0.59335,1.70653,-0.61185,-0.54881,1.61804,-0.31503,1.26024,-1.43612,0.77774,0.89845,-0.60912,0.0861,1.30994,-0.05267,-0.61743,1.39542,0.70158,9.0
1.65958,-0.59599,-0.93133,-0.53236,-1.5538,-0.79106,0.87703,1.14327,-0.72814,-0.85973,1.37639,-0.82093,1.40421,-0.66069,-0.40077,0.43822,0.65582,-0.47386,0.39633,-1.71802,1.43458,-1.21938,0.40719,0.64027,0.23197,1.22812,-0.49074,-1.68268,1.146,1.21494,-1.41636,-0.00206,6.0
-1.46357,0.43272,0.75027,0.30621,1.61204,-0.16896,-1.38481,-0.01762,0.20557,-0.90235,0.15538,-0.82337,0.04775,-1.47104,0.32904,-0.75472,0.76953,2.11105,0.64727,1.42527,-0.03165,-0.59947,0.46867,1.14296,-1.59954,0.00329,-0.86661,1.24581,-0.32342,-0.00664,-1.03353,-1.40934,8.0
1.59598,-1.59261,1.00867,-0.53536,0.74289,-0.71894,-0.25584,-1.1246,-0.78806,-0.75298,1.52739,-0.20869,-0.928,-1.5419,1.09342,-0.3459,-0.79678,-0.96523,-1.67527,1.51321,0.08236,0.02043,0.0165,1.46283,1.21675,-0.60912,0.18516,-0.4843,-1.30804,-1.22821,0.62779,-1.40934,2.0
-1.28394,-0.92083,-0.61895,-0.90416,0.40079,-0.91394,-0.74341,-1.43229,-0.71381,0.42331,-0.07939,0.9402,-1.13341,-0.18141,-0.76595,-0.72261,0.05909,0.23483,-0.13039,-0.7222,-1.19465,0.02043,1.21213,-1.62924,-1.36694,1.22812,0.92679,0.79984,-0.49892,-0.61743,0.96392,1.40521,6.0
-0.16335,1.15951,0.07514,0.73856,-1.29786,-0.77705,-1.09876,-0.35495,0.40868,-0.40337,-0.16829,0.82906,1.21386,-1.01607,1.37608,1.01828,0.89554,0.11692,1.54548,0.28843,-0.65121,-1.21938,-1.55931,0.87792,1.60806,-0.60912,-0.11402,-0.3731,-1.2295,1.21494,1.62873,-0.00206,7.0
