@relation toy-ordinal-weka.filters.supervised.instance.StratifiedRemoveFolds-S1172326640-V-N4-F1

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5}

@data
0.16625,0.55572,2
0.43655,0.92328,2
0.55236,0.25757,2
0.44754,0.70888,2
0.73925,0.14167,2
0.41206,0.78268,2
0.63373,0.093972,2
0.53032,0.095829,2
0.092398,0.59522,2
0.57297,0.25176,2
0.11155,0.61442,2
0.34338,0.76749,2
0.38676,0.73403,2
0.78026,0.25449,2
0.036376,0.62881,2
0.62432,0.18227,2
0.70593,0.43841,2
0.66585,0.29556,2
0.39493,0.99793,2
0.70522,0.13124,2
0.402,0.78104,2
0.61358,0.025339,2
0.89699,0.95793,5
0.05999,0.052366,5
0.99842,0.80255,5
0.16598,0.18197,5
0.024496,0.20777,5
0.13844,0.057069,5
0.91389,0.79736,5
0.10841,0.061655,5
0.70493,0.73307,4
0.25285,0.37841,4
0.6995,0.9315,4
0.36105,0.12946,4
0.38778,0.24191,4
0.097897,0.32314,4
0.64201,0.84784,4
0.613,0.9215,4
0.3859,0.12815,4
0.1888,0.28186,4
0.71055,0.7378,4
0.82826,0.76631,4
0.91616,0.70216,4
0.20858,0.17285,4
0.58132,0.8819,4
0.84118,0.58069,4
0.67603,0.97652,4
0.17482,0.85284,1
0.963,0.096605,1
0.069335,0.81931,1
0.048258,0.85058,1
0.83715,0.011609,1
0.14351,0.78392,1
0.1538,0.90922,1
0.22546,0.87249,1
0.031443,0.83786,1
0.6069,0.48444,3
0.092472,0.47247,3
0.45648,0.3456,3
0.57385,0.40405,3
0.50856,0.495,3
0.42973,0.53427,3
0.43988,0.38057,3
0.65778,0.58573,3
0.5236,0.63046,3
0.5059,0.69643,3
0.49542,0.014818,3
0.46602,0.48453,3
0.45343,0.1214,3
0.016035,0.51722,3
0.38618,0.41939,3
0.61177,0.66819,3
0.63427,0.46552,3
0.77788,0.47279,3
0.7423,0.51129,3
