@relation toy-ordinal-weka.filters.supervised.instance.StratifiedRemoveFolds-S773717342-V-N4-F1

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5}

@data
0.613,0.9215,4
0.5794,0.83574,4
0.67603,0.97652,4
0.61756,0.92275,4
0.40407,0.08235,4
0.82494,0.64959,4
0.97992,0.66519,4
0.91616,0.70216,4
0.70509,0.78691,4
0.58132,0.8819,4
0.049606,0.30457,4
0.36105,0.12946,4
0.61186,0.9068,4
0.38778,0.24191,4
0.30528,0.10141,4
0.5902,0.98591,4
0.85163,0.67125,4
0.86492,0.93575,5
0.91389,0.79736,5
0.99842,0.80255,5
0.87103,0.93255,5
0.89699,0.95793,5
0.91128,0.98128,5
0.9881,0.87372,5
0.82474,0.81971,5
0.39702,0.52786,3
0.41635,0.51793,3
0.50856,0.495,3
0.45428,0.33706,3
0.29175,0.40189,3
0.42375,0.36931,3
0.99152,0.49241,3
0.75376,0.51658,3
0.7423,0.51129,3
0.42867,0.33358,3
0.060447,0.49386,3
0.65778,0.58573,3
0.092472,0.47247,3
0.41434,0.45077,3
0.48468,0.47292,3
0.85414,0.53746,3
0.40385,0.37688,3
0.43988,0.38057,3
0.70688,0.59994,3
0.49542,0.014818,3
0.60463,0.36846,2
0.63675,0.19243,2
0.039185,0.66149,2
0.402,0.78104,2
0.95441,0.45151,2
0.41563,0.80606,2
0.80845,0.4176,2
0.79698,0.3546,2
0.12416,0.70061,2
0.4602,0.7796,2
0.60263,0.18686,2
0.54468,0.1553,2
0.64906,0.20373,2
0.69289,0.084547,2
0.39493,0.99793,2
0.70564,0.22936,2
0.20313,0.60588,2
0.29019,0.91512,2
0.29481,0.78418,2
0.73046,0.27521,2
0.81716,0.42602,2
0.15261,0.99562,1
0.069335,0.81931,1
0.066426,0.86221,1
0.90211,0.14369,1
0.16221,0.91459,1
0.015836,0.85092,1
0.22546,0.87249,1
0.1538,0.90922,1
0.20502,0.85333,1
0.64163,0.99521,4
0.82826,0.76631,4
0.95439,0.59201,4
0.61517,0.92539,4
0.34327,0.065282,4
0.03116,0.35045,4
0.062849,0.41095,4
0.24555,0.2838,4
0.64021,0.90955,4
0.28639,0.37805,4
0.93611,0.72345,4
0.1888,0.28186,4
0.3859,0.12815,4
0.028138,0.43011,4
0.91325,0.6191,4
0.70493,0.73307,4
0.24295,0.16515,4
0.73162,0.97034,5
0.15833,0.091409,5
0.95063,0.788,5
0.070224,0.15881,5
0.2381,0.006836,5
0.010545,0.11348,5
0.13844,0.057069,5
0.48145,0.77831,3
0.42973,0.53427,3
0.62095,0.64853,3
0.4192,0.218,3
0.84247,0.52367,3
0.77788,0.47279,3
0.45038,0.58985,3
0.97423,0.5432,3
0.44439,0.25767,3
0.5236,0.63046,3
0.47602,0.29086,3
0.38618,0.41939,3
0.68317,0.59547,3
0.48329,0.92331,3
0.47453,0.62063,3
0.51862,0.090424,3
0.5059,0.69643,3
0.30128,0.49926,3
0.51963,0.12806,3
0.6069,0.48444,3
0.78026,0.25449,2
0.11094,0.71916,2
0.38676,0.73403,2
0.29072,0.97072,2
0.41206,0.78268,2
0.85564,0.24266,2
0.74673,0.27155,2
0.31093,0.77076,2
0.19841,0.65001,2
0.41558,0.86232,2
0.53032,0.095829,2
0.092398,0.59522,2
0.60546,0.022458,2
0.87536,0.38186,2
0.92795,0.3365,2
0.033257,0.57951,2
0.85889,0.26189,2
0.97581,0.35153,2
0.47401,0.93543,2
0.16625,0.55572,2
0.64033,0.29844,2
0.70522,0.13124,2
0.082818,0.96646,1
0.83715,0.011609,1
0.77535,0.050562,1
0.035655,0.78177,1
0.16202,0.96709,1
0.19369,0.96696,1
0.020626,0.83245,1
0.93034,0.11308,1
0.92369,0.045739,1
