@relation toy-ordinal-weka.filters.supervised.instance.StratifiedRemoveFolds-S1421934691-V-N4-F1

@attribute x1 numeric
@attribute x2 numeric
@attribute y {1,2,3,4,5}

@data
0.82826,0.76631,4
0.19576,0.2489,4
0.77901,0.68219,4
0.64708,0.93525,4
0.84118,0.58069,4
0.88289,0.6164,4
0.5794,0.83574,4
0.69633,0.79935,4
0.36105,0.12946,4
0.69101,0.91796,4
0.26441,0.35819,4
0.03116,0.35045,4
0.20858,0.17285,4
0.64343,0.71977,4
0.40146,0.13124,4
0.34327,0.065282,4
0.049606,0.30457,4
0.26351,0.43182,3
0.68317,0.59547,3
0.55123,0.32701,3
0.41635,0.51793,3
0.016035,0.51722,3
0.43988,0.38057,3
0.47453,0.62063,3
0.40385,0.37688,3
0.41434,0.45077,3
0.50088,0.84141,3
0.38618,0.41939,3
0.42973,0.53427,3
0.50191,0.77276,3
0.48468,0.47292,3
0.50856,0.495,3
0.70016,0.54921,3
0.52025,0.49366,3
0.4192,0.218,3
0.63427,0.46552,3
0.99152,0.49241,3
0.60263,0.18686,2
0.20313,0.60588,2
0.58061,0.085175,2
0.69866,0.20577,2
0.41206,0.78268,2
0.039185,0.66149,2
0.70564,0.22936,2
0.61358,0.025339,2
0.85564,0.24266,2
0.37505,0.62104,2
0.40904,0.63785,2
0.55236,0.25757,2
0.69289,0.084547,2
0.73046,0.27521,2
0.078315,0.70913,2
0.402,0.78104,2
0.45941,0.98241,2
0.11957,0.56784,2
0.78026,0.25449,2
0.29481,0.78418,2
0.85889,0.26189,2
0.70593,0.43841,2
0.82474,0.81971,5
0.91389,0.79736,5
0.024496,0.20777,5
0.13844,0.057069,5
0.80414,0.9634,5
0.91128,0.98128,5
0.95063,0.788,5
0.1584,0.16417,5
0.066426,0.86221,1
0.16202,0.96709,1
0.020626,0.83245,1
0.007155,0.84027,1
0.99909,0.069148,1
0.77535,0.050562,1
0.90211,0.14369,1
0.19368,0.90944,1
