@relation stock10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.99943,0.54226,0.47449,-0.75405,1.618,0.38463,-0.28398,-0.60408,-0.05017,4.0
0.58778,-1.80891,-0.62427,-1.26681,-0.95204,-1.62678,-0.24707,0.70057,-2.68477,4.0
-0.44179,1.20147,1.16121,0.16,1.23337,0.38463,0.41732,-0.35157,0.18402,8.0
0.83175,-1.80891,-0.62427,-0.79864,-0.66356,-1.44597,-0.13634,0.53223,-2.18712,4.0
0.71557,-1.6551,-0.80739,-1.35599,-0.75972,-1.37817,-1.02219,0.65848,-1.2211,5.0
0.16231,0.0149,-0.57848,-1.04387,0.51656,-1.17477,-0.30243,-0.64617,0.38893,7.0
-1.08223,0.82792,1.4359,-0.30817,0.28927,1.46943,-0.69,-0.73034,1.06222,1.0
0.42514,-1.50128,-1.26521,-1.91334,-1.37163,-1.40077,-1.2252,-0.60408,-1.83584,6.0
0.06937,1.15752,0.79496,0.8957,0.78755,-0.20297,1.15554,0.15346,0.65239,9.0
-1.62528,0.89384,1.20699,-0.28588,0.2106,0.79143,-0.61618,-1.74039,0.24257,2.0
1.18027,0.42141,0.47449,1.40846,0.07948,0.06823,1.30318,1.07934,-0.43072,4.0
-1.088,0.81693,1.48168,-0.219,0.23682,1.13043,-0.81918,-0.77242,0.76949,1.0
1.37776,-0.84207,-1.44833,-0.35276,-1.05694,-1.10697,-0.89301,0.82682,1.35495,10.0
0.20878,-0.24879,-1.31099,-0.53111,0.14941,-1.17477,-0.46853,-0.2674,0.85731,8.0
0.15357,0.08082,-1.21942,-0.17441,0.02703,-1.19737,-0.17325,0.15346,1.20859,9.0
0.7969,-1.87483,-0.62427,-0.62029,-0.69853,-1.46857,-0.0256,0.53223,-2.18712,4.0
-0.18472,1.14653,0.84074,0.09312,1.25085,0.49763,-0.08097,-0.43574,-0.05017,8.0
-1.62528,0.81693,0.1998,0.13771,0.19312,1.44683,-0.63463,-1.6983,1.09149,2.0
1.05248,-1.71003,-1.5399,0.20459,-1.38912,0.29423,0.6757,1.41602,-0.81127,7.0
0.84336,-0.39162,-0.67005,1.78746,-0.84714,-0.11257,1.56156,1.12142,-0.98691,5.0
0.71557,-0.01806,-0.25801,2.07728,-0.16529,0.54283,1.96757,1.20559,-0.05017,5.0
