@relation stock10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
1.00601,-0.57839,-1.26521,-0.37505,-0.34886,-1.35557,-0.76382,0.0272,1.09149,10.0
-0.46791,1.0916,0.56605,-0.01835,1.62674,0.45243,-0.1917,-0.47782,0.24257,7.0
-0.34161,1.15752,1.02387,0.29376,0.87496,0.15863,0.97098,-0.18323,1.00367,9.0
0.97116,-1.76496,-1.12786,0.71735,-1.42408,0.36203,1.06326,1.87896,-0.782,7.0
0.70396,0.00391,0.29136,2.03269,-0.46251,0.90443,2.09676,1.28976,0.15475,5.0
-1.4394,0.9268,0.42871,-0.62029,0.04451,0.90443,-1.15138,-1.61413,0.12547,1.0
-1.06764,0.68509,1.25277,-0.9547,0.14067,1.06263,-0.80073,-0.81451,-0.48927,1.0
0.75043,-2.10555,-1.67724,-1.28911,-0.83839,-1.62678,-0.94837,-0.30948,-2.9775,5.0
-0.10201,1.20147,0.61183,0.73964,0.72635,0.20383,1.45082,-0.09906,0.91585,9.0
-1.92445,0.57522,0.01667,-0.41964,0.0008,0.40723,-0.43162,-1.44579,1.06222,1.0
0.73881,-1.66608,0.33714,-0.24129,-1.45905,-0.88097,-0.15479,1.50019,-1.57238,6.0
0.95954,0.0149,0.24558,2.16646,-0.47999,1.13043,2.2444,0.91099,-0.3429,6.0
2.19098,-1.06181,-0.85317,-0.86552,-1.21428,-1.08437,-1.44667,1.28976,0.79876,10.0
0.13034,-0.06201,-0.57848,-0.9324,0.48159,-1.40077,-0.32089,-0.73034,0.24257,8.0
0.8666,-1.8199,-0.3038,-0.66488,-0.65482,-1.35557,-0.17325,1.28976,-2.07003,5.0
0.90582,-0.57839,-1.31099,-0.46423,-0.30516,-1.33297,-0.78227,0.27971,0.79876,10.0
0.03015,1.23443,0.7034,1.07405,0.68265,-0.20297,1.22936,0.15346,0.59385,9.0
-1.7066,0.54226,-0.02911,0.11541,0.02703,1.01743,-0.61618,-2.16124,1.06222,1.0
0.69234,-2.01766,-1.63146,-1.28911,-0.87336,-1.64938,-0.92992,-0.18323,-2.56767,5.0
-1.62528,0.75101,1.61902,-0.06294,0.12318,0.99483,-0.70845,-1.15119,1.00367,2.0
-0.82368,0.60818,0.97808,-0.26359,2.02011,0.90443,-0.30243,-0.35157,0.24257,4.0
-0.84552,0.70706,1.48168,-0.28588,0.9886,1.62763,0.23277,-0.98285,-0.02089,3.0
-0.56085,0.98173,0.9323,0.07082,2.2474,0.61063,-0.48699,-0.47782,0.18402,5.0
-0.84552,0.8389,1.66481,-0.17441,1.08476,1.85363,0.19586,-0.51991,-0.05017,3.0
0.09985,0.91581,0.24558,0.87341,0.55152,-0.49677,1.46928,-0.01488,0.62312,8.0
-0.99943,0.60818,0.38293,-0.84323,1.29456,0.54283,-0.46853,-0.47782,-0.40145,3.0
-1.75892,0.55325,0.33714,-0.24129,0.08822,1.06263,-0.61618,-1.9929,0.82803,1.0
0.06063,-0.35865,-1.99771,-0.66488,-0.22648,-1.10697,-0.80073,-0.43574,0.47675,7.0
0.72719,-0.32569,-0.44114,1.76517,-0.74224,0.20383,1.377,1.28976,-0.45999,4.0
0.88983,-0.55642,-1.17364,-0.53111,-0.38383,-1.40077,-1.18829,-0.35157,1.44277,9.0
0.72719,-0.12793,-0.3038,2.0104,-0.5237,0.22643,1.377,1.50019,-0.51854,5.0
-0.8353,0.78397,1.06965,-0.12982,2.02011,0.94963,-0.39471,-0.47782,0.12547,4.0
-0.13249,1.23443,0.52027,1.16323,0.70887,0.02303,1.377,0.11137,0.91585,9.0
1.02924,-1.62213,-0.25801,1.00717,-1.03071,0.20383,0.97098,1.50019,-0.51854,6.0
-0.72646,0.82792,1.02387,-0.08523,1.99389,0.61063,-0.46853,-0.35157,-0.02089,4.0
-0.83966,0.88285,1.61902,-0.30817,1.26834,1.98923,0.21432,-0.56199,-0.05017,3.0
-0.03955,0.75101,-0.12067,0.62817,0.54278,-0.79057,1.48774,0.3218,0.62312,8.0
0.7969,-0.92997,-1.0363,1.83205,-1.22303,0.70103,1.67229,1.50019,-0.86982,5.0
0.98277,-0.44655,-0.89895,-0.28588,-0.33138,-1.58158,-0.96683,-0.18323,1.55987,10.0
-0.18621,1.26739,0.61183,0.62817,0.90993,0.27163,1.30318,-0.01488,1.15004,9.0
0.0374,0.13575,-1.40255,-0.9324,-0.05165,-1.28777,-0.69,-0.2674,1.06222,8.0
2.06319,-0.74319,-0.99052,-0.06294,-1.50276,-0.85837,-0.87455,1.54227,1.38423,10.0
0.06937,1.15752,0.79496,0.8957,0.78755,-0.20297,1.15554,0.15346,0.65239,9.0
1.44747,-1.38043,-0.89895,-1.19993,-1.17932,-1.71718,-1.46512,1.24768,-0.54781,10.0
-1.22164,0.90483,0.88652,-0.26359,0.09696,0.97223,-0.8561,-1.02493,0.47675,2.0
0.70396,-0.28175,-0.34958,1.87664,-0.61985,0.24903,1.377,1.50019,-0.43072,4.0
-0.94859,0.5093,0.47449,-0.26359,1.97641,0.49763,-0.33935,-0.43574,0.18402,4.0
-1.56719,0.9268,1.89371,-0.01835,0.3155,1.26603,-0.41317,-1.15119,0.91585,3.0
-1.67175,0.74002,1.61902,-0.219,0.07073,0.94963,-0.80073,-1.36162,1.06222,2.0
-0.35759,1.41022,1.29855,0.29376,1.18092,0.49763,0.86025,-0.35157,0.85731,8.0
-0.6378,0.9268,0.84074,-0.04065,2.13376,0.79143,-0.43162,-0.60408,0.03765,6.0
1.36615,-1.49029,-1.08208,-1.57893,-1.1968,-1.69458,-1.28057,0.91099,-0.92837,8.0
1.2456,-0.86405,-1.67724,-0.08523,-1.03945,-1.21997,-0.94837,0.65848,1.35495,10.0
-1.61951,0.84989,1.20699,-0.44194,0.23682,0.76883,-0.59772,-1.65621,0.21329,2.0
-0.8353,0.5972,0.74918,-0.1967,1.95018,0.79143,-0.39471,-0.39365,0.18402,4.0
0.55293,-1.8199,-0.3038,-0.5757,-0.89084,-1.33297,-0.39471,1.07934,-2.33349,4.0
1.58688,-0.69925,-1.08208,-0.48652,-1.04819,-1.17477,-0.91146,1.4581,1.26713,10.0
0.56455,-1.88582,0.24558,-0.37505,-2.07096,-1.15217,-0.48699,0.49014,-1.89439,4.0
2.0748,-1.08378,-1.17364,-0.66488,-1.37163,-1.10697,-1.18829,1.62644,0.62312,10.0
-0.5115,1.27838,0.65761,0.33835,1.02357,0.36203,0.47269,-0.43574,0.35966,7.0
-1.54693,0.77298,0.10824,0.13771,0.09696,0.83663,-0.13634,-1.65621,0.74021,2.0
-1.51059,1.00371,0.7034,-0.39735,0.2106,0.99483,-0.54235,-1.74039,-0.16726,2.0
-0.46503,1.23443,0.9323,0.42753,0.86622,0.33943,0.5096,-0.2674,0.15475,8.0
0.3322,-0.36964,-1.99771,-0.82093,-0.69853,-1.17477,-0.96683,-0.35157,0.94513,7.0
-1.81115,0.60818,0.42871,-0.26359,0.07073,0.56543,-0.32089,-1.6983,1.12077,1.0
-0.82368,0.5972,1.06965,-0.26359,2.0376,0.92703,-0.1917,-0.14114,0.27184,4.0
-0.49839,1.0916,0.79496,0.18229,2.30859,0.49763,-0.30243,-0.43574,0.18402,6.0
-0.876,0.80594,1.48168,-0.35276,1.23337,1.89883,0.04822,-0.68825,-0.28435,3.0
0.84336,-0.58938,-1.72302,-0.70946,-0.40131,-1.31037,-0.78227,0.23763,0.62312,9.0
1.54766,-0.78714,-1.12786,-0.50882,-1.05694,-1.08437,-1.0591,1.28976,1.35495,10.0
0.65749,-1.80891,-0.34958,-0.55341,-1.3017,-1.24257,-0.33935,1.20559,-2.59695,5.0
0.95954,-0.51247,-1.21942,-0.35276,-0.30516,-1.33297,-0.87455,-0.35157,1.29641,10.0
-1.62528,0.81693,0.1998,0.13771,0.19312,1.44683,-0.63463,-1.6983,1.09149,2.0
0.58778,-0.09497,-0.12067,1.98811,-0.44502,0.15863,1.30318,1.41602,-0.48927,4.0
-1.5934,0.93779,1.84793,0.02624,0.26305,1.22083,-0.70845,-1.15119,1.00367,3.0
-1.56719,0.95976,1.75637,-0.01835,0.34172,1.06263,-0.30243,-1.1091,0.91585,3.0
0.84336,-1.61115,-1.44833,-1.64581,-0.92581,-1.33297,-1.09602,0.44805,-1.2211,7.0
-1.088,0.79496,0.84074,-0.68717,0.22808,1.13043,-0.74536,-0.98285,0.24257,1.0
-1.62528,0.78397,0.29136,0.27147,0.14067,0.97223,-0.06252,-1.74039,0.82803,3.0
0.58778,-1.9847,0.42871,0.00394,-2.2458,-1.08437,-0.13634,0.3218,-1.92366,3.0
-1.49609,0.99272,0.88652,-0.24129,0.23682,0.94963,-0.56081,-1.65621,0.00838,2.0
-0.08602,1.16851,0.88652,0.78423,0.84874,-0.08997,1.22936,0.40597,0.68167,9.0
1.65658,-1.51227,-0.94474,-1.3114,-1.24925,-1.78498,-1.87114,1.12142,-0.3429,10.0
-1.088,0.48733,1.29855,-1.13305,0.07948,1.04003,-0.69,-0.98285,-0.45999,1.0
0.22328,0.06983,-0.94474,-1.11076,0.03577,-1.31037,-0.65309,-1.02493,0.94513,8.0
-0.02357,0.56423,-0.16645,-0.01835,0.58649,-0.94877,0.86025,-0.14114,0.65239,9.0
-0.17171,1.13555,0.65761,0.78423,0.83125,-0.06737,1.15554,0.3218,0.62312,9.0
0.01416,1.17949,1.20699,1.00717,0.82251,-0.06737,1.2109,0.57431,0.85731,10.0
-0.96309,0.61917,1.20699,-0.84323,0.26305,1.10783,-0.32089,-1.1091,-0.16726,1.0
0.69234,-1.64411,0.33714,-0.24129,-1.53772,-1.21997,-0.08097,1.50019,-1.48456,6.0
-0.8194,0.64114,1.52746,-0.46423,0.81377,1.55983,0.21432,-0.51991,0.65239,3.0
0.11584,1.32232,0.65761,1.31929,0.67391,-0.51937,1.74611,0.36388,0.79876,10.0
0.0374,1.16851,0.79496,0.96258,0.78755,-0.27077,1.17399,0.19554,0.62312,9.0
-0.99943,0.55325,0.47449,-0.59799,1.81032,0.61063,-0.59772,-0.77242,0.15475,3.0
-0.07877,1.11357,0.79496,0.80653,0.83125,-0.13517,1.02635,0.36388,0.74021,9.0
0.83175,-0.91898,-1.08208,1.80975,-1.24051,0.74623,1.50619,1.4581,-1.01619,6.0
