@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.12295,-0.07046,-0.74333,-0.63062,-0.64842,-0.51807,0.0399,-0.72387,-0.57169,-0.13862,1.26689,0.81817,4.0
-0.32912,-0.43846,-0.01795,-0.01749,-0.36178,-0.27609,-0.22868,-0.46828,-0.30681,-0.14021,-0.59766,-0.64289,3.0
-0.17918,-0.13737,-0.93309,-0.45974,-0.37424,-0.43741,-0.22868,-0.77057,-0.50518,-0.13783,-0.28825,-0.73551,4.0
-0.08546,-0.27119,2.11413,0.08302,-0.03152,-0.0341,-0.11357,1.05563,-0.16934,-0.1259,-0.6456,0.30069,1.0
-0.12295,-0.07046,0.74294,-0.14313,0.35482,-0.67939,-0.49727,-0.4679,0.45975,-0.14578,-0.6307,-0.77901,3.0
-0.3666,-0.43846,-1.28997,-0.97236,-0.80421,-0.67939,-0.49727,-0.76613,-0.51898,-0.14817,0.38014,1.05107,5.0
-0.08546,-0.00355,-0.39013,-0.24867,-0.43033,-0.43741,-0.19031,-0.47956,-0.50857,-0.1426,-0.24755,-0.57866,3.0
0.17694,0.36444,1.24122,0.91728,0.33613,-0.35675,-0.34379,0.43572,0.08038,-0.1084,-0.27213,-0.01356,2.0
0.47682,0.89971,-0.62947,-0.16323,-0.43656,0.53053,0.38523,0.65396,-0.05509,-0.13862,1.95743,1.21255,2.0
-0.34786,-0.43846,-1.08429,-0.87687,-0.55495,-0.59873,-0.4589,-0.81821,-0.40886,-0.14817,1.69153,1.27013,5.0
-0.29163,-0.37155,-1.05185,-0.82159,-0.64842,-0.59873,-0.4589,-0.60656,-0.41446,-0.14419,-0.41677,-0.68495,5.0
-0.27289,-0.43846,-0.01795,-0.55523,-0.24339,-0.51807,0.15501,-0.60908,-0.32862,-0.14021,-0.46189,-0.57414,4.0
0.08322,-0.13737,-0.37237,0.24384,-0.26831,0.04656,-0.03683,2.56237,1.17069,0.90955,-0.67824,-3.14703,1.0
0.83294,-0.405,-0.2628,-0.07277,0.22397,0.36517,-0.11357,-0.60084,-0.46509,-0.12431,-0.32289,-0.48099,2.0
1.90128,3.3084,1.69053,1.14343,1.17113,1.09516,-0.22868,0.37809,0.46377,-0.1259,1.0872,0.01761,1.0
-0.31038,-0.405,-0.77271,-0.89697,-0.66089,-0.27609,-0.03683,-0.59313,0.35842,-0.14498,2.0646,1.24303,4.0
-0.34786,-0.405,1.52342,-0.17831,0.1118,-0.51807,-0.38216,-0.76823,1.77733,-0.14021,-0.29792,0.12032,3.0
-0.31038,-0.43846,0.61562,0.01266,-0.13745,-0.59873,-0.34379,-0.7032,-0.18149,-0.13862,0.28828,0.75149,4.0
0.68299,2.00369,0.24895,-0.11298,0.00587,-0.51807,-0.07712,-0.11022,-0.46517,-0.12749,-0.2673,0.46869,3.0
3.75681,-0.33809,0.03776,-0.1381,-0.5238,0.36517,0.34494,1.17464,-0.34369,-0.1259,-0.14522,0.5006,2.0
-0.27289,-0.43846,0.20487,0.274,0.41091,0.61119,-0.34379,-0.47064,-0.54345,-0.14578,-0.61378,-0.62002,2.0
-0.3666,-0.43846,-0.8327,-0.72108,-0.66712,-0.67939,-0.49727,-0.31374,-0.57572,-0.13783,-0.40186,-0.70004,5.0
-0.34786,-0.405,-0.76108,-0.64067,-0.56118,-0.35675,-0.38216,-0.04247,-0.5653,-0.14817,-0.60652,-0.73837,5.0
-0.31038,-0.405,0.82986,0.22877,0.2302,-0.0341,0.19146,0.68318,0.45551,-0.13067,-0.64641,-0.80241,2.0
-0.31038,-0.43846,-0.25546,0.32425,0.15542,-0.27609,-0.26705,3.37022,2.0296,-0.14498,-0.58356,-0.72949,2.0
0.38311,1.40152,0.31077,-0.2939,-0.15615,-0.43741,-0.38216,-0.66994,-0.34644,-0.1259,-0.28825,0.46451,3.0
0.30814,1.40152,-0.45501,-0.73113,-0.58611,-0.59873,-0.4589,-0.80535,-0.55809,-0.14817,0.46394,-0.74959,4.0
-0.34786,-0.43846,-0.34483,-0.30898,-0.00036,-0.59873,-0.15194,-0.55474,1.0557,-0.13226,-0.55213,0.47169,4.0
-0.3666,-0.43846,-1.06776,-0.74621,-0.61727,-0.67939,-0.49727,-0.48059,0.01549,-0.13862,-0.58517,0.98163,3.0
0.23317,1.10043,-0.17771,-0.28887,-0.11253,-0.51807,-0.22868,-0.72523,-0.55016,-0.14817,-0.60088,-0.71513,4.0
