@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.27289,-0.405,-0.76537,-0.25872,-0.37424,0.76445,-0.07712,0.81439,-0.57913,-0.14021,3.86065,1.29191,2.0
-0.2354,-0.30464,0.00776,-0.18333,-0.1873,0.04656,0.53871,-0.35108,0.11493,-0.14817,-0.63593,-0.63503,2.0
0.1582,-0.03701,0.97188,-0.00241,-0.13122,0.85318,0.30849,-0.36099,-0.06102,-0.1259,-0.29953,0.50924,1.0
-0.14169,-0.13737,-0.33014,-0.79646,-0.65465,-0.51807,-0.42053,-0.66524,-0.47045,2.51602,-0.67179,-3.14706,1.0
-0.31038,-0.405,-0.86821,-0.79646,-0.56118,-0.19542,-0.38216,-0.74984,-0.49793,-0.14817,0.13196,-0.60615,5.0
-0.34786,-0.43846,0.42402,-0.26374,-0.29947,-0.51807,-0.42053,-0.74022,-0.47037,-0.14817,0.47079,-0.74959,4.0
-0.31038,-0.405,-0.77577,0.13328,-0.16861,-0.27609,-0.22868,1.23991,0.40168,-0.14658,0.68432,0.97864,3.0
-0.27289,-0.405,0.17855,-0.14313,-0.5051,-0.51807,-0.30542,2.33707,-0.58343,-0.13385,0.32454,0.88606,4.0
3.19453,0.53171,3.09355,1.23892,1.10259,0.04656,1.11042,-0.28541,0.05847,-0.13067,-0.63835,-0.00329,1.0
-0.31038,-0.405,-0.73721,-0.51,-0.55495,-0.67939,-0.49727,-0.72789,-0.52158,-0.10681,-0.64158,-0.51003,4.0
-0.3666,-0.43846,-1.20305,-0.60549,-0.62973,-0.67939,-0.49727,-0.3184,0.1629,-0.13226,-0.21089,1.00367,5.0
0.45808,1.53533,0.55808,0.48005,0.28628,-0.11476,-0.15194,0.1554,-0.46217,-0.14817,-0.49815,-0.82024,3.0
-0.31038,-0.37155,-0.72252,-0.37431,-0.27454,-0.67939,-0.49727,-0.77541,-0.48711,-0.13226,-0.54045,-0.79202,5.0
1.18905,1.80297,1.29325,0.54036,-0.06268,2.70839,4.29893,0.10563,-0.31941,-0.11954,-0.59847,-0.56071,1.0
-0.32912,-0.405,0.70376,-0.05769,-0.04398,-0.67939,-0.49727,-0.76683,-0.53959,-0.12431,-0.52554,-0.02716,4.0
0.027,-0.43846,1.98742,0.89215,0.4296,-0.59873,-0.42053,1.73199,1.17772,-0.13703,-0.65809,-0.76323,1.0
-0.32912,-0.43846,-1.12224,-0.81656,-0.6235,-0.67939,-0.49727,-0.67604,-0.40336,-0.14021,-0.54972,-0.56332,5.0
-0.27289,-0.30464,1.91029,0.18354,0.44206,-0.59873,-0.4589,-0.77606,-0.56206,-0.13862,-0.53763,0.11763,3.0
-0.34786,-0.43846,-1.01451,-0.67082,-0.44902,-0.67939,-0.49727,-0.81059,-0.43651,-0.14817,-0.24997,-0.6215,5.0
0.04574,-0.405,1.02759,-0.49995,-0.38047,1.25648,0.84567,-0.49889,-0.57921,-0.13226,0.07153,0.48564,2.0
-0.31038,-0.37155,1.46404,0.02272,0.10557,-0.59873,-0.4589,-0.64045,-0.42179,-0.13703,-0.50983,0.28258,4.0
-0.27289,-0.37155,-0.39564,-0.42959,-0.44279,-0.51807,-0.0752,-0.66941,-0.5033,-0.14419,-0.62949,-0.77392,4.0
0.85168,-0.23773,0.13815,-0.22354,-0.15615,-0.51807,-0.38216,-0.65983,-0.11,-0.14817,-0.57268,-0.69078,2.0
