@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.31038,-0.43846,0.77906,0.06292,0.41091,0.36921,-0.34379,-0.50907,0.32723,-0.11158,-0.53199,-0.74089,2.0
0.25191,1.10043,0.93332,2.22897,3.02184,0.04656,-0.38216,0.91457,2.16208,-0.11874,-0.6029,-0.47034,2.0
0.55179,1.56879,0.87455,1.41481,0.77856,0.69589,-0.03492,1.48246,-0.04796,-0.14817,-0.63513,-0.61431,1.0
-0.02923,-0.03701,-0.06998,1.05297,0.01833,-0.59873,-0.4589,2.14347,3.2331,2.4524,-0.67743,-3.14703,1.0
-0.3666,-0.43846,-1.20121,-0.78641,-0.78551,-0.43741,-0.38216,0.60464,-0.54777,-0.1418,2.25073,1.29701,5.0
-0.29163,-0.405,-0.7617,-0.34918,-0.14992,0.36921,-0.30542,-0.5117,-0.63798,-0.14339,2.25033,1.27017,4.0
-0.34786,-0.405,0.91006,0.08302,0.04326,-0.59873,-0.19031,0.09606,1.65042,-0.13783,-0.65688,-0.75781,3.0
-0.02923,-0.03701,-0.84678,0.00764,-0.206,0.04656,-0.42053,0.40561,0.99773,-0.13544,1.44536,1.17999,4.0
0.40185,-0.405,0.65296,0.38456,-0.19977,2.95038,4.60589,3.63432,-0.40997,-0.13226,-0.64641,-0.55513,1.0
-0.34786,-0.43846,0.03164,-0.33913,0.2115,-0.59873,-0.42053,-0.50687,-0.59922,-0.11954,-0.37769,0.73423,4.0
-0.06672,0.33099,-1.3065,-0.94723,-0.87275,-0.67939,-0.49727,-0.38119,-0.6358,-0.13862,0.77537,1.17144,5.0
-0.06672,-0.27119,-0.04978,-0.28385,-0.00659,0.53053,-0.34379,-0.41453,-0.61874,-0.14817,1.02918,1.17481,3.0
-0.04798,0.3979,-1.29793,-0.94723,-0.79798,-0.67939,-0.49727,-0.55945,-0.5894,-0.14658,2.34339,1.30106,5.0
0.027,0.16372,-0.66559,1.46507,0.14919,-0.67939,-0.49727,2.43658,4.18533,4.95752,-0.6726,-3.14706,1.0
-0.3666,-0.43846,0.32118,-0.01749,-0.287,-0.67939,-0.49727,-0.48745,-0.46467,-0.14498,-0.60532,-0.47632,4.0
-0.27289,-0.43846,-0.21812,1.19369,0.15542,0.53053,0.0399,1.49965,-0.49836,-0.13226,-0.18793,-0.66591,1.0
-0.32912,-0.43846,-1.14918,-0.66077,-0.64842,-0.59873,-0.42053,-0.08996,-0.60966,-0.13862,1.81924,0.90601,5.0
-0.14169,-0.37155,-1.03165,-0.56528,-0.66089,-0.59873,-0.4589,0.84363,-0.59905,-0.13067,-0.60048,0.96677,3.0
-0.31038,-0.37155,-1.02798,-0.62559,-0.58611,-0.67939,-0.49727,-0.07763,-0.53202,-0.14021,-0.62707,-0.71953,5.0
