@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.32912,-0.43846,-1.16632,-0.87687,-0.69827,-0.11476,-0.22868,-0.43391,-0.44819,-0.14021,-0.64681,1.08027,2.0
-0.25415,-0.43846,-0.23036,0.32425,0.51684,1.57913,-0.22868,-0.27718,-0.53111,-0.13385,1.84462,1.27033,2.0
0.027,-0.13737,0.76131,1.12835,0.79102,0.69185,0.00154,0.39951,0.06344,-0.14817,0.34066,-0.78353,1.0
-0.31038,-0.43846,-0.40604,-0.19841,0.01833,-0.43741,-0.11357,-0.73695,-0.49108,4.11453,-0.67381,-3.14705,1.0
0.10197,0.73244,-0.84495,-0.64569,-0.63596,-0.67939,-0.49727,0.9493,0.99805,-0.13703,-0.30114,1.02014,5.0
-0.17918,-0.13737,-0.62274,-0.3341,-0.4054,-0.59873,-0.4589,-0.57691,-0.47602,-0.14021,-0.43449,-0.74687,4.0
-0.27289,-0.43846,-0.25729,-0.30395,-0.66712,0.36921,0.11664,0.05468,-0.53487,-0.12749,-0.65487,-0.64031,3.0
-0.25415,-0.37155,-0.16302,-0.44969,-0.23715,-0.51807,-0.42053,-0.66112,-0.25144,-0.14817,-0.2266,-0.51394,4.0
0.34562,0.53171,-0.1012,0.01769,0.12426,1.82112,1.6898,0.3157,-0.06825,-0.12113,-0.26045,1.09427,1.0
-0.21666,-0.43846,-0.55663,-0.56528,-0.49264,-0.76006,-0.53564,-0.2777,-0.56263,-0.14817,-0.65608,-0.64816,4.0
-0.31038,-0.405,-0.82168,-0.65574,-0.64219,-0.59873,-0.49727,-0.06658,-0.39999,-0.13703,1.76969,1.22227,5.0
-0.3666,-0.43846,0.12713,-0.40949,-0.48018,-0.67939,-0.49727,-0.79056,-0.504,-0.14339,-0.14401,1.00911,3.0
-0.25415,-0.405,-0.76782,-0.74118,-0.4054,-0.59873,-0.4589,-0.69965,-0.47167,-0.14021,-0.55858,-0.63647,5.0
0.19568,0.33099,2.73668,0.5303,0.27382,1.66383,1.07972,0.11507,-0.21141,-0.13783,-0.63311,-0.74673,1.0
-0.34786,-0.405,0.08428,-0.60046,0.0121,-0.67939,-0.49727,-0.45989,-0.51649,-0.13385,-0.58114,0.89005,4.0
-0.21666,-0.43846,2.07679,2.18876,2.23046,2.30509,-0.15194,0.88664,-0.41423,-0.14498,-0.63352,-0.76194,1.0
-0.32912,-0.405,-1.20488,-0.88692,-0.81667,-0.19542,0.88404,-0.40606,-0.43894,-0.1418,1.01871,1.16938,5.0
-0.17918,-0.43846,1.16348,-0.32908,-0.05644,-0.43741,-0.11357,0.10842,0.11856,-0.13385,-0.65688,0.46505,3.0
-0.34786,-0.43846,-0.33748,-0.2738,-0.13122,-0.43741,-0.38216,-0.75978,-0.63709,-0.13862,-0.5751,0.12756,5.0
-0.31038,-0.37155,-0.47705,-0.44467,-0.03152,-0.67939,-0.49727,0.90465,1.9135,-0.13226,-0.65608,-0.85301,2.0
0.10197,0.36444,-0.28606,0.1182,0.15542,-0.59873,-0.4589,-0.39634,-0.45511,-0.14021,-0.50016,-0.81185,4.0
-0.34786,-0.405,0.03102,-0.80149,-0.49887,-0.67939,-0.49727,-0.62184,-0.09674,-0.14339,2.6238,1.21091,4.0
-0.21666,-0.23773,1.91519,-0.29892,-0.26831,0.04656,0.84375,-0.52515,-0.40536,-0.13226,-0.46632,0.27537,2.0
-0.34786,-0.43846,-1.12102,-0.67082,-0.65465,-0.43741,-0.34379,-0.16344,-0.5661,-0.13862,-0.28663,0.93641,5.0
-0.2354,-0.43846,0.1608,-0.12805,-0.29947,0.28855,-0.0752,-0.41319,-0.33474,-0.14339,-0.66091,-0.52338,2.0
-0.21666,-0.30464,0.03102,1.01779,0.90941,0.53053,-0.03683,3.46683,6.07334,-0.13703,0.81082,-0.68437,1.0
-0.31038,-0.405,-0.96737,-0.55021,-0.34932,-0.0341,-0.42053,-0.54602,-0.46953,-0.14498,2.21729,1.27201,5.0
-0.14169,-0.405,0.02613,-0.20846,-0.27454,0.12722,-0.11357,-0.36875,-0.36776,-0.13067,-0.06424,0.49815,3.0
-0.32912,-0.43846,-0.93983,-0.2939,-0.66089,0.20788,0.11473,0.56014,-0.23455,-0.12113,-0.24715,1.00305,3.0
-0.19792,-0.405,0.71111,0.64589,-0.07514,-0.51807,-0.15194,-0.47732,-0.48993,-0.14817,-0.6315,-0.79656,3.0
2.05122,1.06698,-0.051,0.16343,0.08688,-0.51807,-0.42053,0.92037,0.19174,-0.14817,-0.61096,-0.83989,3.0
0.42059,0.49826,0.65173,0.0981,-0.3057,0.36921,0.11664,-0.14755,0.09283,-0.12113,0.53686,0.04174,3.0
-0.29163,-0.405,-0.09997,-0.42959,-0.4054,-0.43741,-0.19031,-0.00948,-0.33341,-0.13544,0.52316,0.77679,4.0
-0.21666,-0.23773,0.60582,0.58056,0.33613,-0.35675,-0.19031,0.41403,-0.3417,-0.14021,-0.55979,-0.78939,2.0
-0.34786,-0.43846,-1.02491,-0.55021,-0.62973,-0.67939,-0.49727,-0.00772,-0.45928,-0.14817,-0.65084,-0.68982,5.0
-0.34786,-0.43846,-0.2524,-0.44467,-0.51133,-0.67939,-0.49727,-0.56361,-0.51215,-0.1426,-0.62949,-0.76917,4.0
-0.32912,-0.37155,1.54056,0.32928,0.7287,-0.43741,-0.26705,1.59414,0.14459,-0.14578,-0.64359,-0.73659,2.0
-0.3666,-0.43846,-1.28936,-0.96733,-0.79798,-0.67939,-0.49727,-0.81999,-0.63044,-0.1418,0.95465,1.07334,4.0
