@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.27289,-0.37155,0.5238,-0.31903,-0.26208,0.44987,0.69219,-0.24996,-0.55353,-0.12113,0.39988,0.21407,2.0
-0.32912,-0.43846,-0.45685,-0.49995,-0.04398,-0.43741,-0.30542,-0.22188,1.61431,-0.13385,-0.61458,1.03962,2.0
0.21442,-0.03701,1.40772,1.058,0.77232,1.17179,0.46005,2.07329,0.14923,-0.10045,0.34831,0.01556,1.0
-0.31038,-0.405,-0.28974,2.25409,1.04027,-0.67939,-0.49727,2.25049,2.98713,1.11633,-0.67461,-3.14705,1.0
-0.34786,-0.43846,0.85557,-0.05769,-0.33686,-0.67939,-0.49727,-0.01178,0.66247,-0.12908,0.64121,0.04266,5.0
0.04574,0.0299,-0.78985,-0.56528,-0.49264,-0.35675,-0.26705,-0.7072,-0.38459,-0.14021,0.35476,0.94729,4.0
-0.02923,-0.20428,-0.01856,-0.20344,-0.09383,0.36517,-0.00038,-0.25414,0.32,-0.13862,-0.45141,0.49538,3.0
-0.19792,-0.17082,-0.20036,-0.41451,0.66016,-0.67939,-0.49727,-0.53587,-0.51873,-0.14817,-0.47075,-0.76338,4.0
-0.14169,-0.37155,0.47238,1.1183,0.03703,2.37768,0.99531,-0.0143,-0.45817,-0.14339,-0.6456,-0.78805,1.0
-0.31038,-0.405,-0.79842,-0.62559,-0.26208,-0.51807,-0.22868,-0.60993,0.25148,-0.13385,-0.33176,0.50236,4.0
-0.3666,-0.43846,-1.29793,-0.98241,-0.83536,-0.67939,-0.49727,-0.75158,-0.54968,-0.14817,0.36443,1.05114,5.0
3.34447,6.08509,-0.31545,0.21369,0.24266,0.04656,0.0399,-0.26889,0.00808,-0.14817,-0.52353,-0.81698,3.0
-0.3666,-0.43846,-0.76292,-0.4899,-0.6048,-0.67939,-0.49727,-0.06756,-0.54371,-0.14817,-0.62022,-0.75093,5.0
0.28939,0.13026,2.4655,0.77656,0.59785,1.49847,1.42121,1.04584,-0.07186,-0.09886,-0.41757,-0.08881,1.0
-0.32912,-0.43846,-0.85107,-0.42959,-0.42409,0.04656,-0.34379,0.62157,1.11255,-0.13385,-0.28261,1.01498,4.0
-0.25415,-0.37155,1.6838,-0.10795,0.36729,-0.43741,-0.26705,0.32759,2.80599,-0.12749,-0.65366,-0.76134,1.0
-0.29163,-0.37155,-0.77761,-0.73615,-0.61727,-0.59873,-0.42053,-0.39899,-0.44998,-0.13862,-0.65487,0.46239,5.0
-0.31038,-0.405,0.28996,-0.23862,0.06195,-0.0341,-0.22868,-0.32984,-0.57359,-0.13226,-0.64359,0.93717,3.0
0.30814,1.30116,-0.87249,-0.64569,-0.35555,-0.67939,-0.49727,-0.33933,0.08424,-0.13703,-0.07351,0.49684,5.0
-0.06672,-0.30464,-0.19792,0.0981,-0.19353,-0.59873,-0.4589,1.38032,-0.12938,-0.14817,-0.65245,-0.78436,2.0
-0.25415,-0.43846,0.27466,-0.21349,0.0121,-0.67939,-0.49727,0.43604,-0.52148,-0.13544,0.01915,0.87008,4.0
-0.17918,-0.13737,-0.57316,-0.37431,-0.39917,-0.67939,-0.49727,-0.31634,-0.34463,-0.14021,-0.65688,-0.60509,4.0
-0.34786,-0.43846,1.11206,0.23379,0.39221,-0.67939,-0.34379,1.71464,1.65872,-0.11476,-0.58517,-0.76986,2.0
-0.34786,-0.43846,-1.2257,-0.89195,-0.81667,-0.43741,0.07827,-0.55066,-0.63408,-0.14021,-0.46632,1.0253,5.0
-0.19792,-0.405,0.89108,0.74641,0.64147,0.28855,0.19338,1.6842,0.14257,-0.12749,0.29916,0.75471,2.0
-0.12295,-0.23773,0.32975,0.07297,-0.19353,1.25648,0.73056,0.60964,-0.33827,-0.13862,-0.49855,-0.75866,1.0
-0.31038,-0.405,0.03347,-0.19339,-0.23715,-0.59873,-0.4589,-0.69848,-0.41838,-0.13544,-0.48364,0.49198,5.0
-0.31038,-0.43846,0.01756,0.23379,0.629,-0.43741,-0.11357,-0.18178,-0.31776,-0.13226,-0.61901,-0.53783,3.0
-0.34786,-0.43846,0.00409,0.25389,0.47945,-0.51807,-0.38216,-0.79085,-0.50604,-0.14817,-0.64923,-0.74329,3.0
-0.27289,-0.30464,-0.23464,0.34938,0.46076,-0.43741,-0.30542,-0.77138,-0.5309,-0.14817,-0.28381,-0.85038,3.0
-0.29163,-0.405,1.30427,2.57071,1.56994,-0.59873,-0.19031,-0.61797,-0.02888,-0.14817,-0.57953,-0.60109,3.0
-0.19792,-0.23773,-0.3283,-0.01246,-0.21223,0.04656,-0.15194,-0.50271,-0.48386,-0.14498,-0.61176,-0.61714,3.0
-0.32912,-0.43846,-0.84556,-0.41451,-0.39294,-0.43741,0.76893,0.82769,-0.0536,-0.13703,-0.42684,1.0148,4.0
0.96414,2.47205,1.64891,1.30425,0.36106,-0.19542,-0.26705,0.40256,-0.06991,-0.14817,-0.66011,-0.81459,2.0
-0.16043,-0.405,-0.20955,-0.55021,-0.38671,-0.67939,-0.49727,-0.60003,-0.50862,-0.14817,-0.57752,0.99644,5.0
-0.2354,-0.43846,-0.51562,-0.59544,-0.49264,-0.51807,-0.42053,-0.43816,-0.50522,-0.14658,-0.43248,-0.73824,4.0
-0.19792,-0.43846,0.63827,0.66097,0.46699,0.60716,0.30657,0.18579,-0.447,-0.14817,-0.64158,-0.84111,2.0
-0.32912,-0.405,-1.15469,-0.59041,-0.74812,-0.43741,-0.34379,0.04063,0.10967,-0.12908,-0.00099,1.02026,4.0
-0.25415,-0.43846,-0.03692,-0.706,-0.53626,-0.19542,0.96078,-0.56013,-0.65936,-0.11954,-0.33901,0.71991,5.0
-0.34786,-0.43846,0.03898,-0.27882,-0.43033,-0.43741,-0.38216,-0.58319,-0.26448,-0.14658,-0.50903,1.01845,3.0
6.00595,-0.43846,0.7154,0.08805,0.26759,0.36921,-0.26705,-0.22732,-0.27624,-0.13385,0.89623,0.90184,2.0
0.17694,0.36444,1.65319,0.59564,0.29874,0.77655,0.46389,-0.07556,-0.0187,-0.13862,-0.60129,-0.48056,1.0
-0.08546,-0.27119,0.80722,-0.08785,-0.14368,-0.0341,1.11042,0.42569,-0.10658,-0.09727,-0.62747,-0.03964,2.0
-0.34786,-0.43846,-0.31606,-0.54015,-0.57365,-0.43741,-0.38216,-0.09228,-0.62656,-0.13226,-0.56825,0.90852,4.0
-0.31038,-0.43846,0.60521,-0.07277,0.09311,-0.19542,-0.0752,-0.43623,-0.45155,-0.13226,-0.64278,-0.76919,1.0
-0.29163,-0.405,0.35913,0.85194,0.23643,0.28855,-0.03683,-0.11873,1.19302,-0.13703,-0.61257,0.49101,1.0
0.00825,-0.00355,1.76766,1.49522,1.49516,2.22442,0.50034,1.35362,1.74854,-0.14578,-0.25037,-0.74274,1.0
-0.17918,-0.405,1.35569,0.01266,0.08688,-0.51807,-0.42053,-0.16266,0.72595,-0.13226,-0.27455,0.12022,3.0
0.1582,-0.00355,0.88557,0.80671,0.61031,1.09516,0.96078,1.21103,0.1544,-0.11317,0.23268,0.00572,2.0
-0.34786,-0.405,-1.3114,-0.98241,-0.82913,-0.67939,-0.49727,-0.79336,-0.63516,-0.14817,2.71807,1.28348,5.0
