@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.34786,-0.43846,0.37811,-0.53513,-0.02529,-0.67939,-0.49727,-0.79856,-0.35934,-0.14021,-0.60894,0.90181,4.0
0.17694,0.89971,-0.24505,-0.46477,-0.37424,-0.43741,-0.15194,-0.78853,-0.48726,-0.12749,-0.64359,-0.52376,3.0
-0.3666,-0.43846,-0.90677,-0.80149,-0.56742,-0.67939,-0.49727,-0.73536,0.39191,-0.14021,1.87967,1.23509,4.0
-0.34786,-0.405,2.9901,2.79686,5.30251,-0.67939,-0.49727,-0.75958,-0.32572,-0.13624,-0.62143,-0.73564,1.0
-0.27289,-0.33809,0.80293,0.17851,0.16165,-0.67939,-0.49727,-0.40475,0.91427,-0.1259,-0.63755,0.45418,3.0
-0.3666,-0.43846,-1.03532,-0.85677,-0.78551,-0.67939,-0.49727,-0.75137,-0.61673,-0.14021,1.13957,0.9563,5.0
-0.3666,-0.43846,-0.85719,-0.7261,-0.44902,-0.67939,-0.49727,-0.73032,0.0875,-0.13862,0.94176,1.06337,3.0
0.23317,0.96662,0.01511,0.15841,0.38598,0.85318,-0.22868,-0.16063,-0.43784,-0.14817,-0.62788,-0.72165,2.0
-0.16043,-0.07046,1.01412,1.18866,1.02781,-0.59873,-0.49727,0.73287,-0.40289,-0.13226,-0.62868,-0.45852,2.0
-0.32912,-0.405,-1.28324,-0.99246,-0.79174,-0.59873,-0.4589,-0.77221,-0.58489,-0.14817,1.7584,1.27,5.0
-0.31038,-0.37155,-0.84066,-0.7261,-0.47395,-0.59873,-0.4589,-0.80096,-0.53317,-0.14419,0.5151,-0.74535,5.0
-0.3666,-0.43846,-1.241,-0.902,-0.74812,-0.67939,-0.49727,-0.36635,-0.43603,-0.14498,0.11101,1.04909,4.0
-0.32912,-0.43846,0.06592,0.078,0.35482,-0.51807,-0.15194,-0.25181,0.2026,4.6076,-0.67461,-3.14705,1.0
-0.17918,-0.405,0.92597,0.78661,0.63523,0.60716,-0.03875,-0.2286,-0.09086,-0.13862,-0.44295,0.46658,2.0
-0.14169,-0.43846,0.96147,1.54548,1.79426,1.74045,0.19338,0.03202,-0.30017,-0.13385,-0.6174,-0.7678,1.0
-0.25415,-0.27119,-0.36442,-0.80651,-0.48641,-0.43741,-0.11357,-0.70205,-0.48818,-0.14817,-0.60934,-0.72715,4.0
-0.32912,-0.43846,0.53114,1.10323,0.24266,-0.59873,-0.26705,0.2558,0.68605,-0.12113,-0.61418,0.50165,3.0
-0.2354,-0.43846,0.32301,-0.84169,-0.66712,-0.11476,-0.22868,-0.36302,-0.35662,-0.13862,-0.16013,0.73303,4.0
-0.32912,-0.43846,-1.18162,-0.8819,-0.84159,0.12722,-0.11357,-0.56017,-0.58444,-0.14658,1.84019,1.22499,3.0
-0.34786,-0.43846,1.34651,0.26897,0.49814,-0.43741,-0.30542,0.29753,3.15177,-0.13862,-0.57752,-0.76601,2.0
0.027,0.16372,-0.97227,-0.84169,-0.64219,0.60716,0.11473,-0.43694,-0.12314,-0.14339,1.79144,1.23386,2.0
-0.34786,-0.405,-1.18591,-0.13308,-0.61727,-0.67939,-0.49727,0.48014,1.44701,-0.13862,1.59161,1.1963,5.0
-0.3666,-0.43846,-0.78128,-0.69595,-0.71074,-0.67939,-0.49727,-0.39723,-0.61994,-0.14658,1.60088,1.19695,5.0
2.78219,-0.03701,-0.39135,-0.08785,-0.63596,1.57913,0.57708,4.09136,-0.50636,-0.11954,2.36434,1.26691,2.0
-0.32912,-0.43846,-1.0849,-0.76128,-0.53626,0.12722,-0.11357,-0.42339,-0.27236,-0.13385,-0.2673,1.08464,2.0
-0.29163,-0.405,0.22936,-0.32405,-0.43033,-0.59873,-0.4589,-0.62617,-0.61236,-0.11795,0.3882,0.09847,3.0
-0.34786,-0.43846,-1.22447,-0.80149,-0.56742,-0.67939,-0.49727,-0.77745,-0.59349,-0.14021,-0.56503,0.98828,4.0
-0.29163,-0.43846,-0.48868,-0.17831,-0.01906,-0.0341,-0.11357,-0.07276,-0.20755,-0.14658,-0.5751,-0.74789,4.0
1.45145,3.24149,-0.57254,0.08302,0.12426,-0.35675,-0.11357,0.16712,-0.18399,-0.14817,-0.63029,-0.49807,3.0
-0.14169,-0.33809,-0.35952,-0.3341,-0.39294,-0.11476,-0.22868,0.52489,1.38593,-0.12272,0.24638,0.54964,4.0
0.06448,0.23063,-0.13364,1.29923,0.09934,-0.67939,-0.49727,2.35646,4.6354,5.68918,-0.6726,-3.14706,1.0
-0.25415,-0.405,-0.15507,-0.11298,0.03079,-0.59873,-0.34379,-0.44375,0.67565,-0.13703,-0.61861,0.49073,4.0
-0.32912,-0.43846,0.41728,-0.0979,0.00587,-0.35675,-0.03683,-0.69461,-0.52478,-0.11158,-0.52957,-0.6291,3.0
-0.3666,-0.43846,-1.30711,-0.96231,-0.79798,-0.67939,-0.49727,-0.82077,-0.62912,-0.14658,2.24912,1.27331,5.0
-0.34786,-0.43846,-0.09263,-0.59041,-0.41786,-0.43741,0.07827,-0.02382,-0.40253,-0.13544,-0.61418,1.00542,4.0
0.06448,-0.43846,1.55892,2.13348,2.3177,3.10364,1.41737,0.80197,-0.48318,-0.13624,-0.62989,-0.77134,1.0
-0.3666,-0.43846,-1.31629,-0.97738,-0.80421,-0.67939,-0.49727,-0.82085,-0.62727,-0.14817,-0.60733,1.01467,5.0
-0.2354,-0.405,0.58929,0.84189,1.44531,0.04656,-0.38216,0.23201,3.55573,-0.14021,-0.48244,-0.70923,1.0
-0.21666,-0.43846,0.78273,0.01769,-0.08137,-0.0341,0.11664,-0.24257,-0.54315,-0.14419,-0.41838,-0.85657,2.0
-0.3666,-0.43846,-1.22508,-0.58036,-0.79798,-0.67939,-0.49727,-0.45477,-0.57835,-0.14658,-0.06706,1.08101,5.0
-0.14169,-0.13737,1.19837,0.04784,0.03703,-0.59873,-0.4589,-0.67894,-0.31622,-0.1426,-0.54649,-0.4693,3.0
-0.21666,-0.33809,-0.13119,0.41974,-0.00036,-0.59873,-0.4589,0.8608,-0.38236,-0.14817,-0.63311,-0.46792,2.0
0.64551,1.60224,1.53505,1.00271,0.18658,3.35369,5.45002,0.95986,-0.4069,-0.1418,-0.65366,-0.58556,1.0
-0.34786,-0.43846,-1.17244,-0.80651,-0.7045,-0.67939,-0.49727,-0.77823,-0.55948,-0.13544,-0.63634,0.90987,5.0
0.19568,0.43135,0.63582,-0.21349,-0.0876,0.04656,-0.15194,-0.68299,-0.429,-0.13544,-0.63755,-0.58016,3.0
