@relation computer1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.2354,-0.30464,0.63153,2.63102,-0.24962,-0.35675,-0.26705,9.23377,-0.38529,-0.1426,0.27378,-0.56827,2.0
0.1582,-0.37155,0.52808,-0.25369,-0.13745,0.20788,0.46197,0.25846,-0.12898,-0.12908,0.00949,0.74972,2.0
0.40185,0.33099,1.07472,0.23379,0.01833,0.53053,0.23175,0.80539,-0.34548,-0.10045,-0.56946,-0.03851,1.0
-0.14169,-0.13737,-0.33014,-0.79646,-0.65465,-0.51807,-0.42053,-0.66524,-0.47045,2.51602,-0.67179,-3.14706,1.0
-0.32912,-0.43846,-0.96737,-0.67585,-0.43033,-0.59873,-0.38216,-0.50561,-0.13937,-0.13624,-0.45585,-0.63633,5.0
-0.31038,-0.405,-0.38951,-0.706,-0.53626,-0.43741,-0.30542,-0.80653,-0.63228,-0.14658,-0.16214,0.98347,4.0
-0.34786,-0.43846,-1.13388,-0.86682,-0.69204,-0.43741,-0.30542,-0.3958,-0.62297,-0.14339,-0.12467,1.00889,3.0
-0.27289,-0.30464,-0.20465,0.26897,-0.0876,-0.51807,-0.42053,-0.79465,-0.47422,-0.14817,-0.20888,-0.84612,4.0
0.98288,1.13389,0.58379,0.58559,0.06818,3.1117,1.11425,-0.05994,-0.06797,-0.14817,-0.64883,-0.63015,1.0
-0.31038,-0.405,0.11489,-0.47985,-0.16238,-0.67939,-0.4589,-0.78983,-0.5356,-0.14021,-0.26931,0.92756,4.0
-0.34786,-0.405,-1.26426,-0.96733,-0.78551,-0.67939,-0.49727,-0.79337,-0.60821,-0.14498,2.27007,1.27341,5.0
-0.34786,-0.43846,-1.09409,-0.88692,-0.75436,0.04656,-0.22868,-0.74338,-0.54758,-0.14021,-0.31685,1.0359,3.0
-0.34786,-0.43846,-0.92146,-0.72108,-0.48641,-0.67939,-0.49727,-0.80353,-0.54079,-0.14817,-0.58396,-0.73956,5.0
-0.17918,-0.27119,-0.01183,0.97256,0.26759,-0.35675,-0.11357,1.71935,3.78428,3.58964,-0.6734,-3.14705,1.0
0.57054,1.83642,0.1106,-0.43462,-0.43656,-0.67939,-0.49727,-0.77016,-0.52193,-0.12908,-0.58839,-0.73288,4.0
0.1582,-0.10392,1.52097,0.50015,0.18658,1.57913,0.27012,1.40628,-0.21049,-0.10204,-0.19437,0.51131,1.0
-0.34786,-0.43846,-0.92514,-0.70097,-0.63596,-0.67939,-0.49727,-0.37029,-0.50271,-0.14658,-0.65809,0.98997,5.0
-0.02923,0.09681,1.25959,0.60569,0.51684,-0.59873,-0.15194,-0.20009,0.75211,-0.12908,0.86481,0.02891,3.0
-0.29163,-0.37155,-1.01512,-0.73113,-0.43033,-0.51807,-0.42053,-0.79941,-0.52447,-0.14817,-0.56986,-0.56717,5.0
