@relation computer2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.34786,-0.43846,-0.92514,-0.70097,-0.63596,-0.67939,-0.49727,-0.37029,-0.50271,-0.12913,-0.16873,-0.22586,-0.25466,-0.12745,-0.55337,-0.52908,-0.82297,-0.88212,-0.14658,-0.65809,0.98997,10.0
-0.34786,-0.43846,-1.22447,-0.80149,-0.56742,-0.67939,-0.49727,-0.77745,-0.59349,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.53895,-0.51113,-0.82498,-0.88228,-0.14021,-0.56503,0.98828,8.0
-0.25415,-0.405,1.04656,2.28927,2.57941,0.36517,-0.34379,0.95323,2.19213,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.22256,-0.28717,0.34877,0.16049,-0.13226,-0.51144,-0.55546,3.0
-0.2354,-0.43846,-0.51562,-0.59544,-0.49264,-0.51807,-0.42053,-0.43816,-0.50522,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,0.16735,0.35956,-0.51734,-0.48228,-0.14658,-0.43248,-0.73824,7.0
-0.34786,-0.43846,-0.41155,-0.19339,-0.46771,-0.67939,-0.49727,-0.30956,-0.57588,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.53806,-0.79177,-0.83097,-0.13703,1.73786,0.91787,9.0
-0.2354,-0.30464,0.63153,2.63102,-0.24962,-0.35675,-0.26705,9.23377,-0.38529,-0.43062,-0.39286,-0.36831,-0.30259,-0.05737,0.13853,0.12618,-0.24116,-0.06867,-0.1426,0.27378,-0.56827,4.0
-0.29163,-0.43846,-0.00387,0.12323,0.39221,0.69185,-0.22868,-0.32843,-0.5404,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,0.68176,0.35855,-0.13862,2.0513,1.18335,5.0
-0.34786,-0.43846,1.11206,0.23379,0.39221,-0.67939,-0.34379,1.71464,1.65872,1.82676,1.18129,0.37172,-0.30259,-0.19752,-0.39553,-0.42181,-0.68217,-0.55746,-0.11476,-0.58517,-0.76986,3.0
0.17694,0.36444,1.65319,0.59564,0.29874,0.77655,0.46389,-0.07556,-0.0187,0.73952,0.37088,-0.00926,-0.30259,0.32978,-0.4085,-0.36706,1.16848,1.1586,-0.13862,-0.60129,-0.48056,2.0
-0.27289,-0.33809,0.80293,0.17851,0.16165,-0.67939,-0.49727,-0.40475,0.91427,0.54921,0.42215,0.08282,-0.21544,-0.12745,-0.36598,-0.3316,-0.82498,-0.68437,-0.1259,-0.63755,0.45418,6.0
3.02584,-0.23773,1.60177,0.37954,0.6477,0.60716,0.07636,0.05929,0.99002,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.1515,0.05302,0.23716,0.25557,-0.12908,0.39746,0.72989,2.0
0.28939,0.13026,2.4655,0.77656,0.59785,1.49847,1.42121,1.04584,-0.07186,0.24772,0.0015,-0.18291,-0.30259,0.18788,1.79619,1.17639,1.89134,2.48106,-0.09886,-0.41757,-0.08881,1.0
-0.34786,-0.405,0.14305,-0.23862,-0.26208,-0.59873,-0.4589,-0.04579,-0.5242,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.14976,-0.17901,-0.67641,-0.42259,-0.13862,0.04051,0.20741,7.0
0.57054,1.83642,0.1106,-0.43462,-0.43656,-0.67939,-0.49727,-0.77016,-0.52193,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,1.87258,0.99956,-0.82026,-0.44773,-0.12908,-0.58839,-0.73288,7.0
-0.14169,-0.37155,0.47238,1.1183,0.03703,2.37768,0.99531,-0.0143,-0.45817,1.11073,0.55163,1.19209,1.39206,0.67664,2.71222,1.81773,1.50365,2.50865,-0.14339,-0.6456,-0.78805,1.0
-0.12295,-0.23773,0.32975,0.07297,-0.19353,1.25648,0.73056,0.60964,-0.33827,-0.43062,-0.39286,-0.36831,-0.30259,0.15285,-0.25066,-0.19696,1.01737,1.08107,-0.13862,-0.49855,-0.75866,2.0
0.027,-0.00355,2.0823,1.34446,0.92811,-0.59873,-0.4589,0.67871,-0.24798,2.24507,1.6578,1.11484,1.24363,0.04774,0.5133,1.38284,-0.52608,0.02348,-0.1426,-0.51789,-0.77465,4.0
-0.31038,-0.405,0.11489,-0.47985,-0.16238,-0.67939,-0.4589,-0.78983,-0.5356,-0.39293,-0.37972,-0.36213,-0.30259,-0.16248,-0.52454,-0.51113,-0.75681,-0.8006,-0.14021,-0.26931,0.92756,8.0
