@relation computer2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.3666,-0.43846,0.06714,-0.38939,-0.37424,-0.67939,-0.49727,-0.52516,-0.28711,0.13467,-0.12996,-0.24471,-0.30259,-0.02234,-0.40922,-0.42137,-0.81974,-0.86552,-0.14658,-0.60491,-0.4762,7.0
-0.34786,-0.43846,-1.08429,-0.87687,-0.55495,-0.59873,-0.4589,-0.81821,-0.40886,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.66767,-0.79642,-0.14817,1.69153,1.27013,9.0
1.90128,3.3084,1.69053,1.14343,1.17113,1.09516,-0.22868,0.37809,0.46377,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.6142,1.22127,0.96318,0.99834,-0.1259,1.0872,0.01761,2.0
-0.3666,-0.43846,-1.30589,-0.97236,-0.81044,-0.67939,-0.49727,-0.82077,-0.64708,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.84596,-0.88228,-0.14817,2.233,1.26948,10.0
0.08322,-0.17082,1.24796,0.2941,0.34859,0.36921,-0.19031,0.82007,-0.19391,0.92607,0.46158,0.02102,-0.30259,0.08277,-0.26508,-0.2957,0.52969,0.26327,2.6035,-0.67703,-3.14703,1.0
1.28276,1.97024,2.30879,0.61071,0.44206,0.77251,1.45958,0.67722,0.76586,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,0.52772,0.59294,1.80395,1.19834,-0.12113,-0.41354,0.01987,2.0
0.68299,2.00369,0.24895,-0.11298,0.00587,-0.51807,-0.07712,-0.11022,-0.46517,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.51158,-0.52696,-0.58097,-0.12749,-0.2673,0.46869,6.0
-0.34786,-0.405,-1.11306,-0.89195,-0.67335,-0.67939,-0.49727,-0.78124,0.32536,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.83049,-0.8971,-0.14658,1.56663,1.20408,10.0
-0.21666,-0.23773,0.60582,0.58056,0.33613,-0.35675,-0.19031,0.41403,-0.3417,-0.24219,-0.31399,-0.33123,-0.30259,-0.09241,1.72411,1.81369,0.03501,0.18997,-0.14021,-0.55979,-0.78939,3.0
-0.34786,-0.43846,-0.33748,-0.2738,-0.13122,-0.43741,-0.38216,-0.75978,-0.63709,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.4813,-0.43932,-0.49986,-0.53149,-0.13862,-0.5751,0.12756,9.0
-0.2354,-0.43846,0.51951,1.08815,1.62602,2.05907,3.33202,0.54464,0.49202,0.0951,0.66993,0.4397,0.35961,-0.16248,1.07186,1.30744,1.18264,1.41871,-0.13862,-0.62788,-0.59892,1.0
-0.19792,-0.13737,-1.29793,-0.96231,-0.8229,-0.67939,-0.49727,-0.80817,-0.60134,-0.43062,-0.39286,-0.36831,-0.30259,-0.02234,-0.59661,-0.55601,-0.82323,-0.88018,-0.14817,-0.54247,1.01692,10.0
0.36437,-0.43846,0.69703,0.16846,-0.19353,3.1117,4.721,0.1372,-0.47356,0.47384,1.2503,1.30642,1.01029,-0.19752,1.01781,1.0956,2.10984,2.41928,-0.13385,-0.64923,-0.54817,1.0
0.17694,0.36444,1.24122,0.91728,0.33613,-0.35675,-0.34379,0.43572,0.08038,-0.43062,-0.39286,-0.36831,-0.30259,0.08277,0.88808,0.40444,-0.40897,0.34808,-0.1084,-0.27213,-0.01356,4.0
0.06448,0.19717,0.58317,0.44989,0.21773,-0.11476,-0.0752,0.89094,0.63644,0.69995,0.61932,0.63282,0.64482,0.04774,-0.39481,-0.42137,0.3042,0.20253,-0.12749,-0.65568,0.47334,4.0
-0.2354,-0.43846,0.56971,0.96753,1.20852,1.90178,-0.19031,0.1887,-0.24354,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,1.77948,1.38159,-0.13703,2.39738,1.28644,2.0
-0.27289,-0.43846,-0.25729,-0.30395,-0.66712,0.36921,0.11664,0.05468,-0.53487,0.13467,0.73763,1.36204,1.33921,-0.09241,0.19618,-0.05334,0.79887,0.88735,-0.12749,-0.65487,-0.64031,5.0
0.25191,0.26408,0.16386,-0.01246,-0.23092,1.57913,0.57708,1.83229,-0.02678,-0.43062,-0.39286,-0.36831,-0.30259,-0.12745,0.23943,0.03642,1.47358,1.52923,-0.12749,0.11907,-0.56679,2.0
0.62677,2.20442,0.22568,-0.24364,-0.24962,-0.51807,-0.38216,-0.02394,-0.35508,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.02003,-0.19696,-0.48063,-0.20898,-0.13465,-0.11339,-0.67595,3.0
-0.32912,-0.405,0.98596,-0.314,-0.14992,-0.11476,-0.19031,-0.50403,0.14146,-0.20451,-0.30084,-0.33123,-0.30259,-0.05737,-0.42364,-0.43887,0.14907,-0.1172,-0.14339,-0.61982,-0.73219,5.0
-0.32912,-0.43846,-1.16632,-0.87687,-0.69827,-0.11476,-0.22868,-0.43391,-0.44819,0.92607,0.94796,0.96035,0.67012,-0.19752,-0.03445,0.06335,0.27973,-0.24877,-0.14021,-0.64681,1.08027,4.0
-0.19792,-0.405,0.71111,0.64589,-0.07514,-0.51807,-0.15194,-0.47732,-0.48993,-0.09145,-0.26141,-0.30651,-0.30259,-0.02234,-0.28021,-0.18888,-0.60369,-0.70689,-0.14817,-0.6315,-0.79656,6.0
0.19568,0.89971,0.96821,-0.01749,-0.12499,-0.43741,-0.34379,-0.32166,-0.36078,-0.31756,-0.35343,-0.34977,-0.30259,-0.12745,-0.42364,-0.41194,-0.34132,-0.4939,-0.14021,-0.60129,-0.61184,5.0
-0.34786,-0.43846,-0.07916,-0.16323,-0.09383,-0.67939,-0.49727,-0.69149,-0.40707,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.42364,-0.44829,-0.79876,-0.80898,-0.14021,-0.00623,-0.6825,7.0
-0.12295,-0.20428,-0.77394,-0.49492,-0.46148,-0.35675,-0.22868,-0.65947,-0.453,-0.05376,0.02779,1.0963,1.07214,-0.09241,-0.30832,-0.34956,-0.52259,0.66641,-0.14817,-0.561,-0.85769,7.0
-0.34786,-0.43846,-1.02491,-0.55021,-0.62973,-0.67939,-0.49727,-0.00772,-0.45928,0.0593,-0.07738,-0.21999,-0.30259,-0.19752,-0.5822,-0.54703,-0.82323,-0.83725,-0.14817,-0.65084,-0.68982,9.0
-0.2354,-0.405,-0.22852,0.04784,-0.25585,0.92577,0.30466,2.2124,0.17108,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.00778,0.00724,1.39947,0.99049,-0.10999,2.428,1.25092,2.0
-0.21666,-0.30464,0.03102,1.01779,0.90941,0.53053,-0.03683,3.46683,6.07334,-0.43062,-0.39286,-0.36831,-0.30259,21.17469,2.24303,2.81004,0.82334,1.6863,-0.13703,0.81082,-0.68437,2.0
3.75681,-0.33809,0.03776,-0.1381,-0.5238,0.36517,0.34494,1.17464,-0.34369,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,7.73277,4.63085,0.10983,0.09044,-0.1259,-0.14522,0.5006,3.0
-0.34786,-0.405,0.03102,-0.80149,-0.49887,-0.67939,-0.49727,-0.62184,-0.09674,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.5201,-0.82323,-0.88018,-0.14339,2.6238,1.21091,8.0
-0.34786,-0.43846,-0.34483,-0.30898,-0.00036,-0.59873,-0.15194,-0.55474,1.0557,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.52908,-0.68165,-0.63621,-0.13226,-0.55213,0.47169,8.0
-0.3666,-0.43846,-0.92942,-0.54518,-0.63596,-0.67939,-0.49727,-0.02452,0.59986,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.42364,-0.34058,-0.82498,-0.87285,-0.13067,-0.52957,0.94859,10.0
-0.08546,-0.43846,-0.49909,-0.80651,-0.6235,0.68379,1.638,-0.63211,-0.46908,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.1094,-0.24364,1.17241,0.87525,-0.14419,-0.43812,-0.64659,5.0
-0.2354,-0.43846,0.1608,-0.12805,-0.29947,0.28855,-0.0752,-0.41319,-0.33474,0.24772,0.1198,1.09013,0.68418,-0.16248,0.32591,0.06335,0.63981,0.55541,-0.14339,-0.66091,-0.52338,4.0
-0.27289,-0.43846,0.20487,0.274,0.41091,0.61119,-0.34379,-0.47064,-0.54345,-0.16682,-0.30084,-0.32505,-0.30259,-0.09241,1.82501,0.97891,1.29005,0.98264,-0.14578,-0.61378,-0.62002,4.0
-0.27289,-0.43846,-0.01795,-0.55523,-0.24339,-0.51807,0.15501,-0.60908,-0.32862,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.36598,-0.36751,-0.46315,-0.64354,-0.14021,-0.46189,-0.57414,7.0
-0.3666,-0.43846,0.12713,-0.40949,-0.48018,-0.67939,-0.49727,-0.79056,-0.504,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.84596,-0.88228,-0.14339,-0.14401,1.00911,6.0
-0.34786,-0.43846,-1.12102,-0.67082,-0.65465,-0.43741,-0.34379,-0.16344,-0.5661,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.53307,-0.61841,-0.13862,-0.28663,0.93641,9.0
-0.17918,-0.43846,1.16348,-0.32908,-0.05644,-0.43741,-0.11357,0.10842,0.11856,-0.09145,0.1198,1.25698,1.42917,0.0127,-0.36598,0.24287,-0.50685,-0.30008,-0.13385,-0.65688,0.46505,6.0
-0.21666,-0.43846,2.07679,2.18876,2.23046,2.30509,-0.15194,0.88664,-0.41423,0.09698,0.1198,0.10754,-0.05239,1.41416,0.55654,0.54806,2.32134,2.28211,-0.14498,-0.63352,-0.76194,2.0
-0.32912,-0.405,-0.00142,-0.39944,-0.29947,-0.11476,0.30657,-0.32399,-0.54895,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.43805,-0.45727,0.00338,-0.00673,-0.14817,-0.43731,-0.55555,5.0
1.47019,1.66915,0.18283,0.46497,0.41714,2.54707,3.64665,1.4129,0.2647,0.17235,0.75078,1.15192,0.87816,0.04774,0.02321,-0.11618,2.21647,2.74598,-0.14419,-0.5328,-0.54521,1.0
-0.31038,-0.405,-0.77271,-0.89697,-0.66089,-0.27609,-0.03683,-0.59313,0.35842,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.14677,-0.35244,-0.14498,2.0646,1.24303,8.0
0.19568,0.33099,2.73668,0.5303,0.27382,1.66383,1.07972,0.11507,-0.21141,1.45744,0.79284,0.67824,0.50594,1.17241,-0.06256,-0.1063,1.35411,2.68525,-0.13783,-0.63311,-0.74673,1.0
-0.31038,-0.43846,-0.40604,-0.19841,0.01833,-0.43741,-0.11357,-0.73695,-0.49108,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.4813,-0.44829,-0.3775,-0.4205,4.11453,-0.67381,-3.14705,1.0
-0.29163,-0.405,-0.09997,-0.42959,-0.4054,-0.43741,-0.19031,-0.00948,-0.33341,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.53806,-0.3845,-0.51788,-0.13544,0.52316,0.77679,7.0
0.10197,0.76589,-0.77577,-0.49492,-0.65465,-0.43741,-0.30542,0.1947,-0.42138,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.46688,-0.41239,-0.37576,-0.4027,-0.14021,-0.47639,0.99739,5.0
-0.31038,-0.405,0.82986,0.22877,0.2302,-0.0341,0.19146,0.68318,0.45551,3.29274,1.40475,1.34628,1.03292,1.27051,-0.07841,-0.06322,0.06447,0.09253,-0.13067,-0.64641,-0.80241,3.0
-0.25415,-0.43846,-0.23036,0.32425,0.51684,1.57913,-0.22868,-0.27718,-0.53111,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.43805,-0.43932,1.42814,1.10515,-0.13385,1.84462,1.27033,4.0
-0.12295,-0.07046,-0.74333,-0.63062,-0.64842,-0.51807,0.0399,-0.72387,-0.57169,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.5201,-0.64844,-0.7472,-0.13862,1.26689,0.81817,8.0
-0.1042,0.16372,-1.10694,-0.76631,-0.71697,0.12722,-0.11357,-0.42757,-0.48381,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.43805,-0.43932,0.82509,-0.06867,-0.14658,-0.55213,1.15018,3.0
-0.32912,-0.405,-1.30589,-1.00251,-0.83536,-0.67939,-0.49727,-0.79019,-0.601,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88228,-0.14817,2.47876,1.30975,10.0
-0.3666,-0.43846,-0.8327,-0.72108,-0.66712,-0.67939,-0.49727,-0.31374,-0.57572,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.52454,-0.51113,-0.82323,-0.37652,-0.13783,-0.40186,-0.70004,10.0
-0.32912,-0.405,-0.43236,-0.63062,-0.0876,-0.67939,-0.49727,-0.7589,0.11526,-0.12913,-0.27455,-0.31887,-0.30259,-0.19752,-0.27949,-0.3316,-0.82323,-0.80479,-0.13624,-0.57711,-0.63227,8.0
-0.27289,-0.43846,-1.02614,-0.52005,-0.66712,0.04656,-0.15194,-0.62678,-0.52708,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.24466,-0.25191,-0.13862,-0.33981,0.93309,9.0
-0.27289,-0.30464,-1.19754,-0.73615,-0.62973,-0.59873,-0.42053,-0.74997,-0.12921,2.50887,1.53949,0.54012,-0.30259,0.04774,-0.33715,-0.35853,-0.63795,-0.75872,-0.14817,-0.65124,1.00785,8.0
-0.31038,-0.43846,-0.76965,0.75646,-0.57365,-0.51807,-0.42053,-0.29001,-0.59274,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.38039,-0.40341,-0.38624,0.07897,-0.13862,0.16178,1.04189,5.0
-0.32912,-0.37155,1.54056,0.32928,0.7287,-0.43741,-0.26705,1.59414,0.14459,1.11827,1.54344,2.29426,9.94265,-0.12745,4.55943,4.55276,-0.57249,-0.35013,-0.14578,-0.64359,-0.73659,3.0
-0.1042,0.26408,1.28468,-0.35923,-0.13122,-0.67939,-0.49727,-0.80404,-0.63679,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82323,-0.88228,-0.13544,1.13756,0.9563,7.0
-0.31038,-0.37155,-0.47705,-0.44467,-0.03152,-0.67939,-0.49727,0.90465,1.9135,5.36169,5.18271,5.74969,5.76055,-0.09241,2.9133,3.5021,-0.78862,-0.756,-0.13226,-0.65608,-0.85301,4.0
-0.31038,-0.405,-0.82168,-0.65574,-0.64219,-0.59873,-0.49727,-0.06658,-0.39999,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.35157,-0.27775,-0.64494,-0.69799,-0.13703,1.76969,1.22227,9.0
0.38311,1.40152,0.31077,-0.2939,-0.15615,-0.43741,-0.38216,-0.66994,-0.34644,-0.43062,-0.39286,-0.36831,-0.30259,-0.09241,0.62862,0.20696,-0.53657,-0.32521,-0.1259,-0.28825,0.46451,6.0
-0.31038,-0.43846,-0.49848,-0.33913,-0.13122,-0.43741,-0.34379,-0.67735,-0.38643,0.58501,0.10534,0.27934,0.22481,-0.19752,0.85636,0.36674,-0.49383,-0.24396,-0.12749,-0.6444,-0.71238,6.0
