@relation computer2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.3666,-0.43846,-1.29854,-0.97738,-0.83536,-0.67939,-0.49727,-0.81831,-0.66472,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.81974,-0.84772,-0.14021,3.27285,1.2847,10.0
-0.17918,-0.13737,-0.62274,-0.3341,-0.4054,-0.59873,-0.4589,-0.57691,-0.47602,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.41239,-0.67116,-0.53987,-0.14021,-0.43449,-0.74687,8.0
-0.21666,-0.23773,1.91519,-0.29892,-0.26831,0.04656,0.84375,-0.52515,-0.40536,-0.43062,-0.39286,-0.36831,-0.30259,-0.05737,-0.53895,-0.50215,1.29083,-0.00987,-0.13226,-0.46632,0.27537,3.0
-0.34786,-0.405,0.08428,-0.60046,0.0121,-0.67939,-0.49727,-0.45989,-0.51649,-0.09145,-0.18254,-0.28797,-0.30259,-0.19752,0.18177,0.38649,-0.82323,-0.83935,-0.13385,-0.58114,0.89005,7.0
-0.34786,-0.43846,-1.19019,-0.87185,-0.42409,-0.67939,-0.49727,-0.44384,-0.06439,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.43805,-0.45727,-0.7638,-0.86134,-0.13067,-0.31161,0.92027,9.0
-0.16043,-0.23773,-0.00876,0.03779,0.04949,-0.27609,0.0399,-0.27304,0.45063,-0.43062,-0.39286,-0.36831,-0.30259,3.06087,-0.33715,-0.39444,-0.06462,-0.0404,-0.14817,-0.48405,-0.50872,4.0
-0.27289,-0.43846,-0.47032,0.41471,-0.16861,-0.27609,-0.15194,0.74738,-0.42445,-0.43062,-0.39286,-0.36831,-0.30259,-0.02234,-0.49571,-0.49317,0.19006,0.89515,-0.14817,-0.46068,-0.70852,5.0
-0.2354,-0.405,0.38423,0.74138,-0.13122,1.5751,1.34064,2.97814,-0.28876,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49571,-0.49317,2.27992,1.86389,-0.1426,-0.48969,-0.69402,3.0
0.98288,2.20442,0.69091,0.85697,1.61979,0.20788,-0.03875,0.80199,2.78067,4.7964,2.84745,2.19724,1.13947,0.57153,1.01492,0.65353,0.32439,0.84499,-0.14817,-0.63029,-0.78613,2.0
-0.12295,-0.07046,0.74294,-0.14313,0.35482,-0.67939,-0.49727,-0.4679,0.45975,0.09698,-0.03794,-0.20145,-0.30259,-0.02234,-0.39481,-0.26877,-0.80925,-0.75558,-0.14578,-0.6307,-0.77901,6.0
