@relation computer2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.2354,-0.33809,-1.16815,-0.91708,-0.79174,0.20788,-0.15194,-0.69801,-0.50462,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.35084,-0.25935,-0.06986,-0.14872,-0.14817,0.37329,1.05948,7.0
-0.29163,-0.405,-1.0543,-0.76128,-0.77928,-0.51807,-0.38216,-0.23324,-0.58448,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.45616,-0.55139,-0.13703,1.82246,0.94053,9.0
0.13945,-0.43846,1.9311,-0.17328,-0.21846,1.82112,2.99437,-0.37414,-0.05965,-0.09145,0.8165,0.99743,0.61952,-0.19752,2.28628,1.26615,1.06106,1.72923,-0.12908,-0.65648,-0.52435,2.0
-0.34786,-0.405,-1.31752,-1.01759,-0.86029,-0.67939,-0.49727,-0.79344,-0.60329,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.82498,-0.88228,-0.14817,2.21648,1.29663,10.0
-0.14169,-0.13737,-0.33014,-0.79646,-0.65465,-0.51807,-0.42053,-0.66524,-0.47045,-0.12913,-0.20883,-0.28179,-0.30259,-0.19752,-0.45247,-0.46625,-0.68165,-0.71265,2.51602,-0.67179,-3.14706,1.0
-0.04798,-0.30464,0.9425,0.63082,1.12128,1.25245,0.19146,1.50277,2.27111,-0.16682,-0.2877,-0.17704,-0.06968,-0.16248,1.96411,2.59731,1.24023,0.94112,-0.10204,-0.52474,0.51366,2.0
0.00825,-0.43846,0.24711,-0.47985,-0.03775,-0.51807,-0.42053,-0.75281,-0.24717,0.69995,1.17143,0.86765,1.47977,-0.16248,1.23402,1.29307,-0.45441,0.10411,-0.14817,-0.63674,-0.73439,6.0
-0.3666,-0.43846,-1.31384,-1.01759,-0.8229,-0.59873,-0.26705,-0.81811,-0.58439,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.70262,-0.82678,-0.14817,2.28336,1.29869,10.0
-0.08546,-0.00355,-0.2928,-0.05769,0.23643,-0.43741,-0.34379,1.30583,1.67447,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,3.59799,3.77049,-0.35129,-0.17757,-0.14817,-0.07915,-0.56753,3.0
-0.31038,-0.405,-0.86821,-0.79646,-0.56118,-0.19542,-0.38216,-0.74984,-0.49793,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.52908,-0.36876,-0.45087,-0.14817,0.13196,-0.60615,9.0
-0.1042,-0.13737,3.11437,-0.12303,-0.08137,0.53053,1.15262,-0.19302,-0.53767,0.28541,0.0015,-0.19527,-0.30259,0.29299,-0.40922,-0.34058,1.24984,0.64232,-0.12749,-0.60532,0.11672,1.0
-0.3666,-0.43846,-1.19386,-0.77636,-0.79174,-0.67939,-0.49727,0.60112,-0.31741,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.81948,-0.88107,-0.14339,2.30754,1.27962,10.0
1.50768,3.17458,3.8624,3.14363,2.59188,2.62773,0.15501,2.14402,2.67509,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.25066,-0.30468,2.86146,2.52818,-0.14419,-0.42442,-0.74484,1.0
-0.27289,-0.405,-0.76537,-0.25872,-0.37424,0.76445,-0.07712,0.81439,-0.57913,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.4676,-0.47567,1.35595,0.43358,-0.14021,3.86065,1.29191,4.0
0.1582,-0.37155,0.52808,-0.25369,-0.13745,0.20788,0.46197,0.25846,-0.12898,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.14976,-0.27775,0.48074,0.07688,-0.12908,0.00949,0.74972,4.0
-0.31038,-0.43846,0.2973,0.65594,0.629,0.20788,0.11473,2.34486,1.10718,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.97168,1.25358,0.34877,0.48651,-0.13385,-0.46954,-0.68364,2.0
-0.31038,-0.405,-0.77577,0.13328,-0.16861,-0.27609,-0.22868,1.23991,0.40168,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.05204,0.22492,-0.11356,-0.35872,-0.14658,0.68432,0.97864,5.0
1.05785,-0.37155,1.90723,0.21369,0.92811,-0.27609,-0.11357,-0.08244,3.31613,0.0593,-0.16939,-0.27561,-0.30259,0.22292,3.71331,2.39714,-0.12055,-0.06029,-0.14817,-0.52836,-0.77926,2.0
-0.12295,-0.07046,0.47666,0.98261,0.76609,-0.19542,0.27012,0.60702,0.26814,2.47119,2.30192,1.35586,0.32714,0.50321,-0.17859,-0.22389,0.12591,0.14704,-0.14817,-0.63271,-0.53807,3.0
-0.27289,-0.43846,0.30649,-0.06272,-0.05021,-0.19542,-0.03683,0.306,-0.27641,-0.43062,-0.39286,-0.36831,-0.30259,0.22292,1.17637,1.1315,-0.04889,-0.15244,-0.13385,-0.34546,-0.62359,5.0
-0.19792,-0.37155,-0.47399,-0.15821,-0.04398,2.14376,0.50034,0.92933,-0.59853,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.53895,-0.50215,1.56622,1.52504,-0.14021,0.58521,1.22854,4.0
-0.29163,-0.37155,-0.42992,-0.15821,-0.48018,-0.0341,-0.15194,-0.60745,-0.56054,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.45247,-0.38546,0.07347,-0.17966,-0.13783,-0.43127,-0.61295,6.0
-0.1042,-0.17082,-0.10916,-0.02251,-0.19977,0.04656,-0.0752,0.10219,0.61293,0.02161,0.48787,1.02833,0.70104,-0.12745,-0.14976,-0.1072,-0.16775,-0.05191,-0.11635,-0.63271,0.63045,5.0
-0.27289,-0.405,0.17855,-0.14313,-0.5051,-0.51807,-0.30542,2.33707,-0.58343,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.5201,-0.39498,-0.5294,-0.13385,0.32454,0.88606,7.0
-0.31038,-0.37155,1.46404,0.02272,0.10557,-0.59873,-0.4589,-0.64045,-0.42179,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.39481,-0.43034,-0.68165,-0.64772,-0.13703,-0.50983,0.28258,7.0
-0.34786,-0.405,0.10326,-0.42959,-0.3057,-0.51807,-0.38216,-0.78413,-0.64476,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.52772,0.15311,-0.55754,-0.32521,-0.13862,0.32817,0.18815,9.0
-0.12295,-0.23773,0.68418,0.64589,0.90941,0.85318,0.11664,0.33056,0.9903,-0.27988,-0.34028,-0.34359,-0.30259,0.04774,-0.06328,-0.11618,1.04009,1.27897,-0.12749,-0.56462,0.11526,2.0
-0.16043,-0.23773,1.35202,-0.12805,0.09311,0.76848,0.42168,-0.46509,-0.21938,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.52908,1.45479,0.6851,-0.12113,-0.3519,0.49501,2.0
-0.1042,-0.33809,1.56994,0.34938,0.21773,0.69185,-0.0752,0.72611,-0.32528,-0.05376,-0.26141,-0.30651,-0.30259,0.50321,-0.5822,-0.54703,1.2883,0.72923,-0.12749,-0.62425,0.70671,3.0
