@relation computer2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.32912,-0.43846,-1.14918,-0.66077,-0.64842,-0.59873,-0.42053,-0.08996,-0.60966,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.25066,-0.34058,-0.6397,-0.68647,-0.13862,1.81924,0.90601,10.0
-0.21666,-0.33809,-0.70232,-0.314,-0.19977,-0.43741,-0.34379,-0.35591,-0.45855,0.20815,-0.01231,-0.02286,0.18278,-0.05737,-0.2658,-0.12605,-0.53045,-0.42265,-0.14419,-0.64722,-0.85766,8.0
-0.34786,-0.43846,0.71846,-0.10795,0.54176,-0.43741,-0.34379,0.35038,3.07488,1.97562,2.28352,4.04747,3.80219,-0.19752,0.16591,-0.02731,-0.40661,0.26918,-0.13703,-0.65729,-0.78092,3.0
0.45808,1.23425,0.1002,-0.57533,-0.41163,-0.27609,-0.30542,-0.66221,-0.32418,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.53806,-0.00344,-0.34825,-0.13703,-0.21412,0.72994,7.0
-0.1042,-0.33809,-1.09837,-0.91708,-0.76682,-0.19542,-0.22868,-0.47759,-0.59702,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.53895,-0.5201,0.13115,-0.28228,-0.14817,2.20641,1.23089,9.0
-0.27289,-0.43846,-0.04549,-0.06272,-0.36178,0.77251,0.38523,0.3422,-0.35907,0.3231,0.04093,-0.18291,-0.30259,0.15285,0.26826,0.02744,1.08903,1.15018,-0.14817,-0.60773,-0.70266,4.0
-0.16043,-0.405,0.77906,0.11318,0.0121,0.04656,-0.15194,-0.15526,0.27454,-0.24219,-0.32714,-0.05314,-0.10861,0.0127,-0.39481,-0.43034,-0.25165,-0.08123,-0.12749,-0.64319,-0.62542,5.0
-0.02923,-0.37155,0.86904,1.17358,0.46076,1.25648,0.07827,0.02446,-0.23873,0.02161,-0.11681,-0.02842,-0.11424,0.11781,0.6142,0.82632,0.65554,0.82452,-0.14419,-0.6456,-0.59806,3.0
-0.01049,-0.17082,1.28958,-0.32405,-0.26831,0.36921,1.34447,0.47085,0.17518,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.53806,1.15371,0.29992,-0.11954,-0.32813,0.50168,2.0
-0.32912,-0.43846,-1.18162,-0.8819,-0.84159,0.12722,-0.11357,-0.56017,-0.58444,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.42364,-0.39489,0.73953,-0.06731,-0.14658,1.84019,1.22499,6.0
1.09534,2.17096,0.86904,-0.03257,0.24266,1.82112,0.4236,-0.13926,0.09856,0.77533,0.68505,2.45586,1.70187,-0.12745,-0.27949,-0.3316,1.40541,1.66536,-0.14817,-0.64681,-0.60656,2.0
0.87042,-0.33809,1.10839,-0.25872,-0.1873,4.07964,6.25578,-0.11929,-0.22489,2.73499,1.74982,1.1272,0.40586,2.14992,-0.23625,-0.28672,2.60102,3.09781,-0.13703,-0.65205,-0.55345,1.0
-0.31038,-0.405,0.87516,-0.24867,-0.03152,-0.59873,-0.4589,-0.77836,0.82238,-0.35525,-0.36657,-0.35595,-0.30259,-0.16248,-0.46688,-0.47522,-0.68392,-0.65568,-0.13862,-0.59887,0.12902,7.0
-0.29163,-0.43846,-0.83454,-0.39441,-0.17484,0.20788,-0.38216,-0.55291,-0.57347,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,0.14688,-0.04668,-0.14021,2.37482,1.30601,7.0
-0.12295,-0.30464,0.17059,-0.24867,-0.46148,0.68782,2.10611,7.9658,-0.53421,2.99125,6.32437,6.82899,7.77499,0.15285,6.63944,7.8645,1.17564,1.55661,-0.13862,-0.63593,-0.53095,1.0
-0.17918,-0.405,1.36059,0.50015,0.81594,1.49847,-0.19031,0.07548,0.07538,1.49136,1.82869,1.48563,0.99061,0.32803,-0.38039,-0.40341,1.59769,1.40567,-0.1259,-0.62465,0.43776,2.0
0.25191,1.10043,0.93332,2.22897,3.02184,0.04656,-0.38216,0.91457,2.16208,-0.05376,-0.16939,-0.28797,-0.30259,-0.19752,-0.56778,-0.53806,0.05599,-0.17757,-0.11874,-0.6029,-0.47034,4.0
-0.2354,-0.23773,-0.42624,-0.80651,-0.62973,-0.59873,-0.38216,-0.75975,-0.50111,0.39847,-0.03794,-0.20145,-0.2548,0.15285,-0.40922,-0.43932,-0.62222,-0.60689,-0.14817,-0.65527,-0.72481,8.0
0.53305,-0.405,0.45279,0.32928,-0.13122,4.00705,6.11574,-0.17397,-0.38711,0.40035,1.39818,1.69976,1.47204,-0.19752,-0.01859,-0.13323,2.67469,3.26441,-0.13385,-0.65406,-0.555,1.0
-0.32912,-0.43846,-0.20159,0.09307,0.18035,-0.51807,-0.42053,0.85439,0.34956,0.8507,2.07845,1.60305,1.50227,0.0127,0.34033,0.55703,-0.58202,-0.63411,-0.12828,-0.64923,-0.69454,5.0
0.17694,0.89971,-0.51011,-0.59041,-0.48018,-0.67939,-0.49727,-0.80426,-0.48416,-0.35525,-0.36657,-0.35595,-0.30259,-0.19752,-0.46688,-0.47522,-0.8165,-0.82605,-0.14021,-0.64641,-0.57028,8.0
-0.2354,-0.27119,1.18368,-0.12805,0.12426,-0.51807,-0.34379,-0.76645,-0.39316,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.53895,-0.46625,-0.57231,-0.56998,-0.14817,-0.2536,-0.64962,6.0
-0.29163,-0.405,-0.7617,-0.34918,-0.14992,0.36921,-0.30542,-0.5117,-0.63798,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,0.45452,0.13552,-0.14339,2.25033,1.27017,8.0
-0.04798,0.3979,-1.29793,-0.94723,-0.79798,-0.67939,-0.49727,-0.55945,-0.5894,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.53895,-0.4842,-0.81974,-0.88228,-0.14658,2.34339,1.30106,10.0
0.32688,0.96662,-0.61907,-0.79646,-0.61103,-0.67939,-0.49727,-0.75246,-0.53789,-0.35525,-0.34028,-0.34359,-0.30259,-0.16248,-0.52454,-0.4842,-0.79562,-0.85422,-0.14658,-0.59081,0.9726,5.0
-0.3666,-0.43846,-0.71395,0.08805,-0.1063,-0.59873,-0.49727,-0.70958,-0.44553,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.55337,-0.51113,-0.80575,-0.86657,-0.14339,-0.04571,1.03915,5.0
-0.21666,-0.27119,0.26241,0.65594,0.31744,-0.0341,0.34686,0.21704,-0.46787,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.49571,-0.4842,0.22379,0.24442,-0.13862,-0.26971,-0.46759,3.0
-0.31038,-0.43846,0.34872,-0.47482,-0.21223,-0.19542,-0.15194,-0.37895,-0.60054,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,0.09384,0.17869,0.13945,-0.13422,-0.12908,0.98648,0.91834,6.0
-0.12295,-0.37155,-0.4795,-0.62559,-0.25585,-0.43741,-0.34379,-0.60569,-0.62161,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.56778,-0.53806,-0.39149,-0.57966,-0.12431,0.14284,0.04663,9.0
0.57054,1.83642,-0.82168,-0.57533,-0.5238,-0.51807,-0.42053,-0.80035,-0.57969,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.36598,-0.41239,1.14497,-0.56081,-0.13067,-0.34948,-0.83617,8.0
-0.32912,-0.405,-1.23794,-0.84169,-0.83536,-0.67939,-0.49727,0.26786,-0.60105,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.53806,-0.81974,-0.88123,-0.14498,2.65402,1.2739,10.0
-0.17918,-0.30464,0.23181,0.76148,0.57915,0.36517,-0.34379,2.37418,4.00485,0.50964,0.44646,0.51973,0.41288,-0.12745,2.33817,1.72842,0.24066,0.55866,0.98908,-0.67663,-3.14704,1.0
-0.31038,-0.405,1.25775,0.27902,0.4296,-0.35675,-0.30542,-0.37693,0.7361,1.98127,1.68409,1.53507,1.49945,-0.02234,0.18177,0.31468,-0.13104,0.02557,-0.1418,-0.61458,-0.77308,3.0
-0.34786,-0.405,-1.29058,-0.97738,-0.78551,-0.67939,-0.49727,-0.78958,-0.60617,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.81948,-0.88212,-0.14817,2.20561,1.28092,10.0
-0.25415,-0.43846,0.27466,-0.21349,0.0121,-0.67939,-0.49727,0.43604,-0.52148,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.8235,-0.7905,-0.13544,0.01915,0.87008,7.0
0.21442,-0.27119,-0.07916,-0.51,-0.36178,0.44987,-0.11357,-0.4812,-0.48354,-0.05376,-0.24826,-0.30033,-0.30259,-0.16248,-0.45247,-0.41239,0.19058,0.26536,3.31925,-0.67421,-3.14705,1.0
0.55179,1.7026,0.02001,0.06795,-0.45525,0.28855,0.0399,0.10154,-0.49892,0.24772,1.27659,1.08395,0.90908,0.25795,-0.42364,-0.43932,0.79538,0.5617,-0.13544,-0.64601,-0.52375,4.0
-0.34786,-0.43846,0.43504,-0.37431,-0.23715,-0.67939,-0.49727,-0.57353,0.12384,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.35157,-0.3316,-0.82149,-0.76395,-0.13703,-0.53562,0.71563,8.0
