@relation computer2-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.3666,-0.43846,-1.22631,-0.59041,-0.64842,-0.67939,-0.49727,-0.76097,-0.54668,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.49571,-0.43932,-0.82323,-0.88123,-0.14817,1.67662,1.26955,10.0
-0.21666,-0.30464,-0.03631,-0.34415,-0.24962,-0.59873,-0.4589,-0.09263,0.5298,-0.35525,-0.35343,-0.34977,-0.30259,-0.19752,-0.12093,-0.25082,-0.57502,-0.39223,-0.11635,-0.56543,-0.03231,8.0
-0.31038,-0.43846,0.62051,0.41974,0.47945,0.12722,0.2682,-0.49021,0.08669,0.73576,0.3814,-0.0105,-0.30259,-0.19752,-0.43805,-0.45727,1.51405,0.29007,-0.14817,-0.59121,-0.81642,3.0
0.06448,-0.13737,-0.79597,-0.62559,-0.36801,-0.35675,-0.11357,-0.58663,-0.33705,-0.43062,-0.39286,-0.36831,-0.30259,-0.09241,0.72663,0.28595,-0.44323,-0.4028,-0.13544,-0.37567,-0.84355,7.0
-0.32912,-0.43846,-0.94717,-0.83164,-0.7045,-0.59873,-0.19031,-0.74749,-0.58525,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.5822,-0.54703,-0.5988,-0.7583,-0.14817,-0.4075,-0.6751,9.0
-0.2354,-0.43846,1.08696,0.54036,0.57915,-0.19542,0.11664,-0.13274,-0.42301,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,0.03762,0.09027,-0.01568,-0.18071,-0.1259,-0.34102,-0.61019,4.0
-0.21666,-0.43846,-0.38584,-0.16323,-0.02529,-0.0341,0.07827,-0.37098,-0.51272,-0.43062,-0.39286,-0.36831,-0.30259,-0.16248,-0.33715,-0.37649,0.23428,-0.09275,-0.14817,-0.39944,-0.52693,5.0
-0.25415,-0.405,-0.56948,-0.6859,-0.6048,1.5751,2.72002,-0.11345,-0.56265,0.66038,1.01105,0.59389,0.91512,-0.19752,1.14393,1.40573,0.73428,1.02683,-0.14021,-0.64399,-0.53517,3.0
-0.25415,-0.405,1.88519,1.76158,0.95303,1.09516,-0.11357,0.73961,0.49961,-0.31756,-0.35343,-0.34977,-0.30259,-0.12745,-0.40922,-0.43034,2.04167,1.10829,-0.14817,-0.61619,-0.50125,2.0
-0.27289,-0.33809,0.41851,0.04784,-0.02529,-0.67939,-0.49727,-0.63115,-0.26784,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.4813,-0.46625,-0.78163,-0.5606,-0.12272,-0.54851,-0.63525,6.0
0.04574,-0.43846,-0.05957,0.21872,0.09934,1.17582,0.27012,-0.21402,0.03507,0.5869,0.34327,1.2199,0.90627,-0.19752,0.78718,0.46727,1.10127,1.49782,-0.13544,-0.65004,-0.63272,2.0
0.36437,1.06698,0.31873,0.15841,-0.21223,1.97841,4.09749,0.3828,-0.46132,0.73576,0.47275,1.09939,0.92904,0.6416,-0.0503,-0.20684,2.44737,2.34876,-0.14419,-0.60733,-0.70335,1.0
0.08322,0.76589,0.69152,-0.24364,-0.3057,-0.67939,-0.49727,-0.64263,-0.5308,-0.27988,-0.34028,-0.34359,-0.30259,-0.16248,-0.5822,-0.54703,-0.81974,-0.85401,-0.13067,-0.63795,0.91484,7.0
0.06448,-0.20428,-0.63009,-0.30898,-0.18107,-0.27609,-0.19031,-0.72758,-0.54305,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.59661,-0.55601,-0.26214,-0.28228,-0.13385,-0.44054,-0.83176,7.0
-0.2354,-0.37155,2.71464,1.24394,1.43285,0.04656,-0.11357,-0.28264,2.93839,2.84239,3.3726,2.51179,2.22533,-0.05737,4.30862,3.02726,0.32614,0.82201,-0.14817,-0.6029,-0.80838,1.0
-0.04798,-0.23773,0.66091,1.68117,1.42038,1.98244,0.46197,3.13407,0.16537,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.04886,-0.11618,1.87561,1.70201,-0.14021,0.3052,-0.55953,2.0
-0.2354,-0.37155,1.11818,0.0579,0.02456,-0.19542,-0.26705,-0.75676,-0.61145,-0.43062,-0.39286,-0.36831,-0.30259,-0.19752,-0.4813,-0.47522,-0.23417,-0.24249,-0.13385,-0.18793,0.46236,4.0
0.08322,0.69898,0.86047,-0.46477,-0.36178,-0.67939,-0.49727,-0.39269,-0.49996,-0.39293,-0.36657,-0.35595,-0.30259,-0.19752,-0.46688,-0.47522,-0.80575,-0.86552,-0.14339,-0.5759,1.00575,8.0
9.99817,-0.43846,1.19531,-0.10795,-0.0876,0.20788,-0.03683,0.75077,-0.4348,1.98127,9.78158,15.79186,17.08533,-0.19752,0.29708,1.65212,0.45627,2.89677,-0.10045,-0.66253,-0.01941,1.0
-0.14169,-0.37155,-0.48684,-0.56026,-0.02529,-0.43741,-0.38216,-0.30958,2.24605,0.3231,1.26344,1.30642,1.01029,-0.05737,1.82501,1.68802,-0.40722,-0.38699,-0.13385,-0.65648,0.12236,5.0
