@relation bank1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-0.44206,-0.24159,-1.26873,0.68445,-0.46297,0.96034,1.1925,1.32459,4.0
0.22719,-0.39447,-0.18985,0.90743,0.63894,0.65112,-2.25527,-1.3389,5.0
0.51016,-0.7909,0.19151,0.85765,0.11495,2.42055,0.30038,0.43676,5.0
-0.08439,-1.03339,1.37947,-0.86055,-0.0536,-0.04943,-0.14378,-0.45107,3.0
0.60784,-1.24986,0.18876,-0.21702,-0.30251,0.42892,-0.66608,-0.45107,4.0
-0.46933,-1.11753,1.40166,-0.64686,-0.96167,1.84269,0.51135,-0.45107,5.0
0.27056,0.81092,1.37127,-1.4911,-0.74841,-0.96165,1.48088,-1.3389,1.0
0.27487,-1.50231,1.28322,0.89437,-0.57082,0.21794,0.07519,-0.45107,3.0
1.39475,1.43396,-1.70093,0.37854,-0.46652,-0.15302,-1.49144,1.32459,4.0
1.64737,-1.47232,0.81706,0.21247,-0.7907,0.91741,-0.49506,1.32459,4.0
0.18813,-0.18919,-0.13583,0.28205,-0.03791,3.16581,-0.70831,0.43676,5.0
0.89424,-1.17478,0.97322,-0.80672,0.96149,-0.85976,-2.00864,-1.3389,3.0
0.03945,1.32832,-0.22993,0.2034,0.01133,-0.94927,0.29479,-1.3389,2.0
-0.61411,-1.06602,-1.018,0.33631,-0.51345,0.19332,0.76791,1.32459,3.0
-0.464,0.07048,0.86908,0.83281,4.67274,-0.6832,-0.92351,0.43676,5.0
-0.10477,-1.04327,0.42843,1.26181,-0.17215,-0.18322,-0.85329,0.43676,3.0
1.48539,-1.47439,0.73653,0.2121,-0.10109,-0.98067,-2.46201,-0.45107,1.0
-1.24012,0.81988,1.23201,1.12438,-0.48164,-0.94708,0.26536,0.43676,1.0
-0.57742,-0.35129,1.42773,-1.58924,-0.58549,-0.7463,1.429,-1.3389,2.0
0.89347,0.26596,0.31681,-0.79449,-0.06472,-0.9515,0.75856,-0.45107,2.0
0.9608,-1.40902,0.32181,0.53316,0.19092,0.17893,-1.36653,-0.45107,4.0
-1.24515,-0.21793,0.06324,0.21495,-0.74503,-0.34902,-0.54681,-0.45107,2.0
-0.45532,1.53612,0.10273,-0.42387,-0.87857,-0.72587,-0.59977,-0.45107,1.0
-0.23985,-0.70159,-0.22546,-0.4686,0.10475,-0.8844,-0.05983,0.43676,2.0
0.17386,-0.53351,-0.05705,-0.37452,-0.77034,-0.56023,0.54012,-1.3389,1.0
