@relation bank1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
-1.23308,0.7028,1.06903,-0.80135,0.95919,0.12016,1.29956,1.32459,4.0
-0.51121,-1.28653,0.47751,0.93792,-0.43962,-0.48452,0.28536,-1.3389,2.0
-0.78941,0.97783,-0.68303,-1.25467,0.83818,-0.93247,0.27692,-0.45107,2.0
1.17847,0.27483,1.37186,-0.25915,-0.57537,0.43465,-1.61329,-0.45107,4.0
1.683,-0.04114,-1.64055,0.80067,-0.39812,-0.96635,-0.83802,0.43676,2.0
0.51614,-1.31587,-1.21245,-0.61646,-0.1809,0.66948,-0.6436,1.32459,5.0
0.96508,1.04148,-0.58069,-1.26858,-0.67632,0.17632,-0.67876,-1.3389,4.0
-0.03184,-1.43564,1.07202,0.21731,-0.72944,-0.33275,-0.38558,1.32459,1.0
0.25321,-0.34349,1.56916,1.27152,-0.02067,-0.70263,-0.06475,0.43676,3.0
0.90541,1.17281,0.31512,0.5022,0.10817,0.17141,1.17447,1.32459,3.0
1.22389,1.7404,0.65479,-0.54408,-0.50666,-0.9328,1.32249,-1.3389,1.0
0.0193,1.17421,-0.78136,-1.25372,-0.17235,-0.68641,1.12563,0.43676,2.0
1.47816,1.51907,-0.64492,-1.05387,-0.42763,1.40231,-2.1629,1.32459,5.0
0.04152,-0.31852,1.26943,-0.25093,-0.88781,-0.96073,-1.46612,-1.3389,1.0
-1.42276,-1.25614,-0.38423,1.09948,0.31684,0.58467,0.8478,0.43676,4.0
-1.70502,-1.0494,0.20626,-1.50627,1.26951,-0.98582,-0.32178,-0.45107,3.0
0.87262,-0.51421,1.12019,1.28258,0.28083,-0.29931,-0.19277,-0.45107,3.0
0.92372,-0.15959,-0.85006,0.19587,0.20546,-0.80328,0.49466,-0.45107,3.0
-0.63738,-0.09541,0.39409,1.51199,1.95879,0.87361,1.61553,1.32459,5.0
-0.06723,-0.30003,0.96748,0.28447,-0.91729,-0.98915,-0.90631,1.32459,1.0
0.20781,0.94293,0.44967,-0.02445,3.28432,-0.82139,0.69682,1.32459,5.0
-1.20507,-0.28477,1.00042,0.99007,-0.31248,0.52792,1.21234,0.43676,4.0
-1.54063,0.96275,-0.64619,-1.50711,2.60107,-0.66399,0.73502,-0.45107,5.0
-0.28062,1.48055,0.26468,-1.58792,-0.57753,-0.2279,1.08149,-1.3389,2.0
0.81693,1.48403,0.11191,1.57647,-0.81789,-0.6348,0.59553,1.32459,1.0
