@relation bank1-5
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute label {1.0,2.0,3.0,4.0,5.0}
@data
1.15256,-1.17428,1.60949,-0.93596,1.27102,-0.49059,-0.08751,-1.3389,4.0
0.23883,-0.3654,0.14034,0.64131,-0.40284,-0.93325,0.67985,-1.3389,2.0
-0.72237,0.9776,-1.65655,-1.39411,-0.89874,-0.1614,-0.06866,-1.3389,2.0
1.66685,-0.49261,1.21841,-1.63772,-0.54729,0.31322,-0.21721,1.32459,4.0
0.9509,-0.88848,1.56096,0.46319,-0.02806,-0.86122,0.67762,0.43676,2.0
0.45752,-1.66427,1.22358,-0.43545,0.30157,0.62716,0.71405,1.32459,5.0
0.07213,0.92059,0.294,0.70584,1.14347,-0.43509,-0.30755,-0.45107,4.0
-1.05546,-0.84118,-0.66724,0.7102,-0.62691,-0.41836,0.14388,-0.45107,1.0
0.52104,0.67808,0.15416,-0.95023,-0.5988,-0.16301,1.64179,0.43676,3.0
-0.32394,0.61339,0.61065,1.00255,-0.6287,0.29751,-1.6731,-1.3389,3.0
0.89516,-1.52017,0.09129,-1.72485,-0.83199,-0.57884,-0.35035,-1.3389,1.0
-0.40083,1.51024,-1.09536,-1.32985,-0.5388,-0.47845,-0.51725,-0.45107,2.0
0.47068,-1.58911,-0.70392,1.10283,-0.9697,3.81669,-0.4835,-0.45107,5.0
1.61549,-0.59746,0.71997,0.07165,-0.88606,-0.90545,0.11005,-1.3389,1.0
0.81276,0.6947,1.55579,0.07093,-0.33659,0.31037,-1.62947,-0.45107,4.0
1.03354,0.12243,-1.38066,-0.089,0.34303,-0.68475,-1.21126,-1.3389,3.0
0.79474,-0.33779,-0.98502,1.03714,-0.65602,-0.07371,0.40725,-1.3389,3.0
1.19543,0.86409,1.02733,1.59888,-0.33466,-0.11788,-0.23686,1.32459,3.0
0.97007,-0.843,-0.3097,-0.76775,1.78303,1.25799,1.30371,0.43676,5.0
0.27056,0.81092,1.37127,-1.4911,-0.74841,-0.96165,1.48088,-1.3389,1.0
0.22719,-0.39447,-0.18985,0.90743,0.63894,0.65112,-2.25527,-1.3389,5.0
0.17686,-1.28415,-0.41329,1.62525,0.83499,-0.82877,-0.23365,0.43676,4.0
0.68205,0.17909,-0.62304,-1.29731,1.02627,0.99475,-0.93793,-0.45107,5.0
-0.37302,-1.54004,0.19346,1.15934,-0.43584,-0.67589,-1.59229,-1.3389,2.0
0.4218,0.96344,0.6839,0.04352,-0.70213,-0.75244,0.33278,0.43676,1.0
