@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.27289,-0.43846,-0.30259,-0.56026,-0.59234,1.25648,0.07827,-0.49395,-0.57811,-0.14498,0.02762,1.00726,6.0
-0.2354,-0.43846,0.56971,0.96753,1.20852,1.90178,-0.19031,0.1887,-0.24354,-0.13703,2.39738,1.28644,2.0
0.08322,0.8328,-0.07732,-0.48487,-0.38047,-0.67939,-0.49727,-0.60576,-0.4093,-0.14021,-0.48969,-0.493,8.0
-0.32912,-0.43846,-0.76537,-0.69092,-0.38047,-0.43741,-0.0752,-0.58178,-0.3848,-0.14578,-0.58275,-0.63659,8.0
-0.04798,0.33099,-1.27405,-0.99246,-0.85406,-0.59873,-0.22868,-0.75113,-0.5924,-0.14658,0.97318,1.16951,8.0
-0.16043,-0.23773,-0.00876,0.03779,0.04949,-0.27609,0.0399,-0.27304,0.45063,-0.14817,-0.48405,-0.50872,4.0
-0.34786,-0.405,-0.76108,-0.64067,-0.56118,-0.35675,-0.38216,-0.04247,-0.5653,-0.14817,-0.60652,-0.73837,9.0
-0.06672,0.06336,-1.03042,-0.40446,-0.55495,-0.67939,-0.49727,0.13238,0.27218,-0.11954,-0.4776,0.98122,8.0
-0.31038,-0.405,0.82986,0.22877,0.2302,-0.0341,0.19146,0.68318,0.45551,-0.13067,-0.64641,-0.80241,3.0
-0.3666,-0.43846,-1.30589,-0.97236,-0.81044,-0.67939,-0.49727,-0.82077,-0.64708,-0.14817,2.233,1.26948,10.0
-0.25415,-0.405,-0.14099,0.40466,0.56046,1.09516,-0.0752,-0.33258,-0.49067,-0.14498,-0.57832,0.94168,4.0
0.21442,1.03352,-0.32953,-0.55021,-0.5051,-0.35675,-0.34379,-0.56567,-0.33352,-0.14817,-0.62345,-0.48108,5.0
-0.34786,-0.405,1.52342,-0.17831,0.1118,-0.51807,-0.38216,-0.76823,1.77733,-0.14021,-0.29792,0.12032,6.0
-0.27289,-0.43846,0.20487,0.274,0.41091,0.61119,-0.34379,-0.47064,-0.54345,-0.14578,-0.61378,-0.62002,4.0
0.43934,1.23425,-0.47399,-0.16323,-0.43656,-0.27609,-0.30542,-0.18119,-0.33961,-0.13385,0.66055,0.49008,7.0
-0.19792,-0.43846,0.91006,0.6861,0.90941,1.25648,-0.11357,-0.20159,-0.39446,-0.14817,-0.37205,-0.8273,2.0
-0.3666,-0.43846,-1.31017,-1.00754,-0.84783,-0.67939,-0.49727,-0.8209,-0.61076,-0.14817,2.1911,1.29363,10.0
-0.14169,-0.33809,-0.13364,-0.24364,-0.33686,1.25648,0.07827,-0.70401,1.11694,-0.13067,-0.57147,0.49953,3.0
-0.34786,-0.43846,-0.85658,-0.52508,-0.46148,-0.67939,-0.49727,-0.71939,-0.18816,-0.14578,-0.50459,-0.63099,10.0
-0.32912,-0.43846,-0.94717,-0.83164,-0.7045,-0.59873,-0.19031,-0.74749,-0.58525,-0.14817,-0.4075,-0.6751,9.0
-0.31038,-0.37155,-0.47705,-0.44467,-0.03152,-0.67939,-0.49727,0.90465,1.9135,-0.13226,-0.65608,-0.85301,4.0
15.67724,6.78762,-0.51562,-0.66077,-0.79174,-0.27609,-0.34379,-0.66243,-0.37252,-0.14339,0.5562,1.22545,4.0
-0.31038,-0.37155,0.15345,-0.35923,-0.1873,-0.35675,-0.22868,-0.78394,-0.30529,-0.14021,-0.60411,-0.47012,6.0
-0.3666,-0.43846,-1.29854,-0.97738,-0.83536,-0.67939,-0.49727,-0.81831,-0.66472,-0.14021,3.27285,1.2847,10.0
-0.14169,-0.405,0.02613,-0.20846,-0.27454,0.12722,-0.11357,-0.36875,-0.36776,-0.13067,-0.06424,0.49815,6.0
-0.27289,-0.43846,-0.01795,-0.55523,-0.24339,-0.51807,0.15501,-0.60908,-0.32862,-0.14021,-0.46189,-0.57414,7.0
-0.27289,-0.30464,-0.90677,-0.22857,-0.13122,-0.67939,-0.49727,-0.47456,-0.30037,4.87004,-0.673,-3.14706,1.0
-0.34786,-0.43846,1.18491,0.24384,0.14919,-0.43741,0.0399,-0.35262,-0.14642,-0.14817,-0.61055,-0.49808,5.0
-0.3666,-0.43846,0.06714,-0.38939,-0.37424,-0.67939,-0.49727,-0.52516,-0.28711,-0.14658,-0.60491,-0.4762,7.0
0.40185,1.6357,-0.70109,-0.22354,-0.37424,-0.67939,-0.49727,-0.43033,-0.57082,-0.14817,-0.32692,-0.62298,8.0
-0.34786,-0.43846,-0.63682,0.15841,-0.33062,-0.19542,0.30849,2.2525,0.94176,-0.13544,-0.51467,1.01832,7.0
-0.21666,-0.405,1.32815,0.67605,0.99042,0.28451,0.03799,1.38432,1.65591,-0.14498,-0.62627,-0.75304,2.0
0.10197,0.73244,-0.84495,-0.64569,-0.63596,-0.67939,-0.49727,0.9493,0.99805,-0.13703,-0.30114,1.02014,9.0
0.25191,0.26408,0.16386,-0.01246,-0.23092,1.57913,0.57708,1.83229,-0.02678,-0.12749,0.11907,-0.56679,2.0
0.04574,-0.03701,-0.18751,0.47,-0.49887,0.61119,0.11664,0.00816,-0.56719,-0.13862,-0.56583,0.9859,3.0
-0.3666,-0.43846,-0.62213,-0.72108,-0.44902,-0.67939,-0.49727,-0.79958,-0.45914,-0.14817,-0.6178,-0.6669,9.0
-0.32912,-0.43846,-0.01795,-0.01749,-0.36178,-0.27609,-0.22868,-0.46828,-0.30681,-0.14021,-0.59766,-0.64289,6.0
-0.2354,-0.33809,2.89522,0.76651,0.44206,-0.0341,-0.0752,0.13205,-0.02495,-0.12908,-0.09889,0.14622,3.0
0.30814,-0.20428,1.91947,2.3345,1.45154,1.57913,0.19338,1.76276,-0.32632,-0.09886,-0.47962,-0.0847,1.0
-0.08546,0.0299,-0.0357,-0.1381,-0.38047,-0.67939,-0.49727,0.27333,1.14366,-0.13067,0.59931,0.0451,9.0
-0.04798,-0.13737,0.17733,-0.11298,-0.10006,-0.35675,-0.38216,1.1183,0.44643,-0.14419,-0.54972,-0.65973,5.0
-0.02923,-0.00355,3.19456,1.55051,0.23643,0.85318,1.65143,2.36258,-0.17255,-0.14658,-0.55818,-0.75548,2.0
-0.32912,-0.405,-1.30589,-1.00251,-0.83536,-0.67939,-0.49727,-0.79019,-0.601,-0.14817,2.47876,1.30975,10.0
0.68299,1.16734,-0.08161,0.48005,0.20527,0.04656,0.95694,0.55924,0.30236,4.4724,-0.67582,-3.14704,1.0
0.36437,-0.43846,0.69703,0.16846,-0.19353,3.1117,4.721,0.1372,-0.47356,-0.13385,-0.64923,-0.54817,1.0
-0.21666,-0.43846,0.21589,0.81677,1.12751,1.73642,-0.22868,0.04973,-0.53743,-0.14021,-0.63996,0.97703,3.0
-0.21666,-0.43846,0.57032,1.3143,1.64471,2.46641,-0.11357,0.18969,-0.5032,-0.13067,-0.41435,1.02155,1.0
2.05122,1.06698,-0.051,0.16343,0.08688,-0.51807,-0.42053,0.92037,0.19174,-0.14817,-0.61096,-0.83989,5.0
0.10197,0.76589,-0.77577,-0.49492,-0.65465,-0.43741,-0.30542,0.1947,-0.42138,-0.14021,-0.47639,0.99739,5.0
-0.3666,-0.43846,-1.01206,-0.58036,-0.54249,-0.67939,-0.49727,-0.80849,-0.54883,-0.14498,-0.60411,1.01653,7.0
