@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.3666,-0.43846,-0.08161,-0.61051,-0.19353,-0.67939,-0.49727,0.80855,-0.59754,-0.1259,-0.4212,0.90115,4.0
0.62677,2.20442,0.22568,-0.24364,-0.24962,-0.51807,-0.38216,-0.02394,-0.35508,-0.13465,-0.11339,-0.67595,3.0
-0.14169,-0.43846,0.60705,-0.03759,-0.14368,2.95038,4.79774,0.24092,-0.27413,-0.14021,-0.64883,-0.59412,1.0
-0.25415,-0.27119,-0.40665,-0.57031,-0.35555,-0.67939,-0.49727,-0.32572,-0.50683,3.05681,-0.673,-3.14706,1.0
-0.32912,-0.405,-1.22753,-0.9221,-0.7045,-0.51807,-0.4589,-0.44647,-0.56989,-0.14658,2.28497,1.29808,10.0
-0.3666,-0.43846,0.12713,-0.40949,-0.48018,-0.67939,-0.49727,-0.79056,-0.504,-0.14339,-0.14401,1.00911,6.0
0.68299,2.00369,0.24895,-0.11298,0.00587,-0.51807,-0.07712,-0.11022,-0.46517,-0.12749,-0.2673,0.46869,6.0
-0.34786,-0.405,-0.78251,-0.81154,-0.63596,-0.67939,-0.49727,-0.43177,0.04552,-0.14658,2.68947,1.20621,8.0
0.19568,0.33099,2.73668,0.5303,0.27382,1.66383,1.07972,0.11507,-0.21141,-0.13783,-0.63311,-0.74673,1.0
-0.12295,-0.20428,-0.77394,-0.49492,-0.46148,-0.35675,-0.22868,-0.65947,-0.453,-0.14817,-0.561,-0.85769,7.0
-0.04798,0.33099,-1.06532,-0.60549,-0.59857,-0.43741,-0.38216,-0.2109,-0.61305,-0.13067,-0.65568,0.89022,8.0
0.00825,-0.43846,0.24711,-0.47985,-0.03775,-0.51807,-0.42053,-0.75281,-0.24717,-0.14817,-0.63674,-0.73439,6.0
-0.32912,-0.405,-1.241,-0.88692,-0.79174,-0.67939,-0.49727,-0.8161,-0.63591,-0.13226,-0.49734,0.92887,9.0
-0.14169,-0.27119,0.54216,0.76651,0.66639,1.49847,0.30849,-0.21443,-0.39642,-0.14021,-0.58074,-0.71618,2.0
-0.12295,-0.20428,0.32914,-0.15318,0.06195,-0.35675,-0.4589,-0.70768,-0.50205,-0.14021,0.25806,-0.83877,6.0
-0.2354,-0.405,-0.22852,0.04784,-0.25585,0.92577,0.30466,2.2124,0.17108,-0.10999,2.428,1.25092,2.0
-0.25415,-0.405,-0.76782,-0.74118,-0.4054,-0.59873,-0.4589,-0.69965,-0.47167,-0.14021,-0.55858,-0.63647,9.0
-0.19792,-0.13737,-1.29793,-0.96231,-0.8229,-0.67939,-0.49727,-0.80817,-0.60134,-0.14817,-0.54247,1.01692,10.0
-0.34786,-0.43846,-1.12102,-0.67082,-0.65465,-0.43741,-0.34379,-0.16344,-0.5661,-0.13862,-0.28663,0.93641,9.0
-0.21666,-0.23773,0.60582,0.58056,0.33613,-0.35675,-0.19031,0.41403,-0.3417,-0.14021,-0.55979,-0.78939,3.0
-0.34786,-0.405,-1.20978,-0.23862,-0.68581,-0.67939,-0.49727,0.37406,1.16629,-0.13862,1.61095,1.19112,10.0
