@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.34786,-0.43846,0.03898,-0.27882,-0.43033,-0.43741,-0.38216,-0.58319,-0.26448,-0.14658,-0.50903,1.01845,6.0
0.08322,-0.13737,0.4736,0.24384,0.34859,1.09516,0.38523,2.54345,0.3301,-0.13624,-0.62747,-0.69605,2.0
-0.25415,-0.405,-0.15507,-0.11298,0.03079,-0.59873,-0.34379,-0.44375,0.67565,-0.13703,-0.61861,0.49073,8.0
-0.31038,-0.405,0.11489,-0.47985,-0.16238,-0.67939,-0.4589,-0.78983,-0.5356,-0.14021,-0.26931,0.92756,8.0
-0.34786,-0.43846,-1.22447,-0.80149,-0.56742,-0.67939,-0.49727,-0.77745,-0.59349,-0.14021,-0.56503,0.98828,8.0
0.1582,-0.37155,0.52808,-0.25369,-0.13745,0.20788,0.46197,0.25846,-0.12898,-0.12908,0.00949,0.74972,4.0
-0.31038,-0.37155,-0.84066,-0.7261,-0.47395,-0.59873,-0.4589,-0.80096,-0.53317,-0.14419,0.5151,-0.74535,9.0
-0.29163,-0.405,-0.77026,-0.77133,-0.49887,-0.35675,-0.38216,-0.63624,-0.14569,-0.13703,-0.1698,0.51723,8.0
-0.17918,-0.23773,0.58929,0.02774,-0.04398,0.28855,0.8073,-0.56926,-0.37781,-0.13703,-0.4498,0.49299,3.0
-0.32912,-0.37155,-1.27589,-1.00251,-0.83536,-0.67939,-0.49727,-0.76691,-0.31256,-0.14817,2.1065,1.26798,10.0
-0.17918,-0.405,0.92597,0.78661,0.63523,0.60716,-0.03875,-0.2286,-0.09086,-0.13862,-0.44295,0.46658,4.0
-0.34786,-0.43846,-1.09409,-0.88692,-0.75436,0.04656,-0.22868,-0.74338,-0.54758,-0.14021,-0.31685,1.0359,5.0
-0.29163,-0.405,0.22936,-0.32405,-0.43033,-0.59873,-0.4589,-0.62617,-0.61236,-0.11795,0.3882,0.09847,6.0
-0.2354,-0.30464,0.63153,2.63102,-0.24962,-0.35675,-0.26705,9.23377,-0.38529,-0.1426,0.27378,-0.56827,4.0
-0.2354,-0.37155,-0.12323,-0.28385,-0.41786,-0.35675,-0.30542,-0.21742,-0.41916,-0.14817,-0.38333,-0.72741,7.0
0.40185,0.33099,1.07472,0.23379,0.01833,0.53053,0.23175,0.80539,-0.34548,-0.10045,-0.56946,-0.03851,2.0
-0.3666,-0.43846,-1.30711,-0.96231,-0.79798,-0.67939,-0.49727,-0.82077,-0.62912,-0.14658,2.24912,1.27331,10.0
-0.17918,-0.43846,-0.15996,0.56046,0.82841,1.65979,-0.26705,-0.11987,-0.46951,-0.14498,-0.57107,0.98013,3.0
-0.34786,-0.405,-1.18591,-0.13308,-0.61727,-0.67939,-0.49727,0.48014,1.44701,-0.13862,1.59161,1.1963,10.0
-0.34786,-0.405,-1.22019,-0.9422,-0.68581,-0.67939,-0.49727,-0.78734,0.05706,-0.14817,1.57912,1.21328,9.0
6.00595,-0.43846,0.7154,0.08805,0.26759,0.36921,-0.26705,-0.22732,-0.27624,-0.13385,0.89623,0.90184,4.0
0.027,0.16372,-0.97227,-0.84169,-0.64219,0.60716,0.11473,-0.43694,-0.12314,-0.14339,1.79144,1.23386,4.0
-0.02923,0.09681,1.25959,0.60569,0.51684,-0.59873,-0.15194,-0.20009,0.75211,-0.12908,0.86481,0.02891,6.0
-0.34786,-0.43846,-1.17244,-0.80651,-0.7045,-0.67939,-0.49727,-0.77823,-0.55948,-0.13544,-0.63634,0.90987,10.0
-0.27289,-0.33809,0.80293,0.17851,0.16165,-0.67939,-0.49727,-0.40475,0.91427,-0.1259,-0.63755,0.45418,6.0
-0.25415,-0.27119,-0.36442,-0.80651,-0.48641,-0.43741,-0.11357,-0.70205,-0.48818,-0.14817,-0.60934,-0.72715,7.0
-0.14169,-0.13737,-0.33014,-0.79646,-0.65465,-0.51807,-0.42053,-0.66524,-0.47045,2.51602,-0.67179,-3.14706,1.0
1.45145,3.24149,-0.57254,0.08302,0.12426,-0.35675,-0.11357,0.16712,-0.18399,-0.14817,-0.63029,-0.49807,5.0
-0.14169,-0.33809,-0.35952,-0.3341,-0.39294,-0.11476,-0.22868,0.52489,1.38593,-0.12272,0.24638,0.54964,7.0
-0.3666,-0.43846,-0.90677,-0.80149,-0.56742,-0.67939,-0.49727,-0.73536,0.39191,-0.14021,1.87967,1.23509,8.0
-0.31038,-0.43846,0.23548,-0.41451,-0.43033,-0.43741,-0.11357,-0.76323,-0.48266,-0.14817,-0.45423,-0.73007,7.0
0.1582,-0.10392,1.52097,0.50015,0.18658,1.57913,0.27012,1.40628,-0.21049,-0.10204,-0.19437,0.51131,2.0
-0.3666,-0.43846,-0.76292,-0.4899,-0.6048,-0.67939,-0.49727,-0.06756,-0.54371,-0.14817,-0.62022,-0.75093,9.0
-0.29163,-0.43846,0.75396,0.52528,0.49191,0.53053,0.65382,0.46659,-0.44545,-0.14817,-0.66011,-0.53954,2.0
-0.34786,-0.43846,1.34651,0.26897,0.49814,-0.43741,-0.30542,0.29753,3.15177,-0.13862,-0.57752,-0.76601,3.0
-0.32912,-0.43846,-0.96737,-0.67585,-0.43033,-0.59873,-0.38216,-0.50561,-0.13937,-0.13624,-0.45585,-0.63633,9.0
-0.32912,-0.43846,-1.18162,-0.8819,-0.84159,0.12722,-0.11357,-0.56017,-0.58444,-0.14658,1.84019,1.22499,6.0
-0.21666,-0.43846,0.78273,0.01769,-0.08137,-0.0341,0.11664,-0.24257,-0.54315,-0.14419,-0.41838,-0.85657,3.0
0.06448,-0.43846,1.55892,2.13348,2.3177,3.10364,1.41737,0.80197,-0.48318,-0.13624,-0.62989,-0.77134,1.0
-0.32912,-0.405,-1.13204,-0.86179,-0.76682,-0.59873,-0.4589,-0.78932,-0.64524,-0.13862,-0.16496,0.91273,9.0
-0.32912,-0.43846,0.41728,-0.0979,0.00587,-0.35675,-0.03683,-0.69461,-0.52478,-0.11158,-0.52957,-0.6291,5.0
-0.01049,-0.00355,-0.03998,-0.16826,-0.31193,1.74449,3.42411,-0.11779,-0.46279,-0.14021,-0.65527,-0.51659,2.0
-0.3666,-0.43846,-1.03532,-0.85677,-0.78551,-0.67939,-0.49727,-0.75137,-0.61673,-0.14021,1.13957,0.9563,10.0
0.06448,0.23063,-0.13364,1.29923,0.09934,-0.67939,-0.49727,2.35646,4.6354,5.68918,-0.6726,-3.14706,1.0
-0.17918,-0.27119,-0.01183,0.97256,0.26759,-0.35675,-0.11357,1.71935,3.78428,3.58964,-0.6734,-3.14705,1.0
0.23317,0.96662,0.01511,0.15841,0.38598,0.85318,-0.22868,-0.16063,-0.43784,-0.14817,-0.62788,-0.72165,3.0
-0.2354,-0.37155,2.71464,1.24394,1.43285,0.04656,-0.11357,-0.28264,2.93839,-0.14817,-0.6029,-0.80838,1.0
-0.34786,-0.43846,-1.13388,-0.86682,-0.69204,-0.43741,-0.30542,-0.3958,-0.62297,-0.14339,-0.12467,1.00889,5.0
1.69511,3.81021,1.75664,0.30918,0.13673,-0.67939,-0.49727,0.17208,0.896,-0.1259,-0.10413,-0.00499,5.0
-0.29163,-0.43846,-0.48868,-0.17831,-0.01906,-0.0341,-0.11357,-0.07276,-0.20755,-0.14658,-0.5751,-0.74789,7.0
