@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.2354,-0.30464,-0.82352,-0.62559,-0.43656,-0.35675,0.30849,0.08164,0.35548,-0.14419,-0.64238,-0.80188,6.0
-0.29163,-0.405,0.35913,0.85194,0.23643,0.28855,-0.03683,-0.11873,1.19302,-0.13703,-0.61257,0.49101,2.0
-0.3666,-0.43846,-1.19448,-0.88692,-0.72943,-0.67939,-0.49727,-0.81966,-0.62448,-0.13862,0.93733,1.05496,8.0
-0.31038,-0.405,0.11489,-0.47985,-0.16238,-0.67939,-0.4589,-0.78983,-0.5356,-0.14021,-0.26931,0.92756,8.0
-0.32912,-0.405,-1.15469,-0.59041,-0.74812,-0.43741,-0.34379,0.04063,0.10967,-0.12908,-0.00099,1.02026,8.0
-0.32912,-0.43846,-0.45685,-0.49995,-0.04398,-0.43741,-0.30542,-0.22188,1.61431,-0.13385,-0.61458,1.03962,4.0
-0.31038,-0.37155,-0.41645,-0.35923,-0.41163,-0.51807,-0.42053,-0.38161,-0.20348,-0.13862,-0.36721,0.92231,9.0
-0.06672,0.06336,-1.03042,-0.40446,-0.55495,-0.67939,-0.49727,0.13238,0.27218,-0.11954,-0.4776,0.98122,8.0
9.96068,-0.37155,1.35814,-0.24364,-0.00659,-0.67939,-0.49727,-0.23163,0.57401,-0.13385,-0.55375,0.44516,3.0
-0.34786,-0.405,-1.3114,-0.98241,-0.82913,-0.67939,-0.49727,-0.79336,-0.63516,-0.14817,2.71807,1.28348,10.0
-0.02923,0.0299,2.0823,0.22877,0.04326,-0.51807,-0.42053,-0.6906,-0.4932,-0.11476,-0.65286,0.4572,4.0
-0.32912,-0.43846,-0.20159,0.09307,0.18035,-0.51807,-0.42053,0.85439,0.34956,-0.12828,-0.64923,-0.69454,5.0
-0.27289,-0.30464,1.06799,-0.00241,0.14296,-0.51807,-0.30542,-0.72308,-0.33255,-0.14419,-0.42442,-0.79929,6.0
