@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
0.58928,1.6357,-0.27015,-0.43462,-0.32439,-0.43741,-0.34379,-0.77505,-0.46593,-0.13544,-0.42805,-0.83158,6.0
-0.31038,-0.43846,0.2973,0.65594,0.629,0.20788,0.11473,2.34486,1.10718,-0.13385,-0.46954,-0.68364,2.0
-0.1042,-0.13737,0.13509,-0.65072,-0.5238,-0.35675,-0.34379,-0.16639,-0.42244,-0.12749,2.58069,0.17609,8.0
-0.31038,-0.405,-0.73721,-0.51,-0.55495,-0.67939,-0.49727,-0.72789,-0.52158,-0.10681,-0.64158,-0.51003,8.0
-0.3666,-0.43846,-0.21138,-0.34415,-0.41163,-0.67939,-0.49727,-0.29388,-0.54263,-0.13226,-0.51144,-0.71229,8.0
0.1582,-0.37155,0.52808,-0.25369,-0.13745,0.20788,0.46197,0.25846,-0.12898,-0.12908,0.00949,0.74972,4.0
-0.34786,-0.405,0.10326,-0.42959,-0.3057,-0.51807,-0.38216,-0.78413,-0.64476,-0.13862,0.32817,0.18815,9.0
-0.27289,-0.37155,-0.39564,-0.42959,-0.44279,-0.51807,-0.0752,-0.66941,-0.5033,-0.14419,-0.62949,-0.77392,8.0
-0.21666,-0.405,0.24221,1.02282,1.18359,1.09516,0.19338,-0.09913,0.22381,-0.14021,-0.31242,-0.74148,3.0
-0.34786,-0.405,-1.31752,-1.01759,-0.86029,-0.67939,-0.49727,-0.79344,-0.60329,-0.14817,2.21648,1.29663,10.0
0.38311,1.36806,0.65908,0.54036,-0.00036,-0.35675,-0.38216,0.36359,-0.37168,-0.11795,-0.40266,-0.52618,4.0
-0.29163,-0.405,-1.09347,-0.80149,-0.61103,0.04656,-0.15194,-0.29421,-0.30088,-0.13862,3.80062,1.28133,5.0
0.40185,1.53533,-0.50154,-0.21851,-0.42409,-0.67939,-0.49727,-0.3224,-0.23658,-0.1426,-0.64037,-0.8244,6.0
-0.2354,-0.30464,0.00776,-0.18333,-0.1873,0.04656,0.53871,-0.35108,0.11493,-0.14817,-0.63593,-0.63503,4.0
-0.04798,-0.13737,0.03959,-0.51,-0.206,-0.11476,-0.22868,-0.695,-0.07758,-0.13544,0.03084,0.7419,7.0
0.1582,-0.03701,0.97188,-0.00241,-0.13122,0.85318,0.30849,-0.36099,-0.06102,-0.1259,-0.29953,0.50924,2.0
-0.34786,-0.405,-1.30772,-0.98744,-0.84783,-0.67939,-0.49727,-0.7353,-0.55911,-0.14817,1.89176,1.28763,10.0
-0.31038,-0.43846,1.58769,0.57553,0.45453,0.44584,0.03799,0.15412,-0.44396,-0.13226,-0.1283,-0.66537,3.0
-0.34786,-0.405,-1.30344,-0.99246,-0.84159,-0.67939,-0.49727,-0.79331,-0.63148,-0.14817,2.28739,1.28534,10.0
-0.31038,-0.37155,-0.72252,-0.37431,-0.27454,-0.67939,-0.49727,-0.77541,-0.48711,-0.13226,-0.54045,-0.79202,9.0
-0.21666,-0.33809,1.09798,0.90723,1.45154,-0.27609,-0.22868,0.26216,-0.1422,-0.13385,0.11706,0.52841,4.0
-0.27289,-0.405,-0.76537,-0.25872,-0.37424,0.76445,-0.07712,0.81439,-0.57913,-0.14021,3.86065,1.29191,4.0
-0.19792,-0.405,0.71111,0.64589,-0.07514,-0.51807,-0.15194,-0.47732,-0.48993,-0.14817,-0.6315,-0.79656,6.0
-0.3666,-0.43846,-1.16203,-0.74621,-0.65465,-0.67939,-0.49727,-0.81584,-0.55939,-0.13226,-0.45826,0.90806,10.0
