@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.19792,-0.43846,-0.5756,-0.37431,-0.41163,1.0145,0.34686,0.02736,0.40646,-0.12272,-0.003,1.01197,4.0
0.72048,0.66553,0.91985,-0.17328,-0.05021,0.85318,0.30849,0.16872,0.18058,-0.12749,-0.2262,0.51012,3.0
0.40185,-0.405,0.65296,0.38456,-0.19977,2.95038,4.60589,3.63432,-0.40997,-0.13226,-0.64641,-0.55513,1.0
-0.21666,-0.405,-0.87004,-0.35923,-0.54249,-0.59873,-0.4589,-0.32771,-0.52805,3.42264,-0.6734,-3.14705,1.0
-0.3666,-0.43846,-0.92942,-0.54518,-0.63596,-0.67939,-0.49727,-0.02452,0.59986,-0.13067,-0.52957,0.94859,10.0
-0.02923,0.3979,-1.14979,-0.51,-0.53626,-0.67939,-0.49727,0.36086,1.21915,-0.13226,0.93531,1.17842,6.0
-0.32912,-0.43846,-1.18162,-0.8819,-0.84159,0.12722,-0.11357,-0.56017,-0.58444,-0.14658,1.84019,1.22499,6.0
-0.27289,-0.405,-0.61356,-0.2738,-0.46771,-0.59873,-0.4589,0.09903,0.02436,-0.11317,0.13156,0.54299,8.0
0.12071,-0.07046,3.36106,2.14856,1.30822,0.61119,1.19099,0.9235,0.29765,-0.11635,0.42768,0.51153,1.0
-0.34786,-0.43846,-0.54806,0.52025,-0.03152,-0.67939,-0.49727,-0.79515,-0.48996,-0.14021,-0.65608,-0.64141,7.0
-0.34786,-0.43846,-0.59703,-0.25872,-0.46771,-0.67939,-0.49727,1.44873,-0.52857,-0.13783,-0.40226,-0.49394,8.0
-0.34786,-0.43846,0.21344,-0.07277,0.00587,-0.27609,-0.42053,0.00742,-0.45902,-0.13544,0.2351,0.88059,6.0
-0.1042,-0.33809,-1.09837,-0.91708,-0.76682,-0.19542,-0.22868,-0.47759,-0.59702,-0.14817,2.20641,1.23089,9.0
-0.08546,-0.07046,0.38606,-0.118,0.13673,0.28855,0.11664,-0.46465,0.26367,-0.14658,-0.44094,-0.67268,2.0
0.10197,-0.20428,-0.05223,-0.0778,-0.41163,1.17582,0.61545,0.5477,0.50664,-0.11954,-0.23224,0.55104,6.0
-0.31038,-0.405,0.80048,0.11318,0.18658,-0.11476,0.08019,0.26816,-0.1124,-0.14419,-0.53521,-0.49863,2.0
-0.34786,-0.43846,-0.52663,-0.68087,-0.64842,-0.51807,-0.42053,-0.77629,-0.16378,-0.14021,1.23063,0.95579,9.0
