@relation computer1-10
@attribute att0 real
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute label {1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0}
@data
-0.21666,-0.33809,-0.13119,0.41974,-0.00036,-0.59873,-0.4589,0.8608,-0.38236,-0.14817,-0.63311,-0.46792,4.0
0.19568,0.43135,-0.19179,-0.12805,0.06195,-0.27609,-0.30542,1.3875,0.93057,-0.14021,-0.63755,-0.58873,3.0
0.98288,1.13389,0.58379,0.58559,0.06818,3.1117,1.11425,-0.05994,-0.06797,-0.14817,-0.64883,-0.63015,1.0
-0.32912,-0.43846,0.06592,0.078,0.35482,-0.51807,-0.15194,-0.25181,0.2026,4.6076,-0.67461,-3.14705,1.0
-0.32912,-0.405,-1.28324,-0.99246,-0.79174,-0.59873,-0.4589,-0.77221,-0.58489,-0.14817,1.7584,1.27,10.0
-0.34786,-0.43846,0.00409,0.25389,0.47945,-0.51807,-0.38216,-0.79085,-0.50604,-0.14817,-0.64923,-0.74329,6.0
-0.31038,-0.43846,-0.54194,0.04784,0.20527,0.53053,-0.34379,0.44898,-0.54955,-0.13862,2.23824,1.29181,6.0
-0.31038,-0.405,-0.38951,-0.706,-0.53626,-0.43741,-0.30542,-0.80653,-0.63228,-0.14658,-0.16214,0.98347,8.0
0.64551,1.60224,1.53505,1.00271,0.18658,3.35369,5.45002,0.95986,-0.4069,-0.1418,-0.65366,-0.58556,1.0
-0.21666,-0.37155,-0.69252,-0.08785,0.20527,-0.27609,-0.26705,-0.29796,-0.48994,-0.14021,-0.40992,-0.84551,7.0
-0.06672,0.33099,-0.81801,-0.35923,-0.41786,-0.67939,-0.49727,-0.28321,0.26477,-0.13067,-0.12709,1.01429,8.0
-0.3666,-0.43846,-0.66498,-0.75123,-0.33686,-0.67939,-0.49727,-0.74992,0.0835,-0.14339,1.05054,1.07753,6.0
-0.3666,-0.43846,-0.78128,-0.69595,-0.71074,-0.67939,-0.49727,-0.39723,-0.61994,-0.14658,1.60088,1.19695,9.0
-0.2354,-0.405,0.58929,0.84189,1.44531,0.04656,-0.38216,0.23201,3.55573,-0.14021,-0.48244,-0.70923,2.0
-0.02923,0.13026,-1.08062,-0.26877,-0.48641,-0.35675,0.0399,0.11555,1.07187,-0.13862,0.96231,1.18241,6.0
-0.14169,-0.43846,0.96147,1.54548,1.79426,1.74045,0.19338,0.03202,-0.30017,-0.13385,-0.6174,-0.7678,2.0
-0.34786,-0.405,-0.81618,-0.81154,-0.69204,-0.67939,-0.49727,-0.79866,-0.502,-0.13226,-0.55375,-0.75738,9.0
-0.3666,-0.43846,-1.31629,-0.97738,-0.80421,-0.67939,-0.49727,-0.82085,-0.62727,-0.14817,-0.60733,1.01467,10.0
-0.29163,-0.37155,-1.01512,-0.73113,-0.43033,-0.51807,-0.42053,-0.79941,-0.52447,-0.14817,-0.56986,-0.56717,9.0
0.73922,1.80297,-0.30198,-0.43964,-0.34932,-0.59873,-0.4589,0.11163,-0.46619,-0.13385,0.08281,1.04454,3.0
-0.34786,-0.405,-1.26426,-0.96733,-0.78551,-0.67939,-0.49727,-0.79337,-0.60821,-0.14498,2.27007,1.27341,10.0
-0.32912,-0.43846,-1.0849,-0.76128,-0.53626,0.12722,-0.11357,-0.42339,-0.27236,-0.13385,-0.2673,1.08464,3.0
-0.27289,-0.30464,-1.19754,-0.73615,-0.62973,-0.59873,-0.42053,-0.74997,-0.12921,-0.14817,-0.65124,1.00785,8.0
-0.04798,-0.33809,0.84088,-0.05267,0.0121,0.04656,-0.11357,0.2498,-0.05781,-0.13067,-0.64641,0.471,4.0
-0.3666,-0.43846,-1.241,-0.902,-0.74812,-0.67939,-0.49727,-0.36635,-0.43603,-0.14498,0.11101,1.04909,7.0
-0.34786,-0.43846,-0.92146,-0.72108,-0.48641,-0.67939,-0.49727,-0.80353,-0.54079,-0.14817,-0.58396,-0.73956,10.0
-0.19792,-0.43846,0.43871,0.57553,-0.0876,0.04656,-0.11357,3.92457,-0.14294,-0.1426,-0.5477,-0.60236,5.0
-0.32912,-0.43846,0.53114,1.10323,0.24266,-0.59873,-0.26705,0.2558,0.68605,-0.12113,-0.61418,0.50165,6.0
-0.17918,0.06336,-1.27712,-0.96231,-0.74812,-0.67939,-0.49727,-0.75687,-0.44858,-0.14498,0.10859,1.04904,5.0
0.17694,0.89971,-0.24505,-0.46477,-0.37424,-0.43741,-0.15194,-0.78853,-0.48726,-0.12749,-0.64359,-0.52376,5.0
-0.14169,-0.27119,-0.69191,-0.61554,-0.48641,-0.19542,-0.19031,-0.68198,-0.50896,1.92751,-0.6726,-3.14706,1.0
-0.34786,-0.405,-1.28079,-0.97236,-0.74812,-0.67939,-0.49727,-0.79194,-0.46823,-0.14658,2.23421,1.28251,10.0
-0.34786,-0.43846,0.37811,-0.53513,-0.02529,-0.67939,-0.49727,-0.79856,-0.35934,-0.14021,-0.60894,0.90181,8.0
-0.27289,-0.30464,-0.20465,0.26897,-0.0876,-0.51807,-0.42053,-0.79465,-0.47422,-0.14817,-0.20888,-0.84612,7.0
-0.1042,-0.13737,0.69887,0.80169,0.69132,0.04656,-0.15194,0.10315,0.39019,-0.13862,-0.64681,-0.7146,3.0
-0.27289,-0.37155,-1.09164,-0.80149,-0.66089,-0.51807,-0.42053,-0.77514,-0.41466,-0.14578,-0.48002,-0.6905,9.0
0.19568,0.43135,0.63582,-0.21349,-0.0876,0.04656,-0.15194,-0.68299,-0.429,-0.13544,-0.63755,-0.58016,5.0
-0.16043,-0.07046,1.01412,1.18866,1.02781,-0.59873,-0.49727,0.73287,-0.40289,-0.13226,-0.62868,-0.45852,4.0
-0.34786,-0.405,2.9901,2.79686,5.30251,-0.67939,-0.49727,-0.75958,-0.32572,-0.13624,-0.62143,-0.73564,2.0
0.027,-0.00355,2.0823,1.34446,0.92811,-0.59873,-0.4589,0.67871,-0.24798,-0.1426,-0.51789,-0.77465,4.0
-0.34786,-0.43846,-0.09263,-0.59041,-0.41786,-0.43741,0.07827,-0.02382,-0.40253,-0.13544,-0.61418,1.00542,8.0
0.10197,0.29753,1.96171,0.94241,0.59162,0.28855,-0.0752,-0.30164,-0.04161,-0.14419,-0.53803,-0.77739,2.0
0.88916,1.66915,1.8552,0.1182,-0.02529,1.82112,2.91763,-0.23251,-0.37465,-0.11158,-0.58316,0.51106,1.0
-0.2354,-0.405,0.95413,-0.0979,0.18035,-0.11476,0.19338,-0.04483,0.36124,-0.12272,-0.37809,0.44407,2.0
